comb1,comb2,p,median_diff_combs,p_holm,p_bh,sig_holm,sig_bh
random_CART,random_kNN,0.001953125,-0.3543767194047017,1.0,0.010516826923076922,False,True
random_CART,dbs_CART,0.001953125,-0.1784117629146642,1.0,0.010516826923076922,False,True
random_CART,dbs_kNN,0.001953125,-0.3965425172740393,1.0,0.010516826923076922,False,True
random_CART,dbs_KRR,0.001953125,-0.4280501365103675,1.0,0.010516826923076922,False,True
random_CART,ddbs_kNN,0.001953125,-0.2914329898985932,1.0,0.010516826923076922,False,True
random_CART,ddbs_KRR,0.001953125,-0.2732944892597345,1.0,0.010516826923076922,False,True
random_CART,rsbs_kNN,0.001953125,-0.44787082937661904,1.0,0.010516826923076922,False,True
ddbs_RF,rsbs_kNN,0.001953125,-0.37347331571254233,1.0,0.010516826923076922,False,True
ddbs_kNN,ddbs_RF,0.001953125,0.20084561457334973,1.0,0.010516826923076922,False,True
ddbs_kNN,rsbs_CART,0.001953125,0.2646124831925672,1.0,0.010516826923076922,False,True
ddbs_kNN,rsbs_RF,0.001953125,0.24630946441251425,1.0,0.010516826923076922,False,True
dbs_SVR,rsbs_RF,0.001953125,0.29565336179599655,1.0,0.010516826923076922,False,True
dbs_SVR,ddbs_RF,0.001953125,0.23684729971622923,1.0,0.010516826923076922,False,True
dbs_KRR,ddbs_RF,0.001953125,0.3399543096160815,1.0,0.010516826923076922,False,True
dbs_KRR,rsbs_CART,0.001953125,0.3821695289320786,1.0,0.010516826923076922,False,True
dbs_KRR,rsbs_RF,0.001953125,0.3442314318559205,1.0,0.010516826923076922,False,True
dbs_kNN,ddbs_RF,0.001953125,0.3084466903797533,1.0,0.010516826923076922,False,True
dbs_kNN,ddbs_SVR,0.001953125,0.12050444198409518,1.0,0.010516826923076922,False,True
dbs_kNN,rsbs_CART,0.001953125,0.31350663915603,1.0,0.010516826923076922,False,True
dbs_kNN,rsbs_RF,0.001953125,0.2755685420798719,1.0,0.010516826923076922,False,True
random_kNN,random_MR,0.001953125,0.3169860382660343,1.0,0.010516826923076922,False,True
random_kNN,random_RF,0.001953125,0.3565528330062756,1.0,0.010516826923076922,False,True
random_kNN,random_SVR,0.001953125,0.1783955349168838,1.0,0.010516826923076922,False,True
random_kNN,twise_CART,0.001953125,0.34929527717140363,1.0,0.010516826923076922,False,True
random_kNN,twise_KRR,0.001953125,0.1691438453363025,1.0,0.010516826923076922,False,True
random_kNN,twise_MR,0.001953125,0.3076093441085198,1.0,0.010516826923076922,False,True
random_kNN,twise_RF,0.001953125,0.3473209970082613,1.0,0.010516826923076922,False,True
random_kNN,twise_SVR,0.001953125,0.17100853394078974,1.0,0.010516826923076922,False,True
sbs_SVR,ddbs_RF,0.001953125,0.11800503683965559,1.0,0.010516826923076922,False,True
sbs_SVR,rsbs_CART,0.001953125,0.10830788278167919,1.0,0.010516826923076922,False,True
sbs_SVR,dbs_kNN,0.001953125,-0.22259220388622836,1.0,0.010516826923076922,False,True
sbs_MR,rsbs_kNN,0.001953125,-0.35548809357595595,1.0,0.010516826923076922,False,True
sbs_RF,dbs_kNN,0.001953125,-0.3624320535973322,1.0,0.010516826923076922,False,True
sbs_RF,dbs_KRR,0.001953125,-0.38787659233580896,1.0,0.010516826923076922,False,True
sbs_RF,dbs_SVR,0.001953125,-0.2847695824359567,1.0,0.010516826923076922,False,True
sbs_MR,dbs_kNN,0.001953125,-0.32218306688275256,1.0,0.010516826923076922,False,True
sbs_MR,dbs_SVR,0.001953125,-0.2374700086858601,1.0,0.010516826923076922,False,True
sbs_MR,ddbs_kNN,0.001953125,-0.22168075662422937,1.0,0.010516826923076922,False,True
sbs_KRR,dbs_kNN,0.001953125,-0.2723343847128481,1.0,0.010516826923076922,False,True
sbs_KRR,dbs_KRR,0.001953125,-0.23820447713896112,1.0,0.010516826923076922,False,True
sbs_KRR,dbs_SVR,0.001953125,-0.22510512529968607,1.0,0.010516826923076922,False,True
sbs_KRR,ddbs_kNN,0.001953125,-0.18854949898690454,1.0,0.010516826923076922,False,True
sbs_kNN,ddbs_RF,0.001953125,0.21006847844687127,1.0,0.010516826923076922,False,True
sbs_kNN,rsbs_CART,0.001953125,0.16953375774615073,1.0,0.010516826923076922,False,True
sbs_kNN,rsbs_RF,0.001953125,0.1552224813729668,1.0,0.010516826923076922,False,True
sbs_kNN,sbs_MR,0.001953125,0.22921235804264525,1.0,0.010516826923076922,False,True
sbs_kNN,dbs_kNN,0.001953125,-0.13631359981974056,1.0,0.010516826923076922,False,True
twise_SVR,rsbs_kNN,0.001953125,-0.13413959327520786,1.0,0.010516826923076922,False,True
twise_RF,ddbs_MR,0.001953125,-0.1167470137883611,1.0,0.010516826923076922,False,True
twise_RF,rsbs_kNN,0.001953125,-0.44317032763442266,1.0,0.010516826923076922,False,True
twise_RF,rsbs_MR,0.001953125,-0.12285005027076716,1.0,0.010516826923076922,False,True
twise_RF,twise_SVR,0.001953125,-0.20450200264977147,1.0,0.010516826923076922,False,True
twise_RF,sbs_kNN,0.001953125,-0.29850970006850447,1.0,0.010516826923076922,False,True
twise_RF,sbs_MR,0.001953125,-0.0914517276258347,1.0,0.010516826923076922,False,True
twise_RF,sbs_SVR,0.001953125,-0.20644625846128878,1.0,0.010516826923076922,False,True
twise_RF,dbs_CART,0.001953125,-0.18608284628143815,1.0,0.010516826923076922,False,True
twise_RF,dbs_kNN,0.001953125,-0.3968879120013865,1.0,0.010516826923076922,False,True
