system,random_CART,random_kNN,random_KRR,random_MR,random_RF,random_SVR,twise_CART,twise_kNN,twise_KRR,twise_MR,twise_RF,twise_SVR,sbs_CART,sbs_kNN,sbs_KRR,sbs_MR,sbs_RF,sbs_SVR,dbs_CART,dbs_kNN,dbs_KRR,dbs_MR,dbs_RF,dbs_SVR,ddbs_CART,ddbs_kNN,ddbs_KRR,ddbs_MR,ddbs_RF,ddbs_SVR,rsbs_CART,rsbs_kNN,rsbs_KRR,rsbs_MR,rsbs_RF,rsbs_SVR
7z,0.10998632696526091,0.8525391183760955,0.6885512570434288,0.16388283118336378,0.12733683172075655,0.5850461797685397,0.1480866532352968,0.7905240509667829,0.7786356969959533,0.2914822676080517,0.2994041421093194,0.608096618713056,0.2926663717145792,0.5787028244004732,0.5183770516660029,0.3286784237076615,0.2579602192189202,0.5009670632818808,0.6430670467506248,0.6560284231118975,0.7613876828399547,0.8924916978351969,0.5211206694439998,0.8515559227973438,0.33941483359124996,0.4925064346727519,0.6078754414338838,0.33907664244939073,0.39658202328840525,0.4963983010784581,0.389131605598493,1.0670052835217243,0.850072941201506,0.4183295933887666,0.40796094654398046,0.9481599248295092
BerkeleyDBC,0.9590950160766897,4.566396995302667,5.944933507206647,1.2939682057878656,2.10786128838327,2.8435591284999386,0.9709186598141766,2.173169014005386,5.377875679462246,3.755322576757545,1.976418697852899,2.109905075600242,2.6926746164145143,5.315458650658635,3.212754331740584,0.6237594372821579,2.0290754454336866,4.141895752268124,1.031397248476849,6.701782214433353,3.4936665292875726,1.4118348674437065,3.434070506462003,6.560849515068528,3.4918263327429013,6.999954637678751,6.0976749077445795,3.6366525297559433,5.233504559330363,5.903677795823899,1.2078894946906495,3.85364084147425,4.514431679593077,1.6984557478873952,1.9554238568892361,2.738416024486055
Dune,0.16152151139560697,0.16470529293137973,0.15939350234993296,0.14628072160906538,0.15433022733973545,0.12903999448919087,0.1476748563142136,0.1479543549030088,0.1133102869540229,0.1495668943670633,0.1349695061870409,0.1168951157843463,0.3104090479973345,0.1841213627009781,0.3495417966671067,0.3006874604549532,0.2020264390991431,0.172921525279437,0.19039988474682437,0.1897814479434535,0.186488677235376,0.18934009931567894,0.1924984494644442,0.1966045235607856,0.17077765329887337,0.17693845589805182,0.13985193383944336,0.1385211930211978,0.1557510332116828,0.1527412120480009,0.16126677584182095,0.1563627736002043,0.1413678681796893,0.15011315561757468,0.15018228884872667,0.14303299772882438
Hippacc,0.10978494640004449,0.19097200868584438,0.13003210388770367,0.09835685026230749,0.10016020339928225,0.12800968682579542,0.2363393955380923,0.2055868576346544,0.1581464472059752,0.1606668101088237,0.1834606042244186,0.1446531320647205,0.1624270837661554,0.3290996632286057,0.164182982605554,0.1970119720985484,0.1439583815459995,0.1826660839486844,0.23674321399683293,0.29695231819063683,0.2239492098973672,0.18477165461694425,0.1947177964667695,0.18202497317460112,0.14611338403054297,0.27201969782516683,0.14592555819236144,0.11991057569970948,0.12347958029487441,0.1567106068654232,0.1402806238061963,0.210096743705793,0.13862780338970968,0.12379835018103347,0.11644589887374264,0.1492077081763466
Irzip,0.22206930228982266,2.3481006797363837,2.4807798248758397,0.5855892159338578,0.4872792370789172,1.589121181617634,0.4123156483021531,2.1748485566763542,3.780425885046736,0.4192568758852683,0.4321879224504657,1.5854515505011042,1.8272035736330836,1.432266887672649,1.9488870147338504,1.627377376951499,2.637263929918385,1.550967941928309,0.45889597873297483,1.4505898167917075,0.763781909459409,0.36716919914059054,0.568165022279048,1.3920652288005806,0.6839415989448518,1.5139710869068717,1.1900930573694848,0.6745764326389164,1.0549473024205065,1.350660341857477,0.7666071604319166,6.075537093819044,3.372746283535357,1.1759730208466759,0.7630265184350157,2.3475512000565995
JavaGC,0.29717369620226597,0.880187483392031,0.7529505064651785,0.41217704819140316,0.508375540449202,0.6081510396238707,1.0552816899215312,0.6284434898283104,0.8600633006689142,0.7999531319356071,0.7750507620152882,0.4954893547997637,0.4021856926692861,0.7271339003343655,1.0540299417658885,0.4833387905578576,0.3001069495891724,0.7532968483288658,0.5051854964150008,1.186877514004281,1.025014176066923,0.8834821680008595,0.54501970840698,1.3746353941945346,0.3496038497762644,1.0539428833735809,0.8616584566368358,0.5611624915626848,0.5740575306864727,1.0538471203895614,0.4291466962289326,0.9055354951005765,0.7598181042847024,0.5327029785746832,0.5187809436000175,0.6736291078631844
LLVM,0.06592451365704363,0.05604509807038343,0.054528077967022116,0.04890049563795684,0.0593234628018599,0.054299999962909073,0.0590035002763492,0.050596860330905,0.0398256053950251,0.0411745787146499,0.0572110080010373,0.0475777875782144,0.0566923368011826,0.0589522218439895,0.0522938128493867,0.0520496839059043,0.0625448677755235,0.0591325351881854,0.09163922777345791,0.06842128348387515,0.05190474780565269,0.055776842520515395,0.07454925870024916,0.05819547977880341,0.08180315181257748,0.05817794890710552,0.07244597796951217,0.06512941720114075,0.06263249751294915,0.053385581643486654,0.06427510687644877,0.05659193312313315,0.050769999012908504,0.04816859424947702,0.05933459860468743,0.05457566748542063
Polly,0.19335026134822364,0.26556272344590126,0.25711920269331884,0.23748967233272808,0.2640577376035498,0.28729322102661287,0.2126656906912244,0.3523741996360886,0.2753413686867343,0.1831194279762131,0.2240249734011532,0.3099721545313429,0.2786557196020317,0.2803938359850342,0.2691972006851736,0.2968693662956191,0.2908374673486006,0.3012804470334158,0.26275610266440824,0.2725401679282467,0.2830270041131333,0.2994116027442351,0.2876438798704947,0.29377169733165887,0.22183180808850317,0.29303579990839973,0.2669263238247006,0.21250205035496336,0.2840866004711622,0.27628497034357047,0.20892362944938767,0.2611130750230637,0.25531614849888123,0.23827657536880698,0.2631511888383777,0.28564550122621446
VP9,0.9085899636225178,4.0658774824307695,2.3333107650949048,1.1976691034044797,1.3040536136279965,2.504058221209742,1.3510650888256612,3.1545972512277727,1.4784253523898152,0.8326951298453593,1.0592317998777392,1.733819516567957,0.4172764705235409,5.474096327844405,2.5205974347223923,0.5694001312253248,0.415991734000399,4.741181262765317,3.851306763235482,3.5828050249296997,4.7990877323861065,4.732070686564381,4.086027336834132,4.922842103794507,0.7338301114353979,2.491611536281987,2.291251412189688,1.115891277081807,1.2401135255542828,1.9702876800168974,0.6251128782322232,2.048480617162197,1.7310657883183094,0.9284227390776867,0.9229770325462741,1.4351087665256466
x264,0.11935670784022596,0.2739407146556723,0.14380800489384404,0.12404095438010207,0.17332532097416947,0.23065040602233242,0.114733855956173,0.247335847994173,0.1082218783164471,0.1135957843173829,0.1664858268044296,0.1924427321551707,0.3299092471073671,0.333749723788537,0.3287610223122741,0.3289098745901511,0.3376455419873573,0.3332982271436884,0.21766578596138672,0.2715680719693258,0.11198131292691553,0.12417648750751148,0.1604674149756299,0.22744124306099636,0.12476593071332692,0.24020107558422166,0.12325533946214236,0.11223004023785878,0.1454145804870101,0.210210640393252,0.13813446664793494,0.30900611067749273,0.14976530125120527,0.1359813158158599,0.1880977852334496,0.25172071031251925
