system,random_CART,random_kNN,random_KRR,random_MR,random_RF,random_SVR,dbs_CART,dbs_kNN,dbs_KRR,dbs_MR,dbs_RF,dbs_SVR,ddbs_CART,ddbs_kNN,ddbs_KRR,ddbs_MR,ddbs_RF,ddbs_SVR,rsbs_CART,rsbs_kNN,rsbs_KRR,rsbs_MR,rsbs_RF,rsbs_SVR
7z,0.4104943928625399,0.36266178852205555,0.2974715217221455,0.44391979088398237,0.43941575688902085,0.17116161597869556,0.008107373002712592,0.03432015849349679,0.0121425229879984,0.06194127890456849,0.0368555792057398,0.011167742372887658,0.02525402006384897,0.014424910176642344,0.04608042139355725,0.029909205384090903,0.033671789433908215,0.006634157266627094,0.23710805920640082,0.14009294716429635,0.15400985185658633,0.1595645409846579,0.1699261226930372,0.22044274745572603
BerkeleyDBC,15.278250246411751,12.335292533458201,10.08600730747139,12.977996947563215,14.73276764558247,12.877456355750494,9.783248597539567,12.37309068759623,8.078041416904929,7.409635439793154,11.268657390979996,16.625624486059824,20.36826840870415,16.11881125435007,13.774725334068828,19.643707994125624,13.124303432686437,23.976799610801113,21.32562533948283,13.006567686384773,13.868957525441099,13.51126044811559,16.813641265332624,17.410198147327936
Dune,0.010054419045322527,0.008316792092272818,0.011323134204487197,0.009192813702082647,0.009781040158415114,0.000555352012181637,0.0,0.0,0.0,0.0,0.0,0.0,0.0013995942986063687,0.0005213945411437839,0.0007738883728853736,0.000494747073377614,0.0004198515614270881,0.00021588843556439726,0.0005681109703040238,0.00010048001383236407,0.00013057696491524398,8.811372986152866e-05,0.00019452449421820887,0.00012622762830176025
Hippacc,0.0024944029429330005,0.0019503228917690722,0.0011599159992791604,0.0011143833976339159,0.0007339966833206906,0.0006632573926566025,0.21604346880447808,0.0030470146016598663,0.009584990665526162,0.03634395315700746,0.06769761946666084,0.005310734835635543,0.0059709454968185595,0.006116570575676981,0.00528497210347683,0.0028519170804700406,0.0031198675773274655,0.006239044773250449,0.009601282827524524,0.00046288409185202544,0.0016653243132745035,0.0035885678201386276,0.0005024247634346839,0.00042690468203624674
Irzip,5.72397336616023,6.283309687381883,6.512204315116497,1.7465594801155118,6.333641604810742,1.8041421379168614,3.9123031640175205,2.083584343420772,1.4858501636857253,0.10303563793766203,1.5477116227413297,0.39549140256796916,19.287311794406527,6.50277693570563,10.038342152908466,1.1034352843909596,5.809664615948257,2.436237098214509,81.72008086522075,35.17354179920002,9.065351889980597,35.0656654098467,24.658484685223613,68.24164899868768
JavaGC,0.3891132609295907,0.24912457185453715,0.22889909738696193,0.2661452186050543,0.2780246568504753,0.11126308019808134,0.5738507680433065,0.279285720787393,0.3191368860835332,0.3913391302331639,0.21590145568111505,0.6214136064991898,0.33141401270094006,0.19427815553472896,0.2007156455832794,0.25826024720034674,0.18719317919532794,0.2761139526928829,0.2687439120749814,0.15187281274583814,0.17617115927933052,0.18043265217126256,0.16639238305444276,0.18258912555783466
LLVM,0.0002530867522648267,0.00024327090008753447,0.00021244169759101762,0.00018438621757371103,0.00021845773885701515,0.0002048113203087478,0.00039351410836605227,0.00037388316367526815,0.0006083118232008184,0.0005379680966454278,0.0006870673122225098,0.0006636918562698367,0.00044150634169118347,0.000457180339996431,0.0006159883857363462,0.0005366035455639978,0.0006587157526875945,0.0006227699275197204,0.0002547631462396261,0.0002052568894870098,0.0002185543385527062,0.00017838096813133157,0.00021241715295777262,0.00019774456439572793
Polly,0.001883297622913512,0.000185809319561168,0.00019767533109083698,0.0015111097565706202,0.0003747708386263916,0.0001426466309791658,0.01552630227506849,0.0005467066069073688,0.0004156317817822612,0.004314112762191502,0.0004926932247632076,0.00031284953542057574,0.008212821184723515,0.003878422466529833,0.0030726924493559124,0.004473529600897987,0.0032239995596107865,0.008814040487948123,0.003438740303548376,0.00039828468907162305,0.0005316762545990235,0.001256971219650646,0.0005801663509193649,0.00031107853822391493
VP9,6.6796165956971425,6.106336445224849,6.0426709457062255,5.04087889182568,5.809518695041058,7.745087657235272,4.16554068222736,7.169952688406089,3.561668548160769,4.635055654291213,2.731383656175133,11.77207275184557,3.394879906609795,3.039694022398141,3.9866785493899073,7.458774688168957,2.528326362283189,2.465604849636982,3.913317046964284,2.6154413994927164,2.9065034154131024,3.0505453895911336,2.4940244616088205,1.34016957571876
x264,0.021796710702741407,0.010607107691842511,0.01137697579131048,0.008786363281719504,0.012155553268357856,0.009213961484649168,0.007617976468015185,0.001565341754334869,0.002445155116771069,0.00013860890303414814,0.0026101354946134097,0.0006740574888217326,0.008957949959425348,0.0024146712797392363,0.00236375841403325,0.0011118674933391864,0.0023996182849756243,0.00173593761454423,0.024990945085963945,0.014633606951003818,0.015605657533105142,0.012205174550788834,0.014936187506368003,0.01397660440379193
