metric,coverage_t,sample_size_source_t,system,coverage,log10_ratio,setting
AP_ALS-PCI,3,3,AJStats,0.5384376811594203,-0.9031,"(3,3)"
AP_ALS-PCI,3,3,BerkeleyDBC,0.5762199154171472,-1.7093,"(3,3)"
AP_ALS-PCI,3,3,Curl,0.4722830374753451,-0.727,"(3,3)"
AP_ALS-PCI,3,3,Dune,0.5731457440050818,-5.9694,"(3,3)"
AP_ALS-PCI,3,3,HSMGP,0.5810371502686678,-6.0944,"(3,3)"
AP_ALS-PCI,3,3,HSQLDB,0.49084646609360066,-2.181,"(3,3)"
AP_ALS-PCI,3,3,Hipacc,0.8420604091090401,-11.8247,"(3,3)"
AP_ALS-PCI,3,3,HyTeG,0.20799999999999993,-0.6021,"(3,3)"
AP_ALS-PCI,3,3,JavaGC,0.5238755955809205,-6.1524,"(3,3)"
AP_ALS-PCI,3,3,LLVM,0.6483615257048092,0.0,"(3,3)"
AP_ALS-PCI,3,3,PKJab,0.3481862745098039,-1.153,"(3,3)"
AP_ALS-PCI,3,3,Polly,0.5506174207935816,-6.962,"(3,3)"
AP_ALS-PCI,3,3,VP9,0.5608498466771459,-7.0078,"(3,3)"
AP_ALS-PCI,3,3,WGet,0.5265773405698778,-0.8062,"(3,3)"
AP_ALS-PCI,3,3,clasp,0.47939550385570506,-6.6934,"(3,3)"
AP_ALS-PCI,3,3,lrzip,0.6511102873030583,-2.7831,"(3,3)"
AP_ALS-PCI,3,3,x264,0.384553301683211,-1.454,"(3,3)"
AP_ALS-PCI,3,3,z3,0.5270174672489083,-0.9031,"(3,3)"
Default,1,1,7z,0.7818937441307519,-8.1077,"(1,1)"
Default,1,1,AJStats,0.6172972972972972,-0.9031,"(1,1)"
Default,1,1,BerkeleyDBC,0.7067619047619047,-1.7093,"(1,1)"
Default,1,1,Curl,0.66,-0.727,"(1,1)"
Default,1,1,Dune,0.6524712643678161,-5.9694,"(1,1)"
Default,1,1,HSMGP,0.6607222222222222,-6.0944,"(1,1)"
Default,1,1,HSQLDB,0.6686868686868687,-2.181,"(1,1)"
Default,1,1,Hipacc,0.7388095238095238,-11.8247,"(1,1)"
Default,1,1,HyTeG,0.5576923076923076,-0.6021,"(1,1)"
Default,1,1,JavaGC,0.6850234741784037,-6.1524,"(1,1)"
Default,1,1,LLVM,0.619090909090909,0.0,"(1,1)"
Default,1,1,PKJab,0.6381666666666667,-1.153,"(1,1)"
Default,1,1,Polly,0.6586854460093896,-6.962,"(1,1)"
Default,1,1,SQLite,0.7518571428571428,-4.8445,"(1,1)"
Default,1,1,TriMesh,0.7187596899224805,-14.79,"(1,1)"
Default,1,1,VP9,0.6707111111111111,-7.0078,"(1,1)"
Default,1,1,WGet,0.6679999999999999,-0.8062,"(1,1)"
Default,1,1,clasp,0.7539487179487179,-6.6934,"(1,1)"
Default,1,1,lrzip,0.7250877192982456,-2.7831,"(1,1)"
Default,1,1,x264,0.6191111111111111,-1.454,"(1,1)"
Default,1,1,z3,0.7053571428571429,-0.9031,"(1,1)"
Default,1,2,7z,0.9302883174489001,-8.1077,"(1,2)"
Default,1,2,AJStats,0.8186486486486486,-0.9031,"(1,2)"
Default,1,2,BerkeleyDBC,0.8068571428571428,-1.7093,"(1,2)"
Default,1,2,Curl,0.8105555555555555,-0.727,"(1,2)"
Default,1,2,Dune,0.7745977011494252,-5.9694,"(1,2)"
Default,1,2,HSMGP,0.7772777777777778,-6.0944,"(1,2)"
Default,1,2,HSQLDB,0.7828282828282828,-2.181,"(1,2)"
Default,1,2,Hipacc,0.9518730158730159,-11.8247,"(1,2)"
Default,1,2,HyTeG,0.6912820512820512,-0.6021,"(1,2)"
Default,1,2,JavaGC,0.8056338028169013,-6.1524,"(1,2)"
Default,1,2,LLVM,0.875,0.0,"(1,2)"
Default,1,2,PKJab,0.8088333333333333,-1.153,"(1,2)"
Default,1,2,Polly,0.8038028169014084,-6.962,"(1,2)"
Default,1,2,SQLite,0.8464761904761904,-4.8445,"(1,2)"
Default,1,2,TriMesh,0.8480103359173127,-14.79,"(1,2)"
Default,1,2,VP9,0.8143111111111111,-7.0078,"(1,2)"
Default,1,2,WGet,0.8092222222222222,-0.8062,"(1,2)"
Default,1,2,clasp,0.8103076923076923,-6.6934,"(1,2)"
Default,1,2,lrzip,0.8776315789473684,-2.7831,"(1,2)"
Default,1,2,x264,0.7563333333333333,-1.454,"(1,2)"
Default,1,2,z3,0.8310714285714286,-0.9031,"(1,2)"
Default,1,3,7z,0.9386201522507942,-8.1077,"(1,3)"
Default,1,3,AJStats,0.8894594594594594,-0.9031,"(1,3)"
Default,1,3,BerkeleyDBC,0.8794285714285712,-1.7093,"(1,3)"
Default,1,3,Curl,0.8258333333333332,-0.727,"(1,3)"
Default,1,3,Dune,0.8390804597701148,-5.9694,"(1,3)"
Default,1,3,HSMGP,0.8649444444444445,-6.0944,"(1,3)"
Default,1,3,HSQLDB,0.824949494949495,-2.181,"(1,3)"
Default,1,3,Hipacc,0.9523809523809524,-11.8247,"(1,3)"
Default,1,3,HyTeG,0.6923076923076922,-0.6021,"(1,3)"
Default,1,3,JavaGC,0.8614084507042253,-6.1524,"(1,3)"
Default,1,3,LLVM,0.9083333333333331,0.0,"(1,3)"
Default,1,3,PKJab,0.8308333333333332,-1.153,"(1,3)"
Default,1,3,Polly,0.8651643192488262,-6.962,"(1,3)"
Default,1,3,VP9,0.8589333333333333,-7.0078,"(1,3)"
Default,1,3,WGet,0.8592222222222222,-0.8062,"(1,3)"
Default,1,3,clasp,0.8405128205128205,-6.6934,"(1,3)"
Default,1,3,lrzip,0.894736842105263,-2.7831,"(1,3)"
Default,1,3,x264,0.7864444444444445,-1.454,"(1,3)"
Default,1,3,z3,0.8397619047619047,-0.9031,"(1,3)"
Default,2,1,7z,0.5774366884645187,-8.1077,"(2,1)"
Default,2,1,AJStats,0.34404102564102557,-0.9031,"(2,1)"
Default,2,1,BerkeleyDBC,0.4519360568383658,-1.7093,"(2,1)"
Default,2,1,Curl,0.3772137404580152,-0.727,"(2,1)"
Default,2,1,Dune,0.4057740764467221,-5.9694,"(2,1)"
Default,2,1,HSMGP,0.4138345266507557,-6.0944,"(2,1)"
Default,2,1,HSQLDB,0.3922778891115564,-2.181,"(2,1)"
Default,2,1,Hipacc,0.5394501957661423,-11.8247,"(2,1)"
Default,2,1,HyTeG,0.2882191780821918,-0.6021,"(2,1)"
Default,2,1,JavaGC,0.4272085591218563,-6.1524,"(2,1)"
Default,2,1,LLVM,0.33043740573152336,0.0,"(2,1)"
Default,2,1,PKJab,0.37943502824858755,-1.153,"(2,1)"
Default,2,1,Polly,0.40326264726264727,-6.962,"(2,1)"
Default,2,1,SQLite,0.5299449618966977,-4.8445,"(2,1)"
Default,2,1,TriMesh,0.4977938556468083,-14.79,"(2,1)"
Default,2,1,VP9,0.41177860235003083,-7.0078,"(2,1)"
Default,2,1,WGet,0.3835411670663469,-0.8062,"(2,1)"
Default,2,1,clasp,0.5361150935882119,-6.6934,"(2,1)"
Default,2,1,lrzip,0.49733438485804415,-2.7831,"(2,1)"
Default,2,1,x264,0.3419471153846153,-1.454,"(2,1)"
Default,2,1,z3,0.43486536675951715,-0.9031,"(2,1)"
Default,2,2,7z,0.8138357908937326,-8.1077,"(2,2)"
Default,2,2,AJStats,0.6022512820512821,-0.9031,"(2,2)"
Default,2,2,BerkeleyDBC,0.6168028419182948,-1.7093,"(2,2)"
Default,2,2,Curl,0.5727989821882952,-0.727,"(2,2)"
Default,2,2,Dune,0.5738543668588512,-5.9694,"(2,2)"
Default,2,2,HSMGP,0.5778182179793158,-6.0944,"(2,2)"
Default,2,2,HSQLDB,0.5641015364061456,-2.181,"(2,2)"
Default,2,2,Hipacc,0.8450826199482381,-11.8247,"(2,2)"
Default,2,2,HyTeG,0.44273972602739725,-0.6021,"(2,2)"
Default,2,2,JavaGC,0.5953425038210365,-6.1524,"(2,2)"
Default,2,2,LLVM,0.6502111613876319,0.0,"(2,2)"
Default,2,2,PKJab,0.5889077212806026,-1.153,"(2,2)"
Default,2,2,Polly,0.5992931392931392,-6.962,"(2,2)"
Default,2,2,SQLite,0.7024654247812588,-4.8445,"(2,2)"
Default,2,2,TriMesh,0.6828622952244383,-14.79,"(2,2)"
Default,2,2,VP9,0.617008039579468,-7.0078,"(2,2)"
Default,2,2,WGet,0.5834532374100718,-0.8062,"(2,2)"
Default,2,2,clasp,0.6116348068498606,-6.6934,"(2,2)"
Default,2,2,lrzip,0.7115720294426918,-2.7831,"(2,2)"
Default,2,2,x264,0.5323878205128204,-1.454,"(2,2)"
Default,2,2,z3,0.6273537604456824,-0.9031,"(2,2)"
Default,2,3,7z,0.8618055490896526,-8.1077,"(2,3)"
Default,2,3,AJStats,0.7028358974358974,-0.9031,"(2,3)"
Default,2,3,BerkeleyDBC,0.7268975725281231,-1.7093,"(2,3)"
Default,2,3,Curl,0.6582442748091603,-0.727,"(2,3)"
Default,2,3,Dune,0.6846487294469358,-5.9694,"(2,3)"
Default,2,3,HSMGP,0.7100318217979315,-6.0944,"(2,3)"
Default,2,3,HSQLDB,0.6456045424181697,-2.181,"(2,3)"
Default,2,3,Hipacc,0.8830347070144005,-11.8247,"(2,3)"
Default,2,3,HyTeG,0.46433789954337895,-0.6021,"(2,3)"
Default,2,3,JavaGC,0.6845935806586078,-6.1524,"(2,3)"
Default,2,3,LLVM,0.7475414781297134,0.0,"(2,3)"
Default,2,3,PKJab,0.6572128060263653,-1.153,"(2,3)"
Default,2,3,Polly,0.7168191268191267,-6.962,"(2,3)"
Default,2,3,VP9,0.7056549165120594,-7.0078,"(2,3)"
Default,2,3,WGet,0.7114228617106315,-0.8062,"(2,3)"
Default,2,3,clasp,0.660784547988849,-6.6934,"(2,3)"
Default,2,3,lrzip,0.7580704521556256,-2.7831,"(2,3)"
Default,2,3,x264,0.5927483974358975,-1.454,"(2,3)"
Default,2,3,z3,0.6983286908077995,-0.9031,"(2,3)"
Default,3,1,7z,0.4167829110021853,-8.1077,"(3,1)"
Default,3,1,AJStats,0.1827840961627369,-0.9031,"(3,1)"
Default,3,1,BerkeleyDBC,0.2696035321679581,-1.7093,"(3,1)"
Default,3,1,Curl,0.20036757593344937,-0.727,"(3,1)"
Default,3,1,Dune,0.24579799764428736,-5.9694,"(3,1)"
Default,3,1,HSMGP,0.25123297712721476,-6.0944,"(3,1)"
Default,3,1,HSQLDB,0.21323689362627796,-2.181,"(3,1)"
Default,3,1,Hipacc,0.3949929751020139,-11.8247,"(3,1)"
Default,3,1,HyTeG,0.13979797979797975,-0.6021,"(3,1)"
Default,3,1,JavaGC,0.25062401616884,-6.1524,"(3,1)"
Default,3,1,LLVM,0.1653980099502487,0.0,"(3,1)"
Default,3,1,PKJab,0.21787450126949578,-1.153,"(3,1)"
Default,3,1,Polly,0.23464784292533547,-6.962,"(3,1)"
Default,3,1,SQLite,0.35334557028763347,-4.8445,"(3,1)"
Default,3,1,TriMesh,0.33022344633822287,-14.79,"(3,1)"
Default,3,1,VP9,0.23862182700080836,-7.0078,"(3,1)"
Default,3,1,WGet,0.2036876051598429,-0.8062,"(3,1)"
Default,3,1,clasp,0.3679768305670277,-6.6934,"(3,1)"
Default,3,1,lrzip,0.33434099861599054,-2.7831,"(3,1)"
Default,3,1,x264,0.1764784490871447,-1.454,"(3,1)"
Default,3,1,z3,0.24495360456816556,-0.9031,"(3,1)"
Default,3,2,7z,0.6845925034035542,-8.1077,"(3,2)"
Default,3,2,AJStats,0.40470087840961627,-0.9031,"(3,2)"
Default,3,2,BerkeleyDBC,0.4422064035561962,-1.7093,"(3,2)"
Default,3,2,Curl,0.36154575353066354,-0.727,"(3,2)"
Default,3,2,Dune,0.4076622112971782,-5.9694,"(3,2)"
Default,3,2,HSMGP,0.40977997686378265,-6.0944,"(3,2)"
Default,3,2,HSQLDB,0.37275034442752514,-2.181,"(3,2)"
Default,3,2,Hipacc,0.7295918876394332,-11.8247,"(3,2)"
Default,3,2,HyTeG,0.26046176046176045,-0.6021,"(3,2)"
Default,3,2,JavaGC,0.4133281510128197,-6.1524,"(3,2)"
Default,3,2,LLVM,0.42068407960199,0.0,"(3,2)"
Default,3,2,PKJab,0.39791077257889007,-1.153,"(3,2)"
Default,3,2,Polly,0.42033298593687674,-6.962,"(3,2)"
Default,3,2,SQLite,0.5642908750073226,-4.8445,"(3,2)"
Default,3,2,TriMesh,0.5272203789095015,-14.79,"(3,2)"
Default,3,2,VP9,0.4357620048504446,-7.0078,"(3,2)"
Default,3,2,WGet,0.3735118713778276,-0.8062,"(3,2)"
Default,3,2,clasp,0.4446951868879711,-6.6934,"(3,2)"
Default,3,2,lrzip,0.553507931438305,-2.7831,"(3,2)"
Default,3,2,x264,0.3430312441182006,-1.454,"(3,2)"
Default,3,2,z3,0.42365691172971687,-0.9031,"(3,2)"
Default,3,3,7z,0.775545146027776,-8.1077,"(3,3)"
Default,3,3,AJStats,0.5133550624133149,-0.9031,"(3,3)"
Default,3,3,BerkeleyDBC,0.5692124707154442,-1.7093,"(3,3)"
Default,3,3,Curl,0.4842638808280131,-0.727,"(3,3)"
Default,3,3,Dune,0.5392885491883034,-5.9694,"(3,3)"
Default,3,3,HSMGP,0.5580338796687626,-6.0944,"(3,3)"
Default,3,3,HSQLDB,0.47462257994344137,-2.181,"(3,3)"
Default,3,3,Hipacc,0.812947979792899,-11.8247,"(3,3)"
Default,3,3,HyTeG,0.2905194805194805,-0.6021,"(3,3)"
Default,3,3,JavaGC,0.515479526595021,-6.1524,"(3,3)"
Default,3,3,LLVM,0.5486592039800994,0.0,"(3,3)"
Default,3,3,PKJab,0.4901886108088502,-1.153,"(3,3)"
Default,3,3,Polly,0.5659489069878153,-6.962,"(3,3)"
Default,3,3,VP9,0.5532474804634869,-7.0078,"(3,3)"
Default,3,3,WGet,0.5449579360628154,-0.8062,"(3,3)"
Default,3,3,clasp,0.5023694121925245,-6.6934,"(3,3)"
Default,3,3,lrzip,0.6168971574576811,-2.7831,"(3,3)"
Default,3,3,x264,0.41943252399774134,-1.454,"(3,3)"
Default,3,3,z3,0.5461360932667142,-0.9031,"(3,3)"
MDAP_MF-DF-ALS-PCI,1,1,7z,0.7873665858740485,-8.1077,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,AJStats,0.626875,-0.9031,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,BerkeleyDBC,0.7148958333333333,-1.7093,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,Curl,0.6545454545454544,-0.727,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,Dune,0.6641333333333334,-5.9694,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,HSMGP,0.6646296296296296,-6.0944,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,HSQLDB,0.6722619047619047,-2.181,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,Hipacc,0.7381632653061224,-11.8247,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,HyTeG,0.5006666666666666,-0.6021,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,JavaGC,0.69734375,-6.1524,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,LLVM,0.6558333333333334,0.0,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,PKJab,0.5652380952380953,-1.153,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,Polly,0.6432142857142857,-6.962,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,SQLite,0.7367857142857144,-4.8445,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,TriMesh,0.7246388888888888,-14.79,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,VP9,0.6746875,-7.0078,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,WGet,0.6679761904761905,-0.8062,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,clasp,0.7167948717948718,-6.6934,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,lrzip,0.729074074074074,-2.7831,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,x264,0.6148717948717949,-1.454,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,1,z3,0.7046153846153845,-0.9031,"(1,1)"
MDAP_MF-DF-ALS-PCI,1,2,7z,0.9261172768635456,-8.1077,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,AJStats,0.8305208333333334,-0.9031,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,BerkeleyDBC,0.8103125,-1.7093,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,Curl,0.8095454545454546,-0.727,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,Dune,0.7774,-5.9694,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,HSMGP,0.7802469135802469,-6.0944,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,HSQLDB,0.7923809523809524,-2.181,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,Hipacc,0.9569387755102042,-11.8247,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,HyTeG,0.5993333333333332,-0.6021,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,JavaGC,0.80109375,-6.1524,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,LLVM,0.9241666666666667,0.0,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,PKJab,0.7388095238095238,-1.153,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,Polly,0.794345238095238,-6.962,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,SQLite,0.8485119047619047,-4.8445,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,TriMesh,0.8531388888888889,-14.79,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,VP9,0.8073958333333333,-7.0078,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,WGet,0.811547619047619,-0.8062,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,clasp,0.7760897435897436,-6.6934,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,lrzip,0.8714814814814813,-2.7831,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,x264,0.7370512820512819,-1.454,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,2,z3,0.8216666666666667,-0.9031,"(1,2)"
MDAP_MF-DF-ALS-PCI,1,3,7z,0.9347705914870095,-8.1077,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,AJStats,0.9046875,-0.9031,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,BerkeleyDBC,0.8688541666666667,-1.7093,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,Curl,0.8181818181818182,-0.727,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,Dune,0.84,-5.9694,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,HSMGP,0.8572222222222221,-6.0944,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,HSQLDB,0.8322619047619048,-2.181,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,Hipacc,0.9574829931972789,-11.8247,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,HyTeG,0.5999999999999999,-0.6021,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,JavaGC,0.84640625,-6.1524,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,LLVM,0.9493333333333334,0.0,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,PKJab,0.7604761904761904,-1.153,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,Polly,0.8501785714285713,-6.962,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,VP9,0.8514583333333333,-7.0078,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,WGet,0.8491666666666666,-0.8062,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,clasp,0.810576923076923,-6.6934,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,lrzip,0.8888888888888887,-2.7831,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,x264,0.7565384615384615,-1.454,"(1,3)"
MDAP_MF-DF-ALS-PCI,1,3,z3,0.8274358974358974,-0.9031,"(1,3)"
MDAP_MF-DF-ALS-PCI,2,1,7z,0.5893926660354676,-8.1077,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,AJStats,0.35395833333333326,-0.9031,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,BerkeleyDBC,0.46375718390804593,-1.7093,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,Curl,0.3708294930875576,-0.727,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,Dune,0.42841549295774645,-5.9694,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,HSMGP,0.4282547993019197,-6.0944,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,HSQLDB,0.39215854823304674,-2.181,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,Hipacc,0.5417411610313416,-11.8247,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,HyTeG,0.22166666666666668,-0.6021,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,JavaGC,0.4528981001727115,-6.1524,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,LLVM,0.374037037037037,0.0,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,PKJab,0.27345833333333325,-1.153,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,Polly,0.3926039536468984,-6.962,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,SQLite,0.495092903514663,-4.8445,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,TriMesh,0.5145242451967063,-14.79,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,VP9,0.4235843218153687,-7.0078,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,WGet,0.38476851851851845,-0.8062,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,clasp,0.5186540767386091,-6.6934,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,lrzip,0.5104796163069544,-2.7831,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,x264,0.34129629629629626,-1.454,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,1,z3,0.4337799564270153,-0.9031,"(2,1)"
MDAP_MF-DF-ALS-PCI,2,2,7z,0.81453270591684,-8.1077,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,AJStats,0.6219722222222223,-0.9031,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,BerkeleyDBC,0.6274568965517241,-1.7093,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,Curl,0.5700768049155145,-0.727,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,Dune,0.587394366197183,-5.9694,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,HSMGP,0.5916978309648466,-6.0944,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,HSQLDB,0.57189111747851,-2.181,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,Hipacc,0.8580639184807781,-11.8247,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,HyTeG,0.31816666666666665,-0.6021,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,JavaGC,0.6021174438687391,-6.1524,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,LLVM,0.7328148148148148,0.0,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,PKJab,0.4607916666666666,-1.153,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,Polly,0.5878777550556691,-6.962,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,SQLite,0.6986209984329528,-4.8445,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,TriMesh,0.7016478601199553,-14.79,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,VP9,0.6163125322331098,-7.0078,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,WGet,0.5853055555555554,-0.8062,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,clasp,0.5943195443645083,-6.6934,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,lrzip,0.7164208633093525,-2.7831,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,x264,0.511437908496732,-1.454,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,2,z3,0.6180392156862745,-0.9031,"(2,2)"
MDAP_MF-DF-ALS-PCI,2,3,7z,0.8617609268932126,-8.1077,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,AJStats,0.7295972222222222,-0.9031,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,BerkeleyDBC,0.7199137931034483,-1.7093,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,Curl,0.6488786482334868,-0.727,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,Dune,0.6955340375586855,-5.9694,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,HSMGP,0.7099975068561456,-6.0944,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,HSQLDB,0.6561604584527221,-2.181,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,Hipacc,0.8979361587154545,-11.8247,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,HyTeG,0.32466666666666666,-0.6021,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,JavaGC,0.6768618307426597,-6.1524,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,LLVM,0.8268148148148148,0.0,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,PKJab,0.5310416666666665,-1.153,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,Polly,0.6941331515564644,-6.962,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,VP9,0.6996836857486677,-7.0078,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,WGet,0.6952407407407406,-0.8062,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,clasp,0.6458782973621102,-6.6934,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,lrzip,0.7624220623501198,-2.7831,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,x264,0.5539324618736383,-1.454,"(2,3)"
MDAP_MF-DF-ALS-PCI,2,3,z3,0.6812854030501089,-0.9031,"(2,3)"
MDAP_MF-DF-ALS-PCI,3,1,7z,0.4320979767678657,-8.1077,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,AJStats,0.19063095238095237,-0.9031,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,BerkeleyDBC,0.2816559934318555,-1.7093,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,Curl,0.19471981057616417,-0.727,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,Dune,0.27381557656276606,-5.9694,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,HSMGP,0.27205273813638825,-6.0944,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,HSQLDB,0.21234244791666665,-2.181,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,Hipacc,0.4009444630091559,-11.8247,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,HyTeG,0.0839166666666666,-0.6021,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,JavaGC,0.2807995150587034,-6.1524,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,LLVM,0.2020694444444444,0.0,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,PKJab,0.12090277777777773,-1.153,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,Polly,0.2315499700777977,-6.962,"(3,1)"
MDAP_MF-DF-ALS-PCI,3,1,SQLite,0.30381936960310807,-4.8445,"(3,1)"
