system,strategy,sample_size_source_t,sample_size,coverage_t,run,metric,coverage,ratio,constraint_level,setting
JavaGC,random,2,10,2,2,MDP_MF-DF-PCI,0.7419689119170984,7.041e-07,Very Strong,"(2,2)"
JavaGC,random,2,10,2,2,MD_MF-DF,0.7419689119170984,7.041e-07,Very Strong,"(2,2)"
JavaGC,random,2,10,2,2,PCI,0.7763659466327826,7.041e-07,Very Strong,"(2,2)"
JavaGC,random,2,10,3,2,ALS,0.5559769338666943,7.041e-07,Very Strong,"(3,2)"
JavaGC,random,2,10,3,2,AP_ALS-PCI,0.5543745745850567,7.041e-07,Very Strong,"(3,2)"
JavaGC,random,2,10,3,2,Default,0.6076918592222632,7.041e-07,Very Strong,"(3,2)"
JavaGC,random,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.5461605775541457,7.041e-07,Very Strong,"(3,2)"
JavaGC,random,2,10,3,2,MDA_MF-DF-ALS,0.5461605775541457,7.041e-07,Very Strong,"(3,2)"
JavaGC,random,2,10,3,2,MDP_MF-DF-PCI,0.5461605775541457,7.041e-07,Very Strong,"(3,2)"
JavaGC,random,2,10,3,2,MD_MF-DF,0.5461605775541457,7.041e-07,Very Strong,"(3,2)"
JavaGC,random,2,10,3,2,PCI,0.6049085757384267,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,1,1,ALS,0.6615384615384615,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,1,AP_ALS-PCI,0.6615384615384615,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,1,Default,0.6197183098591548,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.671875,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,1,MDA_MF-DF-ALS,0.671875,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,1,MDP_MF-DF-PCI,0.671875,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,1,MD_MF-DF,0.671875,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,1,PCI,0.6197183098591548,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,2,1,ALS,0.4162487462387161,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,1,AP_ALS-PCI,0.4172951231774761,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,1,Default,0.3626511046269279,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.4300518134715025,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,1,MDA_MF-DF-ALS,0.4300518134715025,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,1,MDP_MF-DF-PCI,0.4300518134715025,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,1,MD_MF-DF,0.4300518134715025,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,1,PCI,0.3680643795002117,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,3,1,ALS,0.2528702789755312,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,1,AP_ALS-PCI,0.2548562751976543,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,1,Default,0.2031210525292963,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.2662163640341281,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,1,MDA_MF-DF-ALS,0.2662163640341281,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,1,MDP_MF-DF-PCI,0.2662163640341281,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,1,MD_MF-DF,0.2662163640341281,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,1,PCI,0.2123244389179933,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,1,2,ALS,0.7538461538461538,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,2,AP_ALS-PCI,0.7538461538461538,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,2,Default,0.7183098591549296,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.75,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,2,MDA_MF-DF-ALS,0.75,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,2,MDP_MF-DF-PCI,0.75,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,2,MD_MF-DF,0.75,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,1,2,PCI,0.7183098591549296,7.041e-07,Very Strong,"(1,2)"
JavaGC,distance,2,10,2,2,ALS,0.4969909729187562,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,2,AP_ALS-PCI,0.4967320261437908,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,2,Default,0.4401834097540641,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.4963730569948186,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,2,MDA_MF-DF-ALS,0.4963730569948186,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,2,MDP_MF-DF-PCI,0.4963730569948186,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,2,MD_MF-DF,0.4963730569948186,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,2,2,PCI,0.4447268106734434,7.041e-07,Very Strong,"(2,2)"
JavaGC,distance,2,10,3,2,ALS,0.3070029611927892,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,2,AP_ALS-PCI,0.3069794230064401,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,2,Default,0.2493149620071127,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.3090406913148107,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,2,MDA_MF-DF-ALS,0.3090406913148107,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,2,MDP_MF-DF-PCI,0.3090406913148107,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,2,MD_MF-DF,0.3090406913148107,7.041e-07,Very Strong,"(3,2)"
JavaGC,distance,2,10,3,2,PCI,0.2577613796196261,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,1,1,ALS,0.5846153846153846,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,1,AP_ALS-PCI,0.5846153846153846,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,1,Default,0.6197183098591548,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.578125,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,1,MDA_MF-DF-ALS,0.578125,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,1,MDP_MF-DF-PCI,0.578125,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,1,MD_MF-DF,0.578125,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,1,PCI,0.6197183098591548,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,2,1,ALS,0.3380140421263791,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,1,AP_ALS-PCI,0.3383609854198089,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,1,Default,0.3764068361817423,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.3316062176165803,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,1,MDA_MF-DF-ALS,0.3316062176165803,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,1,MDP_MF-DF-PCI,0.3316062176165803,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,1,MD_MF-DF,0.3316062176165803,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,1,PCI,0.3778060144006776,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,3,1,ALS,0.1948932412073354,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,1,AP_ALS-PCI,0.1955599769621446,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,1,Default,0.2265775307538333,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.190111572959965,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,1,MDA_MF-DF-ALS,0.190111572959965,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,1,MDP_MF-DF-PCI,0.190111572959965,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,1,MD_MF-DF,0.190111572959965,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,1,PCI,0.2294677619911531,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,1,2,ALS,0.5846153846153846,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,2,AP_ALS-PCI,0.5846153846153846,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,2,Default,0.6197183098591548,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.578125,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,2,MDA_MF-DF-ALS,0.578125,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,2,MDP_MF-DF-PCI,0.578125,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,2,MD_MF-DF,0.578125,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,1,2,PCI,0.6197183098591548,7.041e-07,Very Strong,"(1,2)"
JavaGC,solver,2,10,2,2,ALS,0.3380140421263791,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,2,AP_ALS-PCI,0.3383609854198089,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,2,Default,0.3764068361817423,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.3316062176165803,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,2,MDA_MF-DF-ALS,0.3316062176165803,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,2,MDP_MF-DF-PCI,0.3316062176165803,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,2,MD_MF-DF,0.3316062176165803,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,2,2,PCI,0.3778060144006776,7.041e-07,Very Strong,"(2,2)"
JavaGC,solver,2,10,3,2,ALS,0.1948932412073354,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,2,AP_ALS-PCI,0.1955599769621446,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,2,Default,0.2265775307538333,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.190111572959965,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,2,MDA_MF-DF-ALS,0.190111572959965,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,2,MDP_MF-DF-PCI,0.190111572959965,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,2,MD_MF-DF,0.190111572959965,7.041e-07,Very Strong,"(3,2)"
JavaGC,solver,2,10,3,2,PCI,0.2294677619911531,7.041e-07,Very Strong,"(3,2)"
LLVM,random,1,10,1,1,ALS,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,1,AP_ALS-PCI,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,1,Default,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,1,MDAP_MF-DF-ALS-PCI,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,1,MDA_MF-DF-ALS,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,1,MDP_MF-DF-PCI,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,1,MD_MF-DF,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,1,PCI,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,2,1,ALS,0.93,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,1,AP_ALS-PCI,0.9263157894736842,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,1,Default,0.9366515837104072,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.9222222222222222,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,1,MDA_MF-DF-ALS,0.9222222222222222,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,1,MDP_MF-DF-PCI,0.9222222222222222,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,1,MD_MF-DF,0.9222222222222222,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,1,PCI,0.9333333333333332,1.0,Weak,"(2,1)"
LLVM,random,1,10,3,1,ALS,0.7535087719298245,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,1,AP_ALS-PCI,0.7323383084577114,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,1,Default,0.7798507462686566,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.721875,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,1,MDA_MF-DF-ALS,0.721875,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,1,MDP_MF-DF-PCI,0.721875,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,1,MD_MF-DF,0.721875,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,1,PCI,0.7611814345991561,1.0,Weak,"(3,1)"
LLVM,random,1,10,1,2,ALS,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,2,AP_ALS-PCI,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,2,Default,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,2,MDAP_MF-DF-ALS-PCI,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,2,MDA_MF-DF-ALS,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,2,MDP_MF-DF-PCI,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,2,MD_MF-DF,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,1,2,PCI,1.0,1.0,Weak,"(1,1)"
LLVM,random,1,10,2,2,ALS,0.955,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,2,AP_ALS-PCI,0.9526315789473684,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,2,Default,0.9592760180995475,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.95,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,2,MDA_MF-DF-ALS,0.95,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,2,MDP_MF-DF-PCI,0.95,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,2,MD_MF-DF,0.95,1.0,Weak,"(2,1)"
LLVM,random,1,10,2,2,PCI,0.9571428571428572,1.0,Weak,"(2,1)"
LLVM,random,1,10,3,2,ALS,0.7587719298245614,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,2,AP_ALS-PCI,0.7343283582089551,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,2,Default,0.7880597014925373,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.7229166666666667,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,2,MDA_MF-DF-ALS,0.7229166666666667,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,2,MDP_MF-DF-PCI,0.7229166666666667,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,2,MD_MF-DF,0.7229166666666667,1.0,Weak,"(3,1)"
LLVM,random,1,10,3,2,PCI,0.7670886075949366,1.0,Weak,"(3,1)"
LLVM,distance,1,10,1,1,ALS,0.9523809523809524,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,1,AP_ALS-PCI,0.9523809523809524,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,1,Default,0.909090909090909,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.95,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,1,MDA_MF-DF-ALS,0.95,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,1,MDP_MF-DF-PCI,0.95,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,1,MD_MF-DF,0.95,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,1,PCI,0.909090909090909,1.0,Weak,"(1,1)"
LLVM,distance,1,10,2,1,ALS,0.745,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,1,AP_ALS-PCI,0.7368421052631579,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,1,Default,0.6742081447963801,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.75,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,1,MDA_MF-DF-ALS,0.75,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,1,MDP_MF-DF-PCI,0.75,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,1,MD_MF-DF,0.75,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,1,PCI,0.6666666666666666,1.0,Weak,"(2,1)"
LLVM,distance,1,10,3,1,ALS,0.4991228070175438,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,1,AP_ALS-PCI,0.4955223880597015,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,1,Default,0.4246268656716418,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.5114583333333333,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,1,MDA_MF-DF-ALS,0.5114583333333333,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,1,MDP_MF-DF-PCI,0.5114583333333333,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,1,MD_MF-DF,0.5114583333333333,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,1,PCI,0.420253164556962,1.0,Weak,"(3,1)"
LLVM,distance,1,10,1,2,ALS,0.9523809523809524,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,2,AP_ALS-PCI,0.9523809523809524,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,2,Default,0.909090909090909,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.95,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,2,MDA_MF-DF-ALS,0.95,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,2,MDP_MF-DF-PCI,0.95,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,2,MD_MF-DF,0.95,1.0,Weak,"(1,1)"
LLVM,distance,1,10,1,2,PCI,0.909090909090909,1.0,Weak,"(1,1)"
LLVM,distance,1,10,2,2,ALS,0.7049999999999998,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,2,AP_ALS-PCI,0.6947368421052632,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,2,Default,0.6380090497737556,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.7222222222222222,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,2,MDA_MF-DF-ALS,0.7222222222222222,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,2,MDP_MF-DF-PCI,0.7222222222222222,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,2,MD_MF-DF,0.7222222222222222,1.0,Weak,"(2,1)"
LLVM,distance,1,10,2,2,PCI,0.6285714285714284,1.0,Weak,"(2,1)"
LLVM,distance,1,10,3,2,ALS,0.4491228070175438,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,2,AP_ALS-PCI,0.4567164179104477,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,2,Default,0.3820895522388059,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.4770833333333333,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,2,MDA_MF-DF-ALS,0.4770833333333333,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,2,MDP_MF-DF-PCI,0.4770833333333333,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,2,MD_MF-DF,0.4770833333333333,1.0,Weak,"(3,1)"
LLVM,distance,1,10,3,2,PCI,0.3873417721518987,1.0,Weak,"(3,1)"
LLVM,solver,1,10,1,1,ALS,0.9047619047619048,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,1,AP_ALS-PCI,0.9047619047619048,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,1,Default,0.8636363636363636,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.95,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,1,MDA_MF-DF-ALS,0.95,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,1,MDP_MF-DF-PCI,0.95,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,1,MD_MF-DF,0.95,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,1,PCI,0.8636363636363636,1.0,Weak,"(1,1)"
LLVM,solver,1,10,2,1,ALS,0.63,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,1,AP_ALS-PCI,0.663157894736842,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,1,Default,0.5701357466063348,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.6999999999999998,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,1,MDA_MF-DF-ALS,0.6999999999999998,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,1,MDP_MF-DF-PCI,0.6999999999999998,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,1,MD_MF-DF,0.6999999999999998,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,1,PCI,0.5999999999999999,1.0,Weak,"(2,1)"
LLVM,solver,1,10,3,1,ALS,0.3894736842105263,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,1,AP_ALS-PCI,0.4417910447761194,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,1,Default,0.3313432835820895,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.4625,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,1,MDA_MF-DF-ALS,0.4625,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,1,MDP_MF-DF-PCI,0.4625,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,1,MD_MF-DF,0.4625,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,1,PCI,0.3746835443037974,1.0,Weak,"(3,1)"
LLVM,solver,1,10,1,2,ALS,0.9047619047619048,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,2,AP_ALS-PCI,0.9047619047619048,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,2,Default,0.8636363636363636,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.95,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,2,MDA_MF-DF-ALS,0.95,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,2,MDP_MF-DF-PCI,0.95,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,2,MD_MF-DF,0.95,1.0,Weak,"(1,1)"
LLVM,solver,1,10,1,2,PCI,0.8636363636363636,1.0,Weak,"(1,1)"
LLVM,solver,1,10,2,2,ALS,0.63,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,2,AP_ALS-PCI,0.663157894736842,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,2,Default,0.5701357466063348,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.6999999999999998,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,2,MDA_MF-DF-ALS,0.6999999999999998,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,2,MDP_MF-DF-PCI,0.6999999999999998,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,2,MD_MF-DF,0.6999999999999998,1.0,Weak,"(2,1)"
LLVM,solver,1,10,2,2,PCI,0.5999999999999999,1.0,Weak,"(2,1)"
LLVM,solver,1,10,3,2,ALS,0.3894736842105263,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,2,AP_ALS-PCI,0.4417910447761194,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,2,Default,0.3313432835820895,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.4625,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,2,MDA_MF-DF-ALS,0.4625,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,2,MDP_MF-DF-PCI,0.4625,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,2,MD_MF-DF,0.4625,1.0,Weak,"(3,1)"
LLVM,solver,1,10,3,2,PCI,0.3746835443037974,1.0,Weak,"(3,1)"
LLVM,random,2,10,1,1,ALS,1.0,1.0,Weak,"(1,2)"
LLVM,random,2,10,1,1,AP_ALS-PCI,1.0,1.0,Weak,"(1,2)"
LLVM,random,2,10,1,1,Default,1.0,1.0,Weak,"(1,2)"
LLVM,random,2,10,1,1,MDAP_MF-DF-ALS-PCI,1.0,1.0,Weak,"(1,2)"
LLVM,random,2,10,1,1,MDA_MF-DF-ALS,1.0,1.0,Weak,"(1,2)"
LLVM,random,2,10,1,1,MDP_MF-DF-PCI,1.0,1.0,Weak,"(1,2)"
LLVM,random,2,10,1,1,MD_MF-DF,1.0,1.0,Weak,"(1,2)"
LLVM,random,2,10,1,1,PCI,1.0,1.0,Weak,"(1,2)"
LLVM,random,2,10,2,1,ALS,0.975,1.0,Weak,"(2,2)"
LLVM,random,2,10,2,1,AP_ALS-PCI,0.9736842105263158,1.0,Weak,"(2,2)"
LLVM,random,2,10,2,1,Default,0.9773755656108596,1.0,Weak,"(2,2)"
LLVM,random,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.9722222222222222,1.0,Weak,"(2,2)"
LLVM,random,2,10,2,1,MDA_MF-DF-ALS,0.9722222222222222,1.0,Weak,"(2,2)"
LLVM,random,2,10,2,1,MDP_MF-DF-PCI,0.9722222222222222,1.0,Weak,"(2,2)"
LLVM,random,2,10,2,1,MD_MF-DF,0.9722222222222222,1.0,Weak,"(2,2)"
LLVM,random,2,10,2,1,PCI,0.976190476190476,1.0,Weak,"(2,2)"
LLVM,random,2,10,3,1,ALS,0.7842105263157894,1.0,Weak,"(3,2)"
LLVM,random,2,10,3,1,AP_ALS-PCI,0.7601990049751243,1.0,Weak,"(3,2)"
LLVM,random,2,10,3,1,Default,0.812686567164179,1.0,Weak,"(3,2)"
LLVM,random,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.7489583333333332,1.0,Weak,"(3,2)"
