system,strategy,sample_size_source_t,sample_size,coverage_t,run,metric,coverage,ratio,constraint_level,setting
WGet,distance,1,10,2,2,MDP_MF-DF-PCI,0.6388888888888888,0.15625,Moderate,"(2,1)"
WGet,distance,1,10,2,2,MD_MF-DF,0.6388888888888888,0.15625,Moderate,"(2,1)"
WGet,distance,1,10,2,2,PCI,0.6467661691542289,0.15625,Moderate,"(2,1)"
WGet,distance,1,10,3,2,ALS,0.4260541220893643,0.15625,Moderate,"(3,1)"
WGet,distance,1,10,3,2,AP_ALS-PCI,0.4097693351424694,0.15625,Moderate,"(3,1)"
WGet,distance,1,10,3,2,Default,0.4197980931015142,0.15625,Moderate,"(3,1)"
WGet,distance,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.4073811213626685,0.15625,Moderate,"(3,1)"
WGet,distance,1,10,3,2,MDA_MF-DF-ALS,0.4073811213626685,0.15625,Moderate,"(3,1)"
WGet,distance,1,10,3,2,MDP_MF-DF-PCI,0.4073811213626685,0.15625,Moderate,"(3,1)"
WGet,distance,1,10,3,2,MD_MF-DF,0.4073811213626685,0.15625,Moderate,"(3,1)"
WGet,distance,1,10,3,2,PCI,0.4121099783750386,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,1,1,ALS,0.7586206896551723,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,1,AP_ALS-PCI,0.7586206896551723,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,1,Default,0.7666666666666667,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.7857142857142857,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,1,MDA_MF-DF-ALS,0.7857142857142857,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,1,MDP_MF-DF-PCI,0.7857142857142857,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,1,MD_MF-DF,0.7857142857142857,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,1,PCI,0.7666666666666667,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,2,1,ALS,0.479381443298969,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,1,AP_ALS-PCI,0.4933687002652519,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,1,Default,0.4988009592326139,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.5166666666666667,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,1,MDA_MF-DF-ALS,0.5166666666666667,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,1,MDP_MF-DF-PCI,0.5166666666666667,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,1,MD_MF-DF,0.5166666666666667,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,1,PCI,0.517412935323383,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,3,1,ALS,0.276903713027061,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,1,AP_ALS-PCI,0.2985074626865671,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,1,Default,0.2989343802579921,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.3122782114975159,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,1,MDA_MF-DF-ALS,0.3122782114975159,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,1,MDP_MF-DF-PCI,0.3122782114975159,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,1,MD_MF-DF,0.3122782114975159,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,1,PCI,0.3293172690763052,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,1,2,ALS,0.7586206896551723,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,2,AP_ALS-PCI,0.7586206896551723,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,2,Default,0.7666666666666667,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.7857142857142857,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,2,MDA_MF-DF-ALS,0.7857142857142857,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,2,MDP_MF-DF-PCI,0.7857142857142857,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,2,MD_MF-DF,0.7857142857142857,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,1,2,PCI,0.7666666666666667,0.15625,Moderate,"(1,1)"
WGet,solver,1,10,2,2,ALS,0.479381443298969,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,2,AP_ALS-PCI,0.4933687002652519,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,2,Default,0.4988009592326139,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.5166666666666667,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,2,MDA_MF-DF-ALS,0.5166666666666667,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,2,MDP_MF-DF-PCI,0.5166666666666667,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,2,MD_MF-DF,0.5166666666666667,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,2,2,PCI,0.517412935323383,0.15625,Moderate,"(2,1)"
WGet,solver,1,10,3,2,ALS,0.276903713027061,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,2,AP_ALS-PCI,0.2985074626865671,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,2,Default,0.2989343802579921,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.3122782114975159,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,2,MDA_MF-DF-ALS,0.3122782114975159,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,2,MDP_MF-DF-PCI,0.3122782114975159,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,2,MD_MF-DF,0.3122782114975159,0.15625,Moderate,"(3,1)"
WGet,solver,1,10,3,2,PCI,0.3293172690763052,0.15625,Moderate,"(3,1)"
WGet,random,2,10,1,1,ALS,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,1,AP_ALS-PCI,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,1,Default,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,1,MDAP_MF-DF-ALS-PCI,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,1,MDA_MF-DF-ALS,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,1,MDP_MF-DF-PCI,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,1,MD_MF-DF,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,1,PCI,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,2,1,ALS,0.9201030927835052,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,1,AP_ALS-PCI,0.9177718832891246,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,1,Default,0.9256594724220624,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.9138888888888888,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,1,MDA_MF-DF-ALS,0.9138888888888888,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,1,MDP_MF-DF-PCI,0.9138888888888888,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,1,MD_MF-DF,0.9138888888888888,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,1,PCI,0.9228855721393034,0.15625,Moderate,"(2,2)"
WGet,random,2,10,3,1,ALS,0.7350534927627439,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,1,AP_ALS-PCI,0.7218453188602442,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,1,Default,0.7551878855860908,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.7122072391767211,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,1,MDA_MF-DF-ALS,0.7122072391767211,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,1,MDP_MF-DF-PCI,0.7122072391767211,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,1,MD_MF-DF,0.7122072391767211,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,1,PCI,0.7389558232931726,0.15625,Moderate,"(3,2)"
WGet,random,2,10,1,2,ALS,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,2,AP_ALS-PCI,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,2,Default,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,2,MDAP_MF-DF-ALS-PCI,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,2,MDA_MF-DF-ALS,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,2,MDP_MF-DF-PCI,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,2,MD_MF-DF,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,1,2,PCI,1.0,0.15625,Moderate,"(1,2)"
WGet,random,2,10,2,2,ALS,0.9304123711340206,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,2,AP_ALS-PCI,0.9283819628647216,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,2,Default,0.935251798561151,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.925,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,2,MDA_MF-DF-ALS,0.925,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,2,MDP_MF-DF-PCI,0.925,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,2,MD_MF-DF,0.925,0.15625,Moderate,"(2,2)"
WGet,random,2,10,2,2,PCI,0.9328358208955224,0.15625,Moderate,"(2,2)"
WGet,random,2,10,3,2,ALS,0.7501573316551289,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,2,AP_ALS-PCI,0.7367706919945725,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,2,Default,0.7697700504767246,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.7278211497515968,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,2,MDA_MF-DF-ALS,0.7278211497515968,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,2,MDP_MF-DF-PCI,0.7278211497515968,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,2,MD_MF-DF,0.7278211497515968,0.15625,Moderate,"(3,2)"
WGet,random,2,10,3,2,PCI,0.7568736484399134,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,1,1,ALS,0.8620689655172413,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,1,AP_ALS-PCI,0.8620689655172413,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,1,Default,0.8666666666666667,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.8571428571428571,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,1,MDA_MF-DF-ALS,0.8571428571428571,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,1,MDP_MF-DF-PCI,0.8571428571428571,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,1,MD_MF-DF,0.8571428571428571,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,1,PCI,0.8666666666666667,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,2,1,ALS,0.6623711340206185,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,1,AP_ALS-PCI,0.6525198938992042,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,1,Default,0.6690647482014388,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.6472222222222223,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,1,MDA_MF-DF-ALS,0.6472222222222223,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,1,MDP_MF-DF-PCI,0.6472222222222223,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,1,MD_MF-DF,0.6472222222222223,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,1,PCI,0.6641791044776119,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,3,1,ALS,0.4376966645689112,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,1,AP_ALS-PCI,0.4209633649932157,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,1,Default,0.4369040942232193,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.4183818310858765,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,1,MDA_MF-DF-ALS,0.4183818310858765,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,1,MDP_MF-DF-PCI,0.4183818310858765,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,1,MD_MF-DF,0.4183818310858765,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,1,PCI,0.4284831634229224,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,1,2,ALS,0.8620689655172413,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,2,AP_ALS-PCI,0.8620689655172413,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,2,Default,0.8666666666666667,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.8571428571428571,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,2,MDA_MF-DF-ALS,0.8571428571428571,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,2,MDP_MF-DF-PCI,0.8571428571428571,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,2,MD_MF-DF,0.8571428571428571,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,1,2,PCI,0.8666666666666667,0.15625,Moderate,"(1,2)"
WGet,distance,2,10,2,2,ALS,0.6546391752577319,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,2,AP_ALS-PCI,0.6445623342175066,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,2,Default,0.6522781774580336,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.6388888888888888,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,2,MDA_MF-DF-ALS,0.6388888888888888,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,2,MDP_MF-DF-PCI,0.6388888888888888,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,2,MD_MF-DF,0.6388888888888888,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,2,2,PCI,0.6467661691542289,0.15625,Moderate,"(2,2)"
WGet,distance,2,10,3,2,ALS,0.4260541220893643,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,2,AP_ALS-PCI,0.4097693351424694,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,2,Default,0.4197980931015142,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.4073811213626685,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,2,MDA_MF-DF-ALS,0.4073811213626685,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,2,MDP_MF-DF-PCI,0.4073811213626685,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,2,MD_MF-DF,0.4073811213626685,0.15625,Moderate,"(3,2)"
WGet,distance,2,10,3,2,PCI,0.4121099783750386,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,1,1,ALS,0.7586206896551723,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,1,AP_ALS-PCI,0.7586206896551723,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,1,Default,0.7666666666666667,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.7857142857142857,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,1,MDA_MF-DF-ALS,0.7857142857142857,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,1,MDP_MF-DF-PCI,0.7857142857142857,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,1,MD_MF-DF,0.7857142857142857,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,1,PCI,0.7666666666666667,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,2,1,ALS,0.479381443298969,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,1,AP_ALS-PCI,0.4933687002652519,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,1,Default,0.4988009592326139,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.5166666666666667,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,1,MDA_MF-DF-ALS,0.5166666666666667,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,1,MDP_MF-DF-PCI,0.5166666666666667,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,1,MD_MF-DF,0.5166666666666667,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,1,PCI,0.517412935323383,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,3,1,ALS,0.276903713027061,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,1,AP_ALS-PCI,0.2985074626865671,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,1,Default,0.2989343802579921,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.3122782114975159,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,1,MDA_MF-DF-ALS,0.3122782114975159,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,1,MDP_MF-DF-PCI,0.3122782114975159,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,1,MD_MF-DF,0.3122782114975159,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,1,PCI,0.3293172690763052,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,1,2,ALS,0.7586206896551723,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,2,AP_ALS-PCI,0.7586206896551723,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,2,Default,0.7666666666666667,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.7857142857142857,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,2,MDA_MF-DF-ALS,0.7857142857142857,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,2,MDP_MF-DF-PCI,0.7857142857142857,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,2,MD_MF-DF,0.7857142857142857,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,1,2,PCI,0.7666666666666667,0.15625,Moderate,"(1,2)"
WGet,solver,2,10,2,2,ALS,0.479381443298969,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,2,AP_ALS-PCI,0.4933687002652519,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,2,Default,0.4988009592326139,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.5166666666666667,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,2,MDA_MF-DF-ALS,0.5166666666666667,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,2,MDP_MF-DF-PCI,0.5166666666666667,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,2,MD_MF-DF,0.5166666666666667,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,2,2,PCI,0.517412935323383,0.15625,Moderate,"(2,2)"
WGet,solver,2,10,3,2,ALS,0.276903713027061,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,2,AP_ALS-PCI,0.2985074626865671,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,2,Default,0.2989343802579921,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.3122782114975159,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,2,MDA_MF-DF-ALS,0.3122782114975159,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,2,MDP_MF-DF-PCI,0.3122782114975159,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,2,MD_MF-DF,0.3122782114975159,0.15625,Moderate,"(3,2)"
WGet,solver,2,10,3,2,PCI,0.3293172690763052,0.15625,Moderate,"(3,2)"
clasp,random,1,10,1,1,ALS,0.8113207547169811,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,1,AP_ALS-PCI,0.8113207547169811,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,1,Default,0.7538461538461538,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.8076923076923077,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,1,MDA_MF-DF-ALS,0.8076923076923077,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,1,MDP_MF-DF-PCI,0.75,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,1,MD_MF-DF,0.75,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,1,PCI,0.7538461538461538,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,2,1,ALS,0.7051282051282051,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,1,AP_ALS-PCI,0.7093723129836629,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,1,Default,0.6559139784946236,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.7041366906474819,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,1,MDA_MF-DF-ALS,0.7003577817531305,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,1,MDP_MF-DF-PCI,0.65126582278481,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,1,MD_MF-DF,0.6521739130434782,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,1,PCI,0.6552984165651644,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,3,1,ALS,0.608451250242295,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,1,AP_ALS-PCI,0.6154097503594301,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,1,Default,0.5856775500662355,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.6073865634892718,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,1,MDA_MF-DF-ALS,0.6012953548297235,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,1,MDP_MF-DF-PCI,0.5772097509645738,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,1,MD_MF-DF,0.5812271366810775,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,1,PCI,0.5821165631555135,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,1,2,ALS,0.8679245283018868,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,2,AP_ALS-PCI,0.8679245283018868,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,2,Default,0.8,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.8653846153846154,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,2,MDA_MF-DF-ALS,0.8653846153846154,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,2,MDP_MF-DF-PCI,0.796875,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,2,MD_MF-DF,0.796875,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,1,2,PCI,0.8,2.026e-07,Very Strong,"(1,1)"
clasp,random,1,10,2,2,ALS,0.7905982905982905,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,2,AP_ALS-PCI,0.7953568357695615,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,2,Default,0.7264038231780167,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.7913669064748201,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,2,MDA_MF-DF-ALS,0.7871198568872988,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,2,MDP_MF-DF-PCI,0.7221518987341771,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,2,MD_MF-DF,0.7236024844720496,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,2,2,PCI,0.7253349573690621,2.026e-07,Very Strong,"(2,1)"
clasp,random,1,10,3,2,ALS,0.6999418491955804,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,2,AP_ALS-PCI,0.707946673637433,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,2,Default,0.6659783370996649,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.7001758705592683,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,2,MDA_MF-DF-ALS,0.693154119367644,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,2,MDP_MF-DF-PCI,0.6563048053314626,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,2,MD_MF-DF,0.6621217159960093,2.026e-07,Very Strong,"(3,1)"
clasp,random,1,10,3,2,PCI,0.6607987496401102,2.026e-07,Very Strong,"(3,1)"
clasp,distance,1,10,1,1,ALS,0.8490566037735849,2.026e-07,Very Strong,"(1,1)"
clasp,distance,1,10,1,1,AP_ALS-PCI,0.8490566037735849,2.026e-07,Very Strong,"(1,1)"
clasp,distance,1,10,1,1,Default,0.8615384615384615,2.026e-07,Very Strong,"(1,1)"
clasp,distance,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.8461538461538461,2.026e-07,Very Strong,"(1,1)"
clasp,distance,1,10,1,1,MDA_MF-DF-ALS,0.8461538461538461,2.026e-07,Very Strong,"(1,1)"
clasp,distance,1,10,1,1,MDP_MF-DF-PCI,0.859375,2.026e-07,Very Strong,"(1,1)"
clasp,distance,1,10,1,1,MD_MF-DF,0.859375,2.026e-07,Very Strong,"(1,1)"
clasp,distance,1,10,1,1,PCI,0.8615384615384615,2.026e-07,Very Strong,"(1,1)"
clasp,distance,1,10,2,1,ALS,0.6384615384615384,2.026e-07,Very Strong,"(2,1)"
clasp,distance,1,10,2,1,AP_ALS-PCI,0.641444539982803,2.026e-07,Very Strong,"(2,1)"
clasp,distance,1,10,2,1,Default,0.6475507765830346,2.026e-07,Very Strong,"(2,1)"
clasp,distance,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.6438848920863309,2.026e-07,Very Strong,"(2,1)"
clasp,distance,1,10,2,1,MDA_MF-DF-ALS,0.6404293381037566,2.026e-07,Very Strong,"(2,1)"
clasp,distance,1,10,2,1,MDP_MF-DF-PCI,0.6582278481012657,2.026e-07,Very Strong,"(2,1)"
clasp,distance,1,10,2,1,MD_MF-DF,0.6503105590062112,2.026e-07,Very Strong,"(2,1)"
clasp,distance,1,10,2,1,PCI,0.6552984165651644,2.026e-07,Very Strong,"(2,1)"
clasp,distance,1,10,3,1,ALS,0.4569360987271435,2.026e-07,Very Strong,"(3,1)"
clasp,distance,1,10,3,1,AP_ALS-PCI,0.4605933864854267,2.026e-07,Very Strong,"(3,1)"
clasp,distance,1,10,3,1,Default,0.4652848125925348,2.026e-07,Very Strong,"(3,1)"
