strategy,coverage_t,sample_size_source_t,metric_1,metric_2,rho,rho_abs,rho_strength,p_value,significant,n_systems
distance,2,3,MDP_MF-DF-PCI,MD_MF-DF,0.5594733318455702,0.5594733318455702,Strength.WEAK,0.0013073940618976052,True,30
distance,2,3,MDP_MF-DF-PCI,AP_ALS-PCI,0.5800044632894443,0.5800044632894443,Strength.WEAK,0.0007808758699940041,True,30
distance,2,3,MDP_MF-DF-PCI,PCI,0.5425128319571525,0.5425128319571525,Strength.WEAK,0.0019532479901456638,True,30
distance,2,3,MDP_MF-DF-PCI,ALS,0.5817897790671726,0.5817897790671726,Strength.WEAK,0.0007454518373343719,True,30
distance,2,3,MDP_MF-DF-PCI,Default,0.5166257531800937,0.5166257531800937,Strength.WEAK,0.0034675598211037057,True,30
distance,2,3,MD_MF-DF,AP_ALS-PCI,0.5800044632894443,0.5800044632894443,Strength.WEAK,0.0007808758699940041,True,30
distance,2,3,MD_MF-DF,PCI,0.5425128319571525,0.5425128319571525,Strength.WEAK,0.0019532479901456638,True,30
distance,2,3,MD_MF-DF,ALS,0.5817897790671726,0.5817897790671726,Strength.WEAK,0.0007454518373343719,True,30
distance,2,3,MD_MF-DF,Default,0.5166257531800937,0.5166257531800937,Strength.WEAK,0.0034675598211037057,True,30
distance,2,3,AP_ALS-PCI,PCI,0.5719705422896675,0.5719705422896675,Strength.WEAK,0.0009591852444571585,True,30
distance,2,3,AP_ALS-PCI,ALS,0.615264449899576,0.615264449899576,Strength.MODERATE,0.0002963510975406297,True,30
distance,2,3,AP_ALS-PCI,Default,0.5474224503459049,0.5474224503459049,Strength.WEAK,0.0017427058091305481,True,30
distance,2,3,PCI,ALS,0.5728632001785317,0.5728632001785317,Strength.WEAK,0.00093775729528557,True,30
distance,2,3,PCI,Default,0.5367105556795359,0.5367105556795359,Strength.WEAK,0.002230197061406053,True,30
distance,2,3,ALS,Default,0.548761437179201,0.548761437179201,Strength.WEAK,0.0016888244375718763,True,30
distance,3,1,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.9404630650496141,0.9404630650496141,Strength.STRONG,1.3336468209442825e-15,True,32
distance,3,1,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.942300624770305,0.942300624770305,Strength.STRONG,8.43698747296076e-16,True,32
distance,3,1,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.9397280411613377,0.9397280411613377,Strength.STRONG,1.595222543053132e-15,True,32
distance,3,1,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.9371554575523703,0.9371554575523703,Strength.STRONG,2.934724534297733e-15,True,32
distance,3,1,MDAP_MF-DF-ALS-PCI,PCI,0.9004042631385519,0.9004042631385519,Strength.STRONG,2.283012327970001e-12,True,32
distance,3,1,MDAP_MF-DF-ALS-PCI,ALS,0.932377802278574,0.932377802278574,Strength.STRONG,8.528461488632197e-15,True,32
distance,3,1,MDAP_MF-DF-ALS-PCI,Default,0.8607129731716281,0.8607129731716281,Strength.STRONG,2.6553435560607836e-10,True,32
distance,3,1,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.942300624770305,0.942300624770305,Strength.STRONG,8.43698747296076e-16,True,32
distance,3,1,MDA_MF-DF-ALS,MD_MF-DF,0.9397280411613377,0.9397280411613377,Strength.STRONG,1.595222543053132e-15,True,32
distance,3,1,MDA_MF-DF-ALS,AP_ALS-PCI,0.9371554575523703,0.9371554575523703,Strength.STRONG,2.934724534297733e-15,True,32
distance,3,1,MDA_MF-DF-ALS,PCI,0.9004042631385519,0.9004042631385519,Strength.STRONG,2.283012327970001e-12,True,32
distance,3,1,MDA_MF-DF-ALS,ALS,0.932377802278574,0.932377802278574,Strength.STRONG,8.528461488632197e-15,True,32
distance,3,1,MDA_MF-DF-ALS,Default,0.8607129731716281,0.8607129731716281,Strength.STRONG,2.6553435560607836e-10,True,32
distance,3,1,MDP_MF-DF-PCI,MD_MF-DF,0.9430356486585814,0.9430356486585814,Strength.STRONG,6.995481867822368e-16,True,32
distance,3,1,MDP_MF-DF-PCI,AP_ALS-PCI,0.938257993384785,0.938257993384785,Strength.STRONG,2.267234851027772e-15,True,32
distance,3,1,MDP_MF-DF-PCI,PCI,0.9092245497978684,0.9092245497978684,Strength.STRONG,6.034871834387226e-13,True,32
distance,3,1,MDP_MF-DF-PCI,ALS,0.9349503858875414,0.9349503858875414,Strength.STRONG,4.850166238400167e-15,True,32
distance,3,1,MDP_MF-DF-PCI,Default,0.870635795663359,0.870635795663359,Strength.STRONG,9.39157599697346e-11,True,32
distance,3,1,MD_MF-DF,AP_ALS-PCI,0.9356854097758176,0.9356854097758176,Strength.STRONG,4.110409586996086e-15,True,32
distance,3,1,MD_MF-DF,PCI,0.9022418228592428,0.9022418228592428,Strength.STRONG,1.7485172228072516e-12,True,32
distance,3,1,MD_MF-DF,ALS,0.932377802278574,0.932377802278574,Strength.STRONG,8.528461488632197e-15,True,32
distance,3,1,MD_MF-DF,Default,0.8629180448364571,0.8629180448364571,Strength.STRONG,2.1225523525883802e-10,True,32
distance,3,1,AP_ALS-PCI,PCI,0.8959941198088938,0.8959941198088938,Strength.STRONG,4.2423153271942325e-12,True,32
distance,3,1,AP_ALS-PCI,ALS,0.9349503858875414,0.9349503858875414,Strength.STRONG,4.850166238400167e-15,True,32
distance,3,1,AP_ALS-PCI,Default,0.8559353178978316,0.8559353178978316,Strength.STRONG,4.258901429731804e-10,True,32
distance,3,1,PCI,ALS,0.9018743109151047,0.9018743109151047,Strength.STRONG,1.8450976771480254e-12,True,32
distance,3,1,PCI,Default,0.9198823961778757,0.9198823961778757,Strength.STRONG,9.96855292248714e-14,True,32
distance,3,1,ALS,Default,0.8665931642778391,0.8665931642778391,Strength.STRONG,1.44865713395156e-10,True,32
distance,3,2,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.6402058066887174,0.6402058066887174,Strength.MODERATE,7.941706768335747e-05,True,32
distance,3,2,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.6431459022418229,0.6431459022418229,Strength.MODERATE,7.184419760065555e-05,True,32
distance,3,2,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.6346931275266446,0.6346931275266446,Strength.MODERATE,9.556774733100871e-05,True,32
distance,3,2,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.6574788680632121,0.6574788680632121,Strength.MODERATE,4.340509639586494e-05,True,32
distance,3,2,MDAP_MF-DF-ALS-PCI,PCI,0.5968393972804116,0.5968393972804116,Strength.WEAK,0.0003112341767369213,True,32
distance,3,2,MDAP_MF-DF-ALS-PCI,ALS,0.635428151414921,0.635428151414921,Strength.MODERATE,9.325698497543127e-05,True,32
distance,3,2,MDAP_MF-DF-ALS-PCI,Default,0.5755237045203969,0.5755237045203969,Strength.WEAK,0.0005684313552644564,True,32
distance,3,2,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.6365306872473355,0.6365306872473355,Strength.MODERATE,8.988453889186866e-05,True,32
distance,3,2,MDA_MF-DF-ALS,MD_MF-DF,0.6317530319735392,0.6317530319735392,Strength.MODERATE,0.00010533176862720236,True,32
distance,3,2,MDA_MF-DF-ALS,AP_ALS-PCI,0.6512311650128629,0.6512311650128629,Strength.MODERATE,5.424103833055908e-05,True,32
distance,3,2,MDA_MF-DF-ALS,PCI,0.5898566703417861,0.5898566703417861,Strength.WEAK,0.00038087709461365004,True,32
distance,3,2,MDA_MF-DF-ALS,ALS,0.6324880558618156,0.6324880558618156,Strength.MODERATE,0.00010281061179072042,True,32
distance,3,2,MDA_MF-DF-ALS,Default,0.5725836089672914,0.5725836089672914,Strength.WEAK,0.0006156988517316722,True,32
distance,3,2,MDP_MF-DF-PCI,MD_MF-DF,0.6398382947445791,0.6398382947445791,Strength.MODERATE,8.041227571765757e-05,True,32
distance,3,2,MDP_MF-DF-PCI,AP_ALS-PCI,0.6538037486218302,0.6538037486218302,Strength.MODERATE,4.95153493823532e-05,True,32
distance,3,2,MDP_MF-DF-PCI,PCI,0.5938993017273061,0.5938993017273061,Strength.WEAK,0.0003390450132514303,True,32
distance,3,2,MDP_MF-DF-PCI,ALS,0.6317530319735392,0.6317530319735392,Strength.MODERATE,0.00010533176862720236,True,32
distance,3,2,MDP_MF-DF-PCI,Default,0.5744211686879823,0.5744211686879823,Strength.WEAK,0.0005857672629714173,True,32
distance,3,2,MD_MF-DF,AP_ALS-PCI,0.6460859977949284,0.6460859977949284,Strength.MODERATE,6.492511181373025e-05,True,32
distance,3,2,MD_MF-DF,PCI,0.583608967291437,0.583608967291437,Strength.WEAK,0.0004545436092960067,True,32
distance,3,2,MD_MF-DF,ALS,0.6269753766997427,0.6269753766997427,Strength.MODERATE,0.0001231113633899963,True,32
distance,3,2,MD_MF-DF,Default,0.5685409775817714,0.5685409775817714,Strength.WEAK,0.0006863408441733684,True,32
distance,3,2,AP_ALS-PCI,PCI,0.6141124586549063,0.6141124586549063,Strength.MODERATE,0.0001850289515433803,True,32
distance,3,2,AP_ALS-PCI,ALS,0.6512311650128629,0.6512311650128629,Strength.MODERATE,5.424103833055908e-05,True,32
distance,3,2,AP_ALS-PCI,Default,0.5935317897831679,0.5935317897831679,Strength.WEAK,0.0003426718606526006,True,32
distance,3,2,PCI,ALS,0.601617052554208,0.601617052554208,Strength.MODERATE,0.00027034128348563,True,32
distance,3,2,PCI,Default,0.6170525542080117,0.6170525542080117,Strength.MODERATE,0.00016884067990724112,True,32
distance,3,2,ALS,Default,0.5894891583976479,0.5894891583976479,Strength.WEAK,0.0003848976540590794,True,32
distance,3,3,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.44485294117647056,0.44485294117647056,Strength.WEAK,0.020070447552931702,True,27
distance,3,3,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.440563725490196,0.440563725490196,Strength.WEAK,0.021449205142239733,True,27
distance,3,3,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.440563725490196,0.440563725490196,Strength.WEAK,0.021449205142239733,True,27
distance,3,3,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.4436274509803921,0.4436274509803921,Strength.WEAK,0.020456758316565543,True,27
distance,3,3,MDAP_MF-DF-ALS-PCI,PCI,0.41666666666666663,0.41666666666666663,Strength.WEAK,0.030615660608552548,True,27
distance,3,3,MDAP_MF-DF-ALS-PCI,ALS,0.4424019607843137,0.4424019607843137,Strength.WEAK,0.020849130232973443,True,27
distance,3,3,MDAP_MF-DF-ALS-PCI,Default,0.40196078431372545,0.40196078431372545,Strength.WEAK,0.03767234137546254,True,27
distance,3,3,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.440563725490196,0.440563725490196,Strength.WEAK,0.021449205142239733,True,27
distance,3,3,MDA_MF-DF-ALS,MD_MF-DF,0.440563725490196,0.440563725490196,Strength.WEAK,0.021449205142239733,True,27
distance,3,3,MDA_MF-DF-ALS,AP_ALS-PCI,0.4436274509803921,0.4436274509803921,Strength.WEAK,0.020456758316565543,True,27
distance,3,3,MDA_MF-DF-ALS,PCI,0.41666666666666663,0.41666666666666663,Strength.WEAK,0.030615660608552548,True,27
distance,3,3,MDA_MF-DF-ALS,ALS,0.4424019607843137,0.4424019607843137,Strength.WEAK,0.020849130232973443,True,27
distance,3,3,MDA_MF-DF-ALS,Default,0.40196078431372545,0.40196078431372545,Strength.WEAK,0.03767234137546254,True,27
distance,3,3,MDP_MF-DF-PCI,MD_MF-DF,0.44485294117647056,0.44485294117647056,Strength.WEAK,0.020070447552931702,True,27
distance,3,3,MDP_MF-DF-PCI,AP_ALS-PCI,0.43933823529411764,0.43933823529411764,Strength.WEAK,0.021857035326094704,True,27
distance,3,3,MDP_MF-DF-PCI,PCI,0.4099264705882353,0.4099264705882353,Strength.WEAK,0.03370463188243062,True,27
distance,3,3,MDP_MF-DF-PCI,ALS,0.4381127450980391,0.4381127450980391,Strength.WEAK,0.02227117198820068,True,27
distance,3,3,MDP_MF-DF-PCI,Default,0.39644607843137253,0.39644607843137253,Strength.VERYWEAK,0.040631246385534676,True,27
distance,3,3,MD_MF-DF,AP_ALS-PCI,0.43933823529411764,0.43933823529411764,Strength.WEAK,0.021857035326094704,True,27
distance,3,3,MD_MF-DF,PCI,0.4099264705882353,0.4099264705882353,Strength.WEAK,0.03370463188243062,True,27
distance,3,3,MD_MF-DF,ALS,0.4381127450980391,0.4381127450980391,Strength.WEAK,0.02227117198820068,True,27
distance,3,3,MD_MF-DF,Default,0.39644607843137253,0.39644607843137253,Strength.VERYWEAK,0.040631246385534676,True,27
distance,3,3,AP_ALS-PCI,PCI,0.41544117647058815,0.41544117647058815,Strength.WEAK,0.03115964302764008,True,27
distance,3,3,AP_ALS-PCI,ALS,0.4424019607843137,0.4424019607843137,Strength.WEAK,0.020849130232973443,True,27
distance,3,3,AP_ALS-PCI,Default,0.3982843137254901,0.3982843137254901,Strength.VERYWEAK,0.03962509854081406,True,27
distance,3,3,PCI,ALS,0.42218137254901955,0.42218137254901955,Strength.WEAK,0.02826162467897617,True,27
distance,3,3,PCI,Default,0.440563725490196,0.440563725490196,Strength.WEAK,0.021449205142239733,True,27
distance,3,3,ALS,Default,0.40686274509803916,0.40686274509803916,Strength.WEAK,0.035188969304370335,True,27
solver,1,1,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.8407502758367047,0.8407502758367047,Strength.STRONG,1.7207976096310963e-09,True,32
solver,1,1,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.8216255976461935,0.8216255976461935,Strength.STRONG,8.23462747749508e-09,True,32
solver,1,1,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.8216255976461935,0.8216255976461935,Strength.STRONG,8.23462747749508e-09,True,32
solver,1,1,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.8316177032613628,0.8316177032613628,Strength.STRONG,3.723393669685775e-09,True,32
solver,1,1,MDAP_MF-DF-ALS-PCI,PCI,0.8011029953167591,0.8011029953167591,Strength.STRONG,3.6415374193023276e-08,True,32
solver,1,1,MDAP_MF-DF-ALS-PCI,ALS,0.8316177032613628,0.8316177032613628,Strength.STRONG,3.723393669685775e-09,True,32
solver,1,1,MDAP_MF-DF-ALS-PCI,Default,0.8011029953167591,0.8011029953167591,Strength.STRONG,3.6415374193023276e-08,True,32
solver,1,1,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.8216255976461935,0.8216255976461935,Strength.STRONG,8.23462747749508e-09,True,32
solver,1,1,MDA_MF-DF-ALS,MD_MF-DF,0.8216255976461935,0.8216255976461935,Strength.STRONG,8.23462747749508e-09,True,32
solver,1,1,MDA_MF-DF-ALS,AP_ALS-PCI,0.8316177032613628,0.8316177032613628,Strength.STRONG,3.723393669685775e-09,True,32
solver,1,1,MDA_MF-DF-ALS,PCI,0.8011029953167591,0.8011029953167591,Strength.STRONG,3.6415374193023276e-08,True,32
solver,1,1,MDA_MF-DF-ALS,ALS,0.8316177032613628,0.8316177032613628,Strength.STRONG,3.723393669685775e-09,True,32
solver,1,1,MDA_MF-DF-ALS,Default,0.8011029953167591,0.8011029953167591,Strength.STRONG,3.6415374193023276e-08,True,32
solver,1,1,MDP_MF-DF-PCI,MD_MF-DF,0.8444280985656492,0.8444280985656492,Strength.STRONG,1.2438893876232906e-09,True,32
solver,1,1,MDP_MF-DF-PCI,AP_ALS-PCI,0.7996324069820794,0.7996324069820794,Strength.MODERATE,4.024185786961818e-08,True,32
solver,1,1,MDP_MF-DF-PCI,PCI,0.8272059382573237,0.8272059382573237,Strength.STRONG,5.318970576870394e-09,True,32
solver,1,1,MDP_MF-DF-PCI,ALS,0.7996324069820794,0.7996324069820794,Strength.MODERATE,4.024185786961818e-08,True,32
solver,1,1,MDP_MF-DF-PCI,Default,0.8272059382573237,0.8272059382573237,Strength.STRONG,5.318970576870394e-09,True,32
solver,1,1,MD_MF-DF,AP_ALS-PCI,0.7996324069820794,0.7996324069820794,Strength.MODERATE,4.024185786961818e-08,True,32
solver,1,1,MD_MF-DF,PCI,0.8272059382573237,0.8272059382573237,Strength.STRONG,5.318970576870394e-09,True,32
solver,1,1,MD_MF-DF,ALS,0.7996324069820794,0.7996324069820794,Strength.MODERATE,4.024185786961818e-08,True,32
solver,1,1,MD_MF-DF,Default,0.8272059382573237,0.8272059382573237,Strength.STRONG,5.318970576870394e-09,True,32
solver,1,1,AP_ALS-PCI,PCI,0.8022785740536568,0.8022785740536568,Strength.STRONG,3.3599924319465344e-08,True,32
solver,1,1,AP_ALS-PCI,ALS,0.8577728776185224,0.8577728776185224,Strength.STRONG,3.558457797795567e-10,True,32
solver,1,1,AP_ALS-PCI,Default,0.8022785740536568,0.8022785740536568,Strength.STRONG,3.3599924319465344e-08,True,32
solver,1,1,PCI,ALS,0.8022785740536568,0.8022785740536568,Strength.STRONG,3.3599924319465344e-08,True,32
solver,1,1,PCI,Default,0.8871738331495774,0.8871738331495774,Strength.STRONG,1.353556851922832e-11,True,32
solver,1,1,ALS,Default,0.8022785740536568,0.8022785740536568,Strength.STRONG,3.3599924319465344e-08,True,32
solver,1,2,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.6449834619625138,0.6449834619625138,Strength.MODERATE,6.744640824706418e-05,True,32
solver,1,2,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.635428151414921,0.635428151414921,Strength.MODERATE,9.325698497543127e-05,True,32
solver,1,2,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.635428151414921,0.635428151414921,Strength.MODERATE,9.325698497543127e-05,True,32
solver,1,2,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.6244027930907754,0.6244027930907754,Strength.MODERATE,0.00013375568860237084,True,32
solver,1,2,MDAP_MF-DF-ALS-PCI,PCI,0.5905916942300624,0.5905916942300624,Strength.WEAK,0.00037294743370021907,True,32
solver,1,2,MDAP_MF-DF-ALS-PCI,ALS,0.6244027930907754,0.6244027930907754,Strength.MODERATE,0.00013375568860237084,True,32
solver,1,2,MDAP_MF-DF-ALS-PCI,Default,0.5905916942300624,0.5905916942300624,Strength.WEAK,0.00037294743370021907,True,32
solver,1,2,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.635428151414921,0.635428151414921,Strength.MODERATE,9.325698497543127e-05,True,32
solver,1,2,MDA_MF-DF-ALS,MD_MF-DF,0.635428151414921,0.635428151414921,Strength.MODERATE,9.325698497543127e-05,True,32
solver,1,2,MDA_MF-DF-ALS,AP_ALS-PCI,0.6244027930907754,0.6244027930907754,Strength.MODERATE,0.00013375568860237084,True,32
solver,1,2,MDA_MF-DF-ALS,PCI,0.5905916942300624,0.5905916942300624,Strength.WEAK,0.00037294743370021907,True,32
solver,1,2,MDA_MF-DF-ALS,ALS,0.6244027930907754,0.6244027930907754,Strength.MODERATE,0.00013375568860237084,True,32
solver,1,2,MDA_MF-DF-ALS,Default,0.5905916942300624,0.5905916942300624,Strength.WEAK,0.00037294743370021907,True,32
solver,1,2,MDP_MF-DF-PCI,MD_MF-DF,0.6449834619625138,0.6449834619625138,Strength.MODERATE,6.744640824706418e-05,True,32
solver,1,2,MDP_MF-DF-PCI,AP_ALS-PCI,0.611539875045939,0.611539875045939,Strength.MODERATE,0.00020031306169464934,True,32
solver,1,2,MDP_MF-DF-PCI,PCI,0.6045571481073135,0.6045571481073135,Strength.MODERATE,0.00024761796488399063,True,32
solver,1,2,MDP_MF-DF-PCI,ALS,0.611539875045939,0.611539875045939,Strength.MODERATE,0.00020031306169464934,True,32
solver,1,2,MDP_MF-DF-PCI,Default,0.6045571481073135,0.6045571481073135,Strength.MODERATE,0.00024761796488399063,True,32
solver,1,2,MD_MF-DF,AP_ALS-PCI,0.611539875045939,0.611539875045939,Strength.MODERATE,0.00020031306169464934,True,32
solver,1,2,MD_MF-DF,PCI,0.6045571481073135,0.6045571481073135,Strength.MODERATE,0.00024761796488399063,True,32
solver,1,2,MD_MF-DF,ALS,0.611539875045939,0.611539875045939,Strength.MODERATE,0.00020031306169464934,True,32
solver,1,2,MD_MF-DF,Default,0.6045571481073135,0.6045571481073135,Strength.MODERATE,0.00024761796488399063,True,32
solver,1,2,AP_ALS-PCI,PCI,0.5769937522969496,0.5769937522969496,Strength.WEAK,0.00054602201774885,True,32
solver,1,2,AP_ALS-PCI,ALS,0.6126424108783535,0.6126424108783535,Strength.MODERATE,0.00019363024827109086,True,32
solver,1,2,AP_ALS-PCI,Default,0.5769937522969496,0.5769937522969496,Strength.WEAK,0.00054602201774885,True,32
solver,1,2,PCI,ALS,0.5769937522969496,0.5769937522969496,Strength.WEAK,0.00054602201774885,True,32
solver,1,2,PCI,Default,0.6008820286659317,0.6008820286659317,Strength.MODERATE,0.0002763038409478352,True,32
solver,1,2,ALS,Default,0.5769937522969496,0.5769937522969496,Strength.WEAK,0.00054602201774885,True,32
solver,1,3,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.6578947368421052,0.6578947368421052,Strength.MODERATE,7.780715545262549e-05,True,30
solver,1,3,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.6547458389563653,0.6547458389563653,Strength.MODERATE,8.649312493167246e-05,True,30
solver,1,3,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.6547458389563653,0.6547458389563653,Strength.MODERATE,8.649312493167246e-05,True,30
solver,1,3,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.6372019793072424,0.6372019793072424,Strength.MODERATE,0.0001526741304338514,True,30
solver,1,3,MDAP_MF-DF-ALS-PCI,PCI,0.5913180386864597,0.5913180386864597,Strength.WEAK,0.0005791992804767415,True,30
solver,1,3,MDAP_MF-DF-ALS-PCI,ALS,0.6372019793072424,0.6372019793072424,Strength.MODERATE,0.0001526741304338514,True,30
solver,1,3,MDAP_MF-DF-ALS-PCI,Default,0.5913180386864597,0.5913180386864597,Strength.WEAK,0.0005791992804767415,True,30
solver,1,3,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.6547458389563653,0.6547458389563653,Strength.MODERATE,8.649312493167246e-05,True,30
solver,1,3,MDA_MF-DF-ALS,MD_MF-DF,0.6547458389563653,0.6547458389563653,Strength.MODERATE,8.649312493167246e-05,True,30
solver,1,3,MDA_MF-DF-ALS,AP_ALS-PCI,0.6372019793072424,0.6372019793072424,Strength.MODERATE,0.0001526741304338514,True,30
solver,1,3,MDA_MF-DF-ALS,PCI,0.5913180386864597,0.5913180386864597,Strength.WEAK,0.0005791992804767415,True,30
solver,1,3,MDA_MF-DF-ALS,ALS,0.6372019793072424,0.6372019793072424,Strength.MODERATE,0.0001526741304338514,True,30
solver,1,3,MDA_MF-DF-ALS,Default,0.5913180386864597,0.5913180386864597,Strength.WEAK,0.0005791992804767415,True,30
solver,1,3,MDP_MF-DF-PCI,MD_MF-DF,0.6578947368421052,0.6578947368421052,Strength.MODERATE,7.780715545262549e-05,True,30
solver,1,3,MDP_MF-DF-PCI,AP_ALS-PCI,0.6336032388663967,0.6336032388663967,Strength.MODERATE,0.00017081448526243015,True,30
solver,1,3,MDP_MF-DF-PCI,PCI,0.5908681961313541,0.5908681961313541,Strength.WEAK,0.0005862440173619576,True,30
solver,1,3,MDP_MF-DF-PCI,ALS,0.6336032388663967,0.6336032388663967,Strength.MODERATE,0.00017081448526243015,True,30
solver,1,3,MDP_MF-DF-PCI,Default,0.5908681961313541,0.5908681961313541,Strength.WEAK,0.0005862440173619576,True,30
solver,1,3,MD_MF-DF,AP_ALS-PCI,0.6336032388663967,0.6336032388663967,Strength.MODERATE,0.00017081448526243015,True,30
solver,1,3,MD_MF-DF,PCI,0.5908681961313541,0.5908681961313541,Strength.WEAK,0.0005862440173619576,True,30
solver,1,3,MD_MF-DF,ALS,0.6336032388663967,0.6336032388663967,Strength.MODERATE,0.00017081448526243015,True,30
solver,1,3,MD_MF-DF,Default,0.5908681961313541,0.5908681961313541,Strength.WEAK,0.0005862440173619576,True,30
solver,1,3,AP_ALS-PCI,PCI,0.5760233918128654,0.5760233918128654,Strength.WEAK,0.0008652253122930924,True,30
solver,1,3,AP_ALS-PCI,ALS,0.6219073324336482,0.6219073324336482,Strength.MODERATE,0.00024370237275497366,True,30
solver,1,3,AP_ALS-PCI,Default,0.5760233918128654,0.5760233918128654,Strength.WEAK,0.0008652253122930924,True,30
solver,1,3,PCI,ALS,0.5760233918128654,0.5760233918128654,Strength.WEAK,0.0008652253122930924,True,30
solver,1,3,PCI,Default,0.5841205578047682,0.5841205578047682,Strength.WEAK,0.0007013298628421771,True,30
solver,1,3,ALS,Default,0.5760233918128654,0.5760233918128654,Strength.WEAK,0.0008652253122930924,True,30
solver,2,1,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.8915839764792355,0.8915839764792355,Strength.STRONG,7.672684558798684e-12,True,32
solver,2,1,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.8599779492833517,0.8599779492833517,Strength.STRONG,2.858739287755655e-10,True,32
solver,2,1,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.8614479970599045,0.8614479970599045,Strength.STRONG,2.4653847803497477e-10,True,32
solver,2,1,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.8849687614847481,0.8849687614847481,Strength.STRONG,1.782164088177809e-11,True,32
solver,2,1,MDAP_MF-DF-ALS-PCI,PCI,0.8434399117971334,0.8434399117971334,Strength.STRONG,1.3583303230713915e-09,True,32
solver,2,1,MDAP_MF-DF-ALS-PCI,ALS,0.8842337375964718,0.8842337375964718,Strength.STRONG,1.9508925346758913e-11,True,32
solver,2,1,MDAP_MF-DF-ALS-PCI,Default,0.840867328188166,0.840867328188166,Strength.STRONG,1.7033292506316367e-09,True,32
solver,2,1,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.8574053656743843,0.8574053656743843,Strength.STRONG,3.6893975980677814e-10,True,32
solver,2,1,MDA_MF-DF-ALS,MD_MF-DF,0.8647556045571482,0.8647556045571482,Strength.STRONG,1.7559645862201664e-10,True,32
solver,2,1,MDA_MF-DF-ALS,AP_ALS-PCI,0.8809261300992282,0.8809261300992282,Strength.STRONG,2.909422166522024e-11,True,32
solver,2,1,MDA_MF-DF-ALS,PCI,0.8423373759647189,0.8423373759647189,Strength.STRONG,1.4974222483626016e-09,True,32
solver,2,1,MDA_MF-DF-ALS,ALS,0.8801911062109519,0.8801911062109519,Strength.STRONG,3.174562358782469e-11,True,32
solver,2,1,MDA_MF-DF-ALS,Default,0.8397647923557515,0.8397647923557515,Strength.STRONG,1.874549432650577e-09,True,32
solver,2,1,MDP_MF-DF-PCI,MD_MF-DF,0.8603454612274898,0.8603454612274898,Strength.STRONG,2.755308852896306e-10,True,32
solver,2,1,MDP_MF-DF-PCI,AP_ALS-PCI,0.852627710400588,0.852627710400588,Strength.STRONG,5.849202682243282e-10,True,32
solver,2,1,MDP_MF-DF-PCI,PCI,0.8379272326350605,0.8379272326350605,Strength.STRONG,2.195533984293749e-09,True,32
solver,2,1,MDP_MF-DF-PCI,ALS,0.8518926865123115,0.8518926865123115,Strength.STRONG,6.269972716966518e-10,True,32
solver,2,1,MDP_MF-DF-PCI,Default,0.8357221609702316,0.8357221609702316,Strength.STRONG,2.6472919416834447e-09,True,32
solver,2,1,MD_MF-DF,AP_ALS-PCI,0.8500551267916207,0.8500551267916207,Strength.STRONG,7.447083421219425e-10,True,32
solver,2,1,MD_MF-DF,PCI,0.840867328188166,0.840867328188166,Strength.STRONG,1.7033292506316367e-09,True,32
solver,2,1,MD_MF-DF,ALS,0.8493201029033444,0.8493201029033444,Strength.STRONG,7.972559975954882e-10,True,32
solver,2,1,MD_MF-DF,Default,0.8386622565233369,0.8386622565233369,Strength.STRONG,2.0615079110528606e-09,True,32
