strategy,coverage_t,sample_size_source_t,metric_1,metric_2,rho,rho_abs,rho_strength,p_value,significant,n_systems
random,3,2,MDAP_MF-DF-ALS-PCI,Default,0.7173833149577361,0.7173833149577361,Strength.MODERATE,3.827952860507107e-06,True,32
random,3,2,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.7243660418963616,0.7243660418963616,Strength.MODERATE,2.7711844070890402e-06,True,32
random,3,2,MDA_MF-DF-ALS,MD_MF-DF,0.725101065784638,0.725101065784638,Strength.MODERATE,2.6770271634549904e-06,True,32
random,3,2,MDA_MF-DF-ALS,AP_ALS-PCI,0.7262036016170526,0.7262036016170526,Strength.MODERATE,2.5412348155456198e-06,True,32
random,3,2,MDA_MF-DF-ALS,PCI,0.7166482910694597,0.7166482910694597,Strength.MODERATE,3.958182334508962e-06,True,32
random,3,2,MDA_MF-DF-ALS,ALS,0.7262036016170526,0.7262036016170526,Strength.MODERATE,2.5412348155456198e-06,True,32
random,3,2,MDA_MF-DF-ALS,Default,0.7173833149577361,0.7173833149577361,Strength.MODERATE,3.827952860507107e-06,True,32
random,3,2,MDP_MF-DF-PCI,MD_MF-DF,0.7265711135611906,0.7265711135611906,Strength.MODERATE,2.4973818002308174e-06,True,32
random,3,2,MDP_MF-DF-PCI,AP_ALS-PCI,0.7228959941198089,0.7228959941198089,Strength.MODERATE,2.968584556588353e-06,True,32
random,3,2,MDP_MF-DF-PCI,PCI,0.7184858507901507,0.7184858507901507,Strength.MODERATE,3.63989160284225e-06,True,32
random,3,2,MDP_MF-DF-PCI,ALS,0.7221609702315325,0.7221609702315325,Strength.MODERATE,3.072000354104265e-06,True,32
random,3,2,MDP_MF-DF-PCI,Default,0.719220874678427,0.719220874678427,Strength.MODERATE,3.5192205854134767e-06,True,32
random,3,2,MD_MF-DF,AP_ALS-PCI,0.7236310180080853,0.7236310180080853,Strength.MODERATE,2.868341744094005e-06,True,32
random,3,2,MD_MF-DF,PCI,0.719220874678427,0.719220874678427,Strength.MODERATE,3.5192205854134767e-06,True,32
random,3,2,MD_MF-DF,ALS,0.7232635060639471,0.7232635060639471,Strength.MODERATE,2.91807204694402e-06,True,32
random,3,2,MD_MF-DF,Default,0.7203234105108416,0.7203234105108416,Strength.MODERATE,3.3450156652494937e-06,True,32
random,3,2,AP_ALS-PCI,PCI,0.7159132671811834,0.7159132671811834,Strength.MODERATE,4.092421082143326e-06,True,32
random,3,2,AP_ALS-PCI,ALS,0.7262036016170526,0.7262036016170526,Strength.MODERATE,2.5412348155456198e-06,True,32
random,3,2,AP_ALS-PCI,Default,0.7166482910694597,0.7166482910694597,Strength.MODERATE,3.958182334508962e-06,True,32
random,3,2,PCI,ALS,0.715178243292907,0.715178243292907,Strength.MODERATE,4.230779177660254e-06,True,32
random,3,2,PCI,Default,0.7431091510474089,0.7431091510474089,Strength.MODERATE,1.1076111377855179e-06,True,32
random,3,2,ALS,Default,0.7162807791253216,0.7162807791253216,Strength.MODERATE,4.0247937307173945e-06,True,32
random,3,3,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.597411292122294,0.597411292122294,Strength.WEAK,0.0004908458900872377,True,30
random,3,3,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.5933943316224057,0.5933943316224057,Strength.WEAK,0.0005476388948273257,True,30
random,3,3,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.5933943316224057,0.5933943316224057,Strength.WEAK,0.0005476388948273257,True,30
random,3,3,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.6125864762329837,0.6125864762329837,Strength.MODERATE,0.0003202694902419605,True,30
random,3,3,MDAP_MF-DF-ALS-PCI,PCI,0.5603659897344342,0.5603659897344342,Strength.WEAK,0.0012793024060855516,True,30
random,3,3,MDAP_MF-DF-ALS-PCI,ALS,0.6116938183441196,0.6116938183441196,Strength.MODERATE,0.00032861291632449473,True,30
random,3,3,MDAP_MF-DF-ALS-PCI,Default,0.5750948449006917,0.5750948449006917,Strength.WEAK,0.0008860092376979669,True,30
random,3,3,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.5929480026779737,0.5929480026779737,Strength.WEAK,0.0005542925942552562,True,30
random,3,3,MDA_MF-DF-ALS,MD_MF-DF,0.5929480026779737,0.5929480026779737,Strength.WEAK,0.0005542925942552562,True,30
random,3,3,MDA_MF-DF-ALS,AP_ALS-PCI,0.6121401472885517,0.6121401472885517,Strength.MODERATE,0.00032441750696532033,True,30
random,3,3,MDA_MF-DF-ALS,PCI,0.5576880160678419,0.5576880160678419,Strength.WEAK,0.0013651939569890785,True,30
random,3,3,MDA_MF-DF-ALS,ALS,0.6116938183441196,0.6116938183441196,Strength.MODERATE,0.00032861291632449473,True,30
random,3,3,MDA_MF-DF-ALS,Default,0.5733095291229637,0.5733095291229637,Strength.WEAK,0.0009272012188282127,True,30
random,3,3,MDP_MF-DF-PCI,MD_MF-DF,0.5983039500111582,0.5983039500111582,Strength.WEAK,0.00047895354511835866,True,30
random,3,3,MDP_MF-DF-PCI,AP_ALS-PCI,0.6072305288997991,0.6072305288997991,Strength.MODERATE,0.0003732776024129722,True,30
random,3,3,MDP_MF-DF-PCI,PCI,0.5612586476232982,0.5612586476232982,Strength.WEAK,0.001251738317382392,True,30
random,3,3,MDP_MF-DF-PCI,ALS,0.6049988841776388,0.6049988841776388,Strength.MODERATE,0.0003975558570220864,True,30
random,3,3,MDP_MF-DF-PCI,Default,0.578219147511716,0.578219147511716,Strength.WEAK,0.0008177666216605188,True,30
random,3,3,MD_MF-DF,AP_ALS-PCI,0.6072305288997991,0.6072305288997991,Strength.MODERATE,0.0003732776024129722,True,30
random,3,3,MD_MF-DF,PCI,0.5612586476232982,0.5612586476232982,Strength.WEAK,0.001251738317382392,True,30
random,3,3,MD_MF-DF,ALS,0.6049988841776388,0.6049988841776388,Strength.MODERATE,0.0003975558570220864,True,30
random,3,3,MD_MF-DF,Default,0.578219147511716,0.578219147511716,Strength.WEAK,0.0008177666216605188,True,30
random,3,3,AP_ALS-PCI,PCI,0.5750948449006917,0.5750948449006917,Strength.WEAK,0.0008860092376979669,True,30
random,3,3,AP_ALS-PCI,ALS,0.6299933050658335,0.6299933050658335,Strength.MODERATE,0.00019090882678149458,True,30
random,3,3,AP_ALS-PCI,Default,0.5947333184557019,0.5947333184557019,Strength.WEAK,0.0005280973301638193,True,30
random,3,3,PCI,ALS,0.5724168712340996,0.5724168712340996,Strength.WEAK,0.0009484183438547758,True,30
random,3,3,PCI,Default,0.5652756081231867,0.5652756081231867,Strength.WEAK,0.0011340073465853856,True,30
random,3,3,ALS,Default,0.5925016737335416,0.5925016737335416,Strength.WEAK,0.0005610172780304387,True,30
distance,1,1,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.8489525909592062,0.8489525909592062,Strength.STRONG,8.247931928727697e-10,True,32
distance,1,1,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.8452774715178243,0.8452774715178243,Strength.STRONG,1.1527004850030001e-09,True,32
distance,1,1,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.8452774715178243,0.8452774715178243,Strength.STRONG,1.1527004850030001e-09,True,32
distance,1,1,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.8482175670709298,0.8482175670709298,Strength.STRONG,8.825179044497546e-10,True,32
distance,1,1,MDAP_MF-DF-ALS-PCI,PCI,0.7846380007350239,0.7846380007350239,Strength.MODERATE,1.066012183905546e-07,True,32
distance,1,1,MDAP_MF-DF-ALS-PCI,ALS,0.8482175670709298,0.8482175670709298,Strength.STRONG,8.825179044497546e-10,True,32
distance,1,1,MDAP_MF-DF-ALS-PCI,Default,0.7846380007350239,0.7846380007350239,Strength.MODERATE,1.066012183905546e-07,True,32
distance,1,1,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.8452774715178243,0.8452774715178243,Strength.STRONG,1.1527004850030001e-09,True,32
distance,1,1,MDA_MF-DF-ALS,MD_MF-DF,0.8452774715178243,0.8452774715178243,Strength.STRONG,1.1527004850030001e-09,True,32
distance,1,1,MDA_MF-DF-ALS,AP_ALS-PCI,0.8482175670709298,0.8482175670709298,Strength.STRONG,8.825179044497546e-10,True,32
distance,1,1,MDA_MF-DF-ALS,PCI,0.7846380007350239,0.7846380007350239,Strength.MODERATE,1.066012183905546e-07,True,32
distance,1,1,MDA_MF-DF-ALS,ALS,0.8482175670709298,0.8482175670709298,Strength.STRONG,8.825179044497546e-10,True,32
distance,1,1,MDA_MF-DF-ALS,Default,0.7846380007350239,0.7846380007350239,Strength.MODERATE,1.066012183905546e-07,True,32
distance,1,1,MDP_MF-DF-PCI,MD_MF-DF,0.8537302462330025,0.8537302462330025,Strength.STRONG,5.266685656011416e-10,True,32
distance,1,1,MDP_MF-DF-PCI,AP_ALS-PCI,0.8474825431826535,0.8474825431826535,Strength.STRONG,9.43948795028336e-10,True,32
distance,1,1,MDP_MF-DF-PCI,PCI,0.7886806321205438,0.7886806321205438,Strength.MODERATE,8.260973358473409e-08,True,32
distance,1,1,MDP_MF-DF-PCI,ALS,0.8474825431826535,0.8474825431826535,Strength.STRONG,9.43948795028336e-10,True,32
distance,1,1,MDP_MF-DF-PCI,Default,0.7886806321205438,0.7886806321205438,Strength.MODERATE,8.260973358473409e-08,True,32
distance,1,1,MD_MF-DF,AP_ALS-PCI,0.8474825431826535,0.8474825431826535,Strength.STRONG,9.43948795028336e-10,True,32
distance,1,1,MD_MF-DF,PCI,0.7886806321205438,0.7886806321205438,Strength.MODERATE,8.260973358473409e-08,True,32
distance,1,1,MD_MF-DF,ALS,0.8474825431826535,0.8474825431826535,Strength.STRONG,9.43948795028336e-10,True,32
distance,1,1,MD_MF-DF,Default,0.7886806321205438,0.7886806321205438,Strength.MODERATE,8.260973358473409e-08,True,32
distance,1,1,AP_ALS-PCI,PCI,0.8195516354281515,0.8195516354281515,Strength.STRONG,9.650093346289825e-09,True,32
distance,1,1,AP_ALS-PCI,ALS,0.8621830209481808,0.8621830209481808,Strength.STRONG,2.288045173489767e-10,True,32
distance,1,1,AP_ALS-PCI,Default,0.8195516354281515,0.8195516354281515,Strength.STRONG,9.650093346289825e-09,True,32
distance,1,1,PCI,ALS,0.8195516354281515,0.8195516354281515,Strength.STRONG,9.650093346289825e-09,True,32
distance,1,1,PCI,Default,0.8721058434399117,0.8721058434399117,Strength.STRONG,7.993363810424458e-11,True,32
distance,1,1,ALS,Default,0.8195516354281515,0.8195516354281515,Strength.STRONG,9.650093346289825e-09,True,32
distance,1,2,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.665564130834252,0.665564130834252,Strength.MODERATE,3.22819728819623e-05,True,32
distance,1,2,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.6629915472252849,0.6629915472252849,Strength.MODERATE,3.550490175017196e-05,True,32
distance,1,2,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.6629915472252849,0.6629915472252849,Strength.MODERATE,3.550490175017196e-05,True,32
distance,1,2,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.6571113561190738,0.6571113561190738,Strength.MODERATE,4.398404236266896e-05,True,32
distance,1,2,MDAP_MF-DF-ALS-PCI,PCI,0.6391032708563028,0.6391032708563028,Strength.MODERATE,8.243627156612643e-05,True,32
distance,1,2,MDAP_MF-DF-ALS-PCI,ALS,0.6571113561190738,0.6571113561190738,Strength.MODERATE,4.398404236266896e-05,True,32
distance,1,2,MDAP_MF-DF-ALS-PCI,Default,0.6391032708563028,0.6391032708563028,Strength.MODERATE,8.243627156612643e-05,True,32
distance,1,2,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.6629915472252849,0.6629915472252849,Strength.MODERATE,3.550490175017196e-05,True,32
distance,1,2,MDA_MF-DF-ALS,MD_MF-DF,0.6629915472252849,0.6629915472252849,Strength.MODERATE,3.550490175017196e-05,True,32
distance,1,2,MDA_MF-DF-ALS,AP_ALS-PCI,0.6571113561190738,0.6571113561190738,Strength.MODERATE,4.398404236266896e-05,True,32
distance,1,2,MDA_MF-DF-ALS,PCI,0.6391032708563028,0.6391032708563028,Strength.MODERATE,8.243627156612643e-05,True,32
distance,1,2,MDA_MF-DF-ALS,ALS,0.6571113561190738,0.6571113561190738,Strength.MODERATE,4.398404236266896e-05,True,32
distance,1,2,MDA_MF-DF-ALS,Default,0.6391032708563028,0.6391032708563028,Strength.MODERATE,8.243627156612643e-05,True,32
distance,1,2,MDP_MF-DF-PCI,MD_MF-DF,0.6957001102535831,0.6957001102535831,Strength.MODERATE,9.854099791759243e-06,True,32
distance,1,2,MDP_MF-DF-PCI,AP_ALS-PCI,0.6549062844542447,0.6549062844542447,Strength.MODERATE,4.7605845989725765e-05,True,32
distance,1,2,MDP_MF-DF-PCI,PCI,0.6468210216832047,0.6468210216832047,Strength.MODERATE,6.329154826656861e-05,True,32
distance,1,2,MDP_MF-DF-PCI,ALS,0.6549062844542447,0.6549062844542447,Strength.MODERATE,4.7605845989725765e-05,True,32
distance,1,2,MDP_MF-DF-PCI,Default,0.6468210216832047,0.6468210216832047,Strength.MODERATE,6.329154826656861e-05,True,32
distance,1,2,MD_MF-DF,AP_ALS-PCI,0.6549062844542447,0.6549062844542447,Strength.MODERATE,4.7605845989725765e-05,True,32
distance,1,2,MD_MF-DF,PCI,0.6468210216832047,0.6468210216832047,Strength.MODERATE,6.329154826656861e-05,True,32
distance,1,2,MD_MF-DF,ALS,0.6549062844542447,0.6549062844542447,Strength.MODERATE,4.7605845989725765e-05,True,32
distance,1,2,MD_MF-DF,Default,0.6468210216832047,0.6468210216832047,Strength.MODERATE,6.329154826656861e-05,True,32
distance,1,2,AP_ALS-PCI,PCI,0.6376332230797501,0.6376332230797501,Strength.MODERATE,8.662168142586884e-05,True,32
distance,1,2,AP_ALS-PCI,ALS,0.6538037486218302,0.6538037486218302,Strength.MODERATE,4.95153493823532e-05,True,32
distance,1,2,AP_ALS-PCI,Default,0.6376332230797501,0.6376332230797501,Strength.MODERATE,8.662168142586884e-05,True,32
distance,1,2,PCI,ALS,0.6376332230797501,0.6376332230797501,Strength.MODERATE,8.662168142586884e-05,True,32
distance,1,2,PCI,Default,0.6538037486218302,0.6538037486218302,Strength.MODERATE,4.95153493823532e-05,True,32
distance,1,2,ALS,Default,0.6376332230797501,0.6376332230797501,Strength.MODERATE,8.662168142586884e-05,True,32
distance,1,3,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.6920134983127109,0.6920134983127109,Strength.MODERATE,2.2743864320642465e-05,True,30
distance,1,3,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.6743532058492687,0.6743532058492687,Strength.MODERATE,4.384636211280417e-05,True,30
distance,1,3,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.6743532058492687,0.6743532058492687,Strength.MODERATE,4.384636211280417e-05,True,30
distance,1,3,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.6874367381238483,0.6874367381238483,Strength.MODERATE,2.7078031815930015e-05,True,30
distance,1,3,MDAP_MF-DF-ALS-PCI,PCI,0.6263217097862767,0.6263217097862767,Strength.MODERATE,0.0002134704885097359,True,30
distance,1,3,MDAP_MF-DF-ALS-PCI,ALS,0.6874367381238483,0.6874367381238483,Strength.MODERATE,2.7078031815930015e-05,True,30
distance,1,3,MDAP_MF-DF-ALS-PCI,Default,0.6263217097862767,0.6263217097862767,Strength.MODERATE,0.0002134704885097359,True,30
distance,1,3,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.6743532058492687,0.6743532058492687,Strength.MODERATE,4.384636211280417e-05,True,30
distance,1,3,MDA_MF-DF-ALS,MD_MF-DF,0.6743532058492687,0.6743532058492687,Strength.MODERATE,4.384636211280417e-05,True,30
distance,1,3,MDA_MF-DF-ALS,AP_ALS-PCI,0.6874367381238483,0.6874367381238483,Strength.MODERATE,2.7078031815930015e-05,True,30
distance,1,3,MDA_MF-DF-ALS,PCI,0.6263217097862767,0.6263217097862767,Strength.MODERATE,0.0002134704885097359,True,30
distance,1,3,MDA_MF-DF-ALS,ALS,0.6874367381238483,0.6874367381238483,Strength.MODERATE,2.7078031815930015e-05,True,30
distance,1,3,MDA_MF-DF-ALS,Default,0.6263217097862767,0.6263217097862767,Strength.MODERATE,0.0002134704885097359,True,30
distance,1,3,MDP_MF-DF-PCI,MD_MF-DF,0.6920134983127109,0.6920134983127109,Strength.MODERATE,2.2743864320642465e-05,True,30
distance,1,3,MDP_MF-DF-PCI,AP_ALS-PCI,0.6777640353295664,0.6777640353295664,Strength.MODERATE,3.87586907721582e-05,True,30
distance,1,3,MDP_MF-DF-PCI,PCI,0.6239595050618673,0.6239595050618673,Strength.MODERATE,0.00022920644879818373,True,30
distance,1,3,MDP_MF-DF-PCI,ALS,0.6777640353295664,0.6777640353295664,Strength.MODERATE,3.87586907721582e-05,True,30
distance,1,3,MDP_MF-DF-PCI,Default,0.6239595050618673,0.6239595050618673,Strength.MODERATE,0.00022920644879818373,True,30
distance,1,3,MD_MF-DF,AP_ALS-PCI,0.6777640353295664,0.6777640353295664,Strength.MODERATE,3.87586907721582e-05,True,30
distance,1,3,MD_MF-DF,PCI,0.6239595050618673,0.6239595050618673,Strength.MODERATE,0.00022920644879818373,True,30
distance,1,3,MD_MF-DF,ALS,0.6777640353295664,0.6777640353295664,Strength.MODERATE,3.87586907721582e-05,True,30
distance,1,3,MD_MF-DF,Default,0.6239595050618673,0.6239595050618673,Strength.MODERATE,0.00022920644879818373,True,30
distance,1,3,AP_ALS-PCI,PCI,0.6096052226163706,0.6096052226163706,Strength.MODERATE,0.0003488889492232159,True,30
distance,1,3,AP_ALS-PCI,ALS,0.6920827710301394,0.6920827710301394,Strength.MODERATE,2.2683351587373804e-05,True,30
distance,1,3,AP_ALS-PCI,Default,0.6096052226163706,0.6096052226163706,Strength.MODERATE,0.0003488889492232159,True,30
distance,1,3,PCI,ALS,0.6096052226163707,0.6096052226163707,Strength.MODERATE,0.0003488889492232159,True,30
distance,1,3,PCI,Default,0.621822272215973,0.621822272215973,Strength.MODERATE,0.00024432034878613584,True,30
distance,1,3,ALS,Default,0.6096052226163706,0.6096052226163706,Strength.MODERATE,0.0003488889492232159,True,30
distance,2,1,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.9239250275633959,0.9239250275633959,Strength.STRONG,4.7127545152692545e-14,True,32
distance,2,1,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.9264976111723631,0.9264976111723631,Strength.STRONG,2.8625497489157347e-14,True,32
distance,2,1,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.9231900036751195,0.9231900036751195,Strength.STRONG,5.4168347077485476e-14,True,32
distance,2,1,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.9217199558985667,0.9217199558985667,Strength.STRONG,7.126995214244404e-14,True,32
distance,2,1,MDAP_MF-DF-ALS-PCI,PCI,0.870635795663359,0.870635795663359,Strength.STRONG,9.39157599697346e-11,True,32
distance,2,1,MDAP_MF-DF-ALS-PCI,ALS,0.912532157295112,0.912532157295112,Strength.STRONG,3.5373865367913906e-13,True,32
distance,2,1,MDAP_MF-DF-ALS-PCI,Default,0.86438809261301,0.86438809261301,Strength.STRONG,1.824231034659944e-10,True,32
distance,2,1,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.9264976111723631,0.9264976111723631,Strength.STRONG,2.8625497489157347e-14,True,32
distance,2,1,MDA_MF-DF-ALS,MD_MF-DF,0.9231900036751195,0.9231900036751195,Strength.STRONG,5.4168347077485476e-14,True,32
distance,2,1,MDA_MF-DF-ALS,AP_ALS-PCI,0.9217199558985667,0.9217199558985667,Strength.STRONG,7.126995214244404e-14,True,32
distance,2,1,MDA_MF-DF-ALS,PCI,0.870635795663359,0.870635795663359,Strength.STRONG,9.39157599697346e-11,True,32
distance,2,1,MDA_MF-DF-ALS,ALS,0.912532157295112,0.912532157295112,Strength.STRONG,3.5373865367913906e-13,True,32
distance,2,1,MDA_MF-DF-ALS,Default,0.86438809261301,0.86438809261301,Strength.STRONG,1.824231034659944e-10,True,32
distance,2,1,MDP_MF-DF-PCI,MD_MF-DF,0.9272326350606395,0.9272326350606395,Strength.STRONG,2.474263974578203e-14,True,32
distance,2,1,MDP_MF-DF-PCI,AP_ALS-PCI,0.9257625872840867,0.9257625872840867,Strength.STRONG,3.3067994227677355e-14,True,32
distance,2,1,MDP_MF-DF-PCI,PCI,0.8790885703785372,0.8790885703785372,Strength.STRONG,3.614425868809493e-11,True,32
distance,2,1,MDP_MF-DF-PCI,ALS,0.9180448364571848,0.9180448364571848,Strength.STRONG,1.383328713678193e-13,True,32
distance,2,1,MDP_MF-DF-PCI,Default,0.8728408673281881,0.8728408673281881,Strength.STRONG,7.368896563016181e-11,True,32
distance,2,1,MD_MF-DF,AP_ALS-PCI,0.9224549797868431,0.9224549797868431,Strength.STRONG,6.217546584194969e-14,True,32
distance,2,1,MD_MF-DF,PCI,0.8713708195516354,0.8713708195516354,Strength.STRONG,8.666440671919777e-11,True,32
distance,2,1,MD_MF-DF,ALS,0.914369717015803,0.914369717015803,Strength.STRONG,2.605031577970619e-13,True,32
distance,2,1,MD_MF-DF,Default,0.8651231165012864,0.8651231165012864,Strength.STRONG,1.6900648556736052e-10,True,32
distance,2,1,AP_ALS-PCI,PCI,0.8923190003675119,0.8923190003675119,Strength.STRONG,6.963562771291827e-12,True,32
distance,2,1,AP_ALS-PCI,ALS,0.9220874678427048,0.9220874678427048,Strength.STRONG,6.657870170841632e-14,True,32
distance,2,1,AP_ALS-PCI,Default,0.8864388092613009,0.8864388092613009,Strength.STRONG,1.4844744616977798e-11,True,32
distance,2,1,PCI,ALS,0.8948915839764793,0.8948915839764793,Strength.STRONG,4.931761907437029e-12,True,32
distance,2,1,PCI,Default,0.9224549797868431,0.9224549797868431,Strength.STRONG,6.217546584194969e-14,True,32
distance,2,1,ALS,Default,0.890481440646821,0.890481440646821,Strength.STRONG,8.862567065374721e-12,True,32
distance,2,2,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.6049246600514516,0.6049246600514516,Strength.MODERATE,0.0002449004599304292,True,32
distance,2,2,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.6001470047776553,0.6001470047776553,Strength.MODERATE,0.0002823829259992398,True,32
distance,2,2,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.5972069092245498,0.5972069092245498,Strength.WEAK,0.0003079042596910017,True,32
distance,2,2,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.6034546122748989,0.6034546122748989,Strength.MODERATE,0.00025593204422224116,True,32
distance,2,2,MDAP_MF-DF-ALS-PCI,PCI,0.5883866225652333,0.5883866225652333,Strength.WEAK,0.0003971858515225046,True,32
distance,2,2,MDAP_MF-DF-ALS-PCI,ALS,0.6023520764424843,0.6023520764424843,Strength.MODERATE,0.0002644933153824589,True,32
distance,2,2,MDAP_MF-DF-ALS-PCI,Default,0.6001470047776553,0.6001470047776553,Strength.MODERATE,0.0002823829259992398,True,32
distance,2,2,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.6001470047776553,0.6001470047776553,Strength.MODERATE,0.0002823829259992398,True,32
distance,2,2,MDA_MF-DF-ALS,MD_MF-DF,0.5972069092245498,0.5972069092245498,Strength.WEAK,0.0003079042596910017,True,32
distance,2,2,MDA_MF-DF-ALS,AP_ALS-PCI,0.6034546122748989,0.6034546122748989,Strength.MODERATE,0.00025593204422224116,True,32
distance,2,2,MDA_MF-DF-ALS,PCI,0.5883866225652333,0.5883866225652333,Strength.WEAK,0.0003971858515225046,True,32
distance,2,2,MDA_MF-DF-ALS,ALS,0.6023520764424843,0.6023520764424843,Strength.MODERATE,0.0002644933153824589,True,32
distance,2,2,MDA_MF-DF-ALS,Default,0.6001470047776553,0.6001470047776553,Strength.MODERATE,0.0002823829259992398,True,32
distance,2,2,MDP_MF-DF-PCI,MD_MF-DF,0.6041896361631753,0.6041896361631753,Strength.MODERATE,0.0002503622447871969,True,32
distance,2,2,MDP_MF-DF-PCI,AP_ALS-PCI,0.5968393972804116,0.5968393972804116,Strength.WEAK,0.0003112341767369213,True,32
distance,2,2,MDP_MF-DF-PCI,PCI,0.5869165747886805,0.5869165747886805,Strength.WEAK,0.00041411005488596755,True,32
distance,2,2,MDP_MF-DF-PCI,ALS,0.5990444689452408,0.5990444689452408,Strength.WEAK,0.0002917243493420057,True,32
distance,2,2,MDP_MF-DF-PCI,Default,0.5990444689452408,0.5990444689452408,Strength.WEAK,0.0002917243493420057,True,32
distance,2,2,MD_MF-DF,AP_ALS-PCI,0.5931642778390297,0.5931642778390297,Strength.WEAK,0.0003463330689325925,True,32
distance,2,2,MD_MF-DF,PCI,0.5821389195148842,0.5821389195148842,Strength.WEAK,0.00047360810453103745,True,32
distance,2,2,MD_MF-DF,ALS,0.5957368614479971,0.5957368614479971,Strength.WEAK,0.0003214165017231878,True,32
distance,2,2,MD_MF-DF,Default,0.5938993017273061,0.5938993017273061,Strength.WEAK,0.0003390450132514303,True,32
distance,2,2,AP_ALS-PCI,PCI,0.5913267181183388,0.5913267181183388,Strength.WEAK,0.00036516440786555986,True,32
distance,2,2,AP_ALS-PCI,ALS,0.6030871003307607,0.6030871003307607,Strength.MODERATE,0.00025875802518407097,True,32
distance,2,2,AP_ALS-PCI,Default,0.6027195883866224,0.6027195883866224,Strength.MODERATE,0.0002616117039728004,True,32
distance,2,2,PCI,ALS,0.5953693495038589,0.5953693495038589,Strength.WEAK,0.0003248756873419923,True,32
distance,2,2,PCI,Default,0.6185226019845644,0.6185226019845644,Strength.MODERATE,0.00016123026299211574,True,32
distance,2,2,ALS,Default,0.6074972436604189,0.6074972436604189,Strength.MODERATE,0.0002266087820279209,True,32
distance,2,3,MDAP_MF-DF-ALS-PCI,MDA_MF-DF-ALS,0.6170497656773042,0.6170497656773042,Strength.MODERATE,0.0002812963861014503,True,30
distance,2,3,MDAP_MF-DF-ALS-PCI,MDP_MF-DF-PCI,0.5817897790671726,0.5817897790671726,Strength.WEAK,0.0007454518373343719,True,30
distance,2,3,MDAP_MF-DF-ALS-PCI,MD_MF-DF,0.5817897790671726,0.5817897790671726,Strength.WEAK,0.0007454518373343719,True,30
distance,2,3,MDAP_MF-DF-ALS-PCI,AP_ALS-PCI,0.615264449899576,0.615264449899576,Strength.MODERATE,0.0002963510975406297,True,30
distance,2,3,MDAP_MF-DF-ALS-PCI,PCI,0.5688462396786432,0.5688462396786432,Strength.WEAK,0.0010375925459382082,True,30
distance,2,3,MDAP_MF-DF-ALS-PCI,ALS,0.6148181209551439,0.6148181209551439,Strength.MODERATE,0.0003002243032908977,True,30
distance,2,3,MDAP_MF-DF-ALS-PCI,Default,0.5434054898460164,0.5434054898460164,Strength.WEAK,0.0019134047328048904,True,30
distance,2,3,MDA_MF-DF-ALS,MDP_MF-DF-PCI,0.5817897790671726,0.5817897790671726,Strength.WEAK,0.0007454518373343719,True,30
distance,2,3,MDA_MF-DF-ALS,MD_MF-DF,0.5817897790671726,0.5817897790671726,Strength.WEAK,0.0007454518373343719,True,30
distance,2,3,MDA_MF-DF-ALS,AP_ALS-PCI,0.615264449899576,0.615264449899576,Strength.MODERATE,0.0002963510975406297,True,30
distance,2,3,MDA_MF-DF-ALS,PCI,0.5688462396786432,0.5688462396786432,Strength.WEAK,0.0010375925459382082,True,30
distance,2,3,MDA_MF-DF-ALS,ALS,0.6148181209551439,0.6148181209551439,Strength.MODERATE,0.0003002243032908977,True,30
distance,2,3,MDA_MF-DF-ALS,Default,0.5434054898460164,0.5434054898460164,Strength.WEAK,0.0019134047328048904,True,30
