system,strategy,sample_size_source_t,sample_size,coverage_t,metric,coverage
VP9,solver,2,32,1,PCI,0.7684000000000001
VP9,solver,2,32,2,ALS,0.5647428856714928
VP9,solver,2,32,2,AP_ALS-PCI,0.56409
VP9,solver,2,32,2,Default,0.5456141001855287
VP9,solver,2,32,2,MDAP_MF-DF-ALS-PCI,0.5578958225889633
VP9,solver,2,32,2,MDA_MF-DF-ALS,0.5578958225889633
VP9,solver,2,32,2,MDP_MF-DF-PCI,0.5473268765133171
VP9,solver,2,32,2,MD_MF-DF,0.5473268765133171
VP9,solver,2,32,2,PCI,0.5486473247927656
VP9,solver,2,32,3,ALS,0.39121236214413946
VP9,solver,2,32,3,AP_ALS-PCI,0.38939134692194705
VP9,solver,2,32,3,Default,0.3636801940177849
VP9,solver,2,32,3,MDAP_MF-DF-ALS-PCI,0.38248927154462764
VP9,solver,2,32,3,MDA_MF-DF-ALS,0.38248927154462764
VP9,solver,2,32,3,MDP_MF-DF-PCI,0.3728094596250459
VP9,solver,2,32,3,MD_MF-DF,0.3728094596250459
VP9,solver,2,32,3,PCI,0.3696544601892765
VP9,solver,3,153,1,ALS,0.8553846153846153
VP9,solver,3,153,1,AP_ALS-PCI,0.8553846153846153
VP9,solver,3,153,1,Default,0.8584
VP9,solver,3,153,1,MDAP_MF-DF-ALS-PCI,0.853125
VP9,solver,3,153,1,MDA_MF-DF-ALS,0.853125
VP9,solver,3,153,1,MDP_MF-DF-PCI,0.8424242424242425
VP9,solver,3,153,1,MD_MF-DF,0.8424242424242425
VP9,solver,3,153,1,PCI,0.8584
VP9,solver,3,153,2,ALS,0.7091662506240638
VP9,solver,3,153,2,AP_ALS-PCI,0.7087299999999999
VP9,solver,3,153,2,Default,0.7045862708719851
VP9,solver,3,153,2,MDAP_MF-DF-ALS-PCI,0.704414646725116
VP9,solver,3,153,2,MDA_MF-DF-ALS,0.704414646725116
VP9,solver,3,153,2,MDP_MF-DF-PCI,0.6873898305084745
VP9,solver,3,153,2,MD_MF-DF,0.6873898305084745
VP9,solver,3,153,2,PCI,0.7088620949510173
VP9,solver,3,153,3,ALS,0.5663036676070787
VP9,solver,3,153,3,AP_ALS-PCI,0.5649078774447909
VP9,solver,3,153,3,Default,0.5476839126919968
VP9,solver,3,153,3,MDAP_MF-DF-ALS-PCI,0.559075868397614
VP9,solver,3,153,3,MDA_MF-DF-ALS,0.559075868397614
VP9,solver,3,153,3,MDP_MF-DF-PCI,0.5398436466119347
VP9,solver,3,153,3,MD_MF-DF,0.5398436466119347
VP9,solver,3,153,3,PCI,0.5575952731643725
WGet,distance,1,3,1,ALS,0.7348275862068965
WGet,distance,1,3,1,AP_ALS-PCI,0.7348275862068965
WGet,distance,1,3,1,Default,0.733
WGet,distance,1,3,1,MDAP_MF-DF-ALS-PCI,0.7257142857142856
WGet,distance,1,3,1,MDA_MF-DF-ALS,0.7257142857142856
WGet,distance,1,3,1,MDP_MF-DF-PCI,0.7257142857142856
WGet,distance,1,3,1,MD_MF-DF,0.7257142857142856
WGet,distance,1,3,1,PCI,0.733
WGet,distance,1,3,2,ALS,0.43523195876288656
WGet,distance,1,3,2,AP_ALS-PCI,0.42591511936339516
WGet,distance,1,3,2,Default,0.42906474820143875
WGet,distance,1,3,2,MDAP_MF-DF-ALS-PCI,0.4202777777777777
WGet,distance,1,3,2,MDA_MF-DF-ALS,0.4202777777777777
WGet,distance,1,3,2,MDP_MF-DF-PCI,0.4202777777777777
WGet,distance,1,3,2,MD_MF-DF,0.4202777777777777
WGet,distance,1,3,2,PCI,0.42273631840796017
WGet,distance,1,3,3,ALS,0.23581812460667081
WGet,distance,1,3,3,AP_ALS-PCI,0.22508480325644498
WGet,distance,1,3,3,Default,0.22938586651710594
WGet,distance,1,3,3,MDAP_MF-DF-ALS-PCI,0.2223066004258339
WGet,distance,1,3,3,MDA_MF-DF-ALS,0.2223066004258339
WGet,distance,1,3,3,MDP_MF-DF-PCI,0.2223066004258339
WGet,distance,1,3,3,MD_MF-DF,0.2223066004258339
WGet,distance,1,3,3,PCI,0.22327772628977446
WGet,distance,2,9,1,ALS,0.8403448275862069
WGet,distance,2,9,1,AP_ALS-PCI,0.8403448275862069
WGet,distance,2,9,1,Default,0.8453333333333333
WGet,distance,2,9,1,MDAP_MF-DF-ALS-PCI,0.8346428571428571
WGet,distance,2,9,1,MDA_MF-DF-ALS,0.8346428571428571
WGet,distance,2,9,1,MDP_MF-DF-PCI,0.8346428571428571
WGet,distance,2,9,1,MD_MF-DF,0.8346428571428571
WGet,distance,2,9,1,PCI,0.8453333333333333
WGet,distance,2,9,2,ALS,0.6130927835051546
WGet,distance,2,9,2,AP_ALS-PCI,0.603368700265252
WGet,distance,2,9,2,Default,0.6123501199040767
WGet,distance,2,9,2,MDAP_MF-DF-ALS-PCI,0.5974722222222222
WGet,distance,2,9,2,MDA_MF-DF-ALS,0.5974722222222222
WGet,distance,2,9,2,MDP_MF-DF-PCI,0.5974722222222222
WGet,distance,2,9,2,MD_MF-DF,0.5974722222222222
WGet,distance,2,9,2,PCI,0.6068407960199004
WGet,distance,2,9,3,ALS,0.39216803020767776
WGet,distance,2,9,3,AP_ALS-PCI,0.3770454545454545
WGet,distance,2,9,3,Default,0.38698261357263036
WGet,distance,2,9,3,MDAP_MF-DF-ALS-PCI,0.37344570617459183
WGet,distance,2,9,3,MDA_MF-DF-ALS,0.37344570617459183
WGet,distance,2,9,3,MDP_MF-DF-PCI,0.37344570617459183
WGet,distance,2,9,3,MD_MF-DF,0.37344570617459183
WGet,distance,2,9,3,PCI,0.3796570898980537
WGet,distance,3,27,1,ALS,0.8586206896551724
WGet,distance,3,27,1,AP_ALS-PCI,0.8586206896551724
WGet,distance,3,27,1,Default,0.8633333333333333
WGet,distance,3,27,1,MDAP_MF-DF-ALS-PCI,0.8535714285714284
WGet,distance,3,27,1,MDA_MF-DF-ALS,0.8535714285714284
WGet,distance,3,27,1,MDP_MF-DF-PCI,0.8535714285714284
WGet,distance,3,27,1,MD_MF-DF,0.8535714285714284
WGet,distance,3,27,1,PCI,0.8633333333333333
WGet,distance,3,27,2,ALS,0.6996134020618556
WGet,distance,3,27,2,AP_ALS-PCI,0.6911140583554376
WGet,distance,3,27,2,Default,0.7037170263788969
WGet,distance,3,27,2,MDAP_MF-DF-ALS-PCI,0.6876388888888889
WGet,distance,3,27,2,MDA_MF-DF-ALS,0.6876388888888889
WGet,distance,3,27,2,MDP_MF-DF-PCI,0.6876388888888889
WGet,distance,3,27,2,MD_MF-DF,0.6876388888888889
WGet,distance,3,27,2,PCI,0.7003731343283581
WGet,distance,3,27,3,ALS,0.5188860918816866
WGet,distance,3,27,3,AP_ALS-PCI,0.5030461329715061
WGet,distance,3,27,3,Default,0.5175967470555244
WGet,distance,3,27,3,MDAP_MF-DF-ALS-PCI,0.5015649396735273
WGet,distance,3,27,3,MDA_MF-DF-ALS,0.5015649396735273
WGet,distance,3,27,3,MDP_MF-DF-PCI,0.5015649396735273
WGet,distance,3,27,3,MD_MF-DF,0.5015649396735273
WGet,distance,3,27,3,PCI,0.5126073524868705
WGet,random,1,3,1,ALS,0.7451724137931034
WGet,random,1,3,1,AP_ALS-PCI,0.7451724137931034
WGet,random,1,3,1,Default,0.7476666666666667
WGet,random,1,3,1,MDAP_MF-DF-ALS-PCI,0.7425
WGet,random,1,3,1,MDA_MF-DF-ALS,0.7425
WGet,random,1,3,1,MDP_MF-DF-PCI,0.7425
WGet,random,1,3,1,MD_MF-DF,0.7425
WGet,random,1,3,1,PCI,0.7476666666666667
WGet,random,1,3,2,ALS,0.4520103092783505
WGet,random,1,3,2,AP_ALS-PCI,0.4491777188328912
WGet,random,1,3,2,Default,0.4516067146282973
WGet,random,1,3,2,MDAP_MF-DF-ALS-PCI,0.45069444444444445
WGet,random,1,3,2,MDA_MF-DF-ALS,0.45069444444444445
WGet,random,1,3,2,MDP_MF-DF-PCI,0.45069444444444445
WGet,random,1,3,2,MD_MF-DF,0.45069444444444445
WGet,random,1,3,2,PCI,0.4523383084577114
WGet,random,1,3,3,ALS,0.24596601636249207
WGet,random,1,3,3,AP_ALS-PCI,0.24374491180461322
WGet,random,1,3,3,Default,0.24414189568143574
WGet,random,1,3,3,MDAP_MF-DF-ALS-PCI,0.24581263307310144
WGet,random,1,3,3,MDA_MF-DF-ALS,0.24581263307310144
WGet,random,1,3,3,MDP_MF-DF-PCI,0.24581263307310144
WGet,random,1,3,3,MD_MF-DF,0.24581263307310144
WGet,random,1,3,3,PCI,0.24749459375965396
WGet,random,2,9,1,ALS,0.8548275862068965
WGet,random,2,9,1,AP_ALS-PCI,0.8548275862068965
WGet,random,2,9,1,Default,0.8590000000000001
WGet,random,2,9,1,MDAP_MF-DF-ALS-PCI,0.85
WGet,random,2,9,1,MDA_MF-DF-ALS,0.85
WGet,random,2,9,1,MDP_MF-DF-PCI,0.85
WGet,random,2,9,1,MD_MF-DF,0.85
WGet,random,2,9,1,PCI,0.8590000000000001
WGet,random,2,9,2,ALS,0.6816752577319588
WGet,random,2,9,2,AP_ALS-PCI,0.6754376657824933
WGet,random,2,9,2,Default,0.6853237410071942
WGet,random,2,9,2,MDAP_MF-DF-ALS-PCI,0.6751111111111111
WGet,random,2,9,2,MDA_MF-DF-ALS,0.6751111111111111
WGet,random,2,9,2,MDP_MF-DF-PCI,0.6751111111111111
WGet,random,2,9,2,MD_MF-DF,0.6751111111111111
WGet,random,2,9,2,PCI,0.6843034825870646
WGet,random,2,9,3,ALS,0.4701069855254877
WGet,random,2,9,3,AP_ALS-PCI,0.46271370420624147
WGet,random,2,9,3,Default,0.47071789119461577
WGet,random,2,9,3,MDAP_MF-DF-ALS-PCI,0.46514194464158976
WGet,random,2,9,3,MDA_MF-DF-ALS,0.46514194464158976
WGet,random,2,9,3,MDP_MF-DF-PCI,0.46514194464158976
WGet,random,2,9,3,MD_MF-DF,0.46514194464158976
WGet,random,2,9,3,PCI,0.4738492431263515
WGet,random,3,27,1,ALS,0.8620689655172413
WGet,random,3,27,1,AP_ALS-PCI,0.8620689655172413
WGet,random,3,27,1,Default,0.8666666666666667
WGet,random,3,27,1,MDAP_MF-DF-ALS-PCI,0.8571428571428571
WGet,random,3,27,1,MDA_MF-DF-ALS,0.8571428571428571
WGet,random,3,27,1,MDP_MF-DF-PCI,0.8571428571428571
WGet,random,3,27,1,MD_MF-DF,0.8571428571428571
WGet,random,3,27,1,PCI,0.8666666666666667
WGet,random,3,27,2,ALS,0.7391237113402062
WGet,random,3,27,2,AP_ALS-PCI,0.7315119363395225
WGet,random,3,27,2,Default,0.7451558752997601
WGet,random,3,27,2,MDAP_MF-DF-ALS-PCI,0.7300555555555555
WGet,random,3,27,2,MDA_MF-DF-ALS,0.7300555555555555
WGet,random,3,27,2,MDP_MF-DF-PCI,0.7300555555555555
WGet,random,3,27,2,MD_MF-DF,0.7300555555555555
WGet,random,3,27,2,PCI,0.7431094527363185
WGet,random,3,27,3,ALS,0.6127753303964757
WGet,random,3,27,3,AP_ALS-PCI,0.5994267299864314
WGet,random,3,27,3,Default,0.6178182837913628
WGet,random,3,27,3,MDAP_MF-DF-ALS-PCI,0.6009474804826117
WGet,random,3,27,3,MDA_MF-DF-ALS,0.6009474804826117
WGet,random,3,27,3,MDP_MF-DF-PCI,0.6009474804826117
WGet,random,3,27,3,MD_MF-DF,0.6009474804826117
WGet,random,3,27,3,PCI,0.6180599320358356
WGet,solver,1,3,1,ALS,0.5355172413793102
WGet,solver,1,3,1,AP_ALS-PCI,0.5355172413793102
WGet,solver,1,3,1,Default,0.5233333333333333
WGet,solver,1,3,1,MDAP_MF-DF-ALS-PCI,0.5357142857142857
WGet,solver,1,3,1,MDA_MF-DF-ALS,0.5357142857142857
WGet,solver,1,3,1,MDP_MF-DF-PCI,0.5357142857142857
WGet,solver,1,3,1,MD_MF-DF,0.5357142857142857
WGet,solver,1,3,1,PCI,0.5233333333333333
WGet,solver,1,3,2,ALS,0.2833762886597938
WGet,solver,1,3,2,AP_ALS-PCI,0.28233421750663124
WGet,solver,1,3,2,Default,0.26995203836930454
WGet,solver,1,3,2,MDAP_MF-DF-ALS-PCI,0.2833333333333333
WGet,solver,1,3,2,MDA_MF-DF-ALS,0.2833333333333333
WGet,solver,1,3,2,MDP_MF-DF-PCI,0.2833333333333333
WGet,solver,1,3,2,MD_MF-DF,0.2833333333333333
WGet,solver,1,3,2,PCI,0.2711194029850746
WGet,solver,1,3,3,ALS,0.14853996224040275
WGet,solver,1,3,3,AP_ALS-PCI,0.14747625508819534
WGet,solver,1,3,3,Default,0.13753505328098709
WGet,solver,1,3,3,MDAP_MF-DF-ALS-PCI,0.14833215046132
WGet,solver,1,3,3,MDA_MF-DF-ALS,0.14833215046132
WGet,solver,1,3,3,MDP_MF-DF-PCI,0.14833215046132
WGet,solver,1,3,3,MD_MF-DF,0.14833215046132
WGet,solver,1,3,3,PCI,0.13966635773864686
WGet,solver,2,9,1,ALS,0.7424137931034481
WGet,solver,2,9,1,AP_ALS-PCI,0.7424137931034481
WGet,solver,2,9,1,Default,0.7233333333333332
WGet,solver,2,9,1,MDAP_MF-DF-ALS-PCI,0.75
WGet,solver,2,9,1,MDA_MF-DF-ALS,0.75
WGet,solver,2,9,1,MDP_MF-DF-PCI,0.75
WGet,solver,2,9,1,MD_MF-DF,0.75
WGet,solver,2,9,1,PCI,0.7233333333333332
WGet,solver,2,9,2,ALS,0.4771391752577319
WGet,solver,2,9,2,AP_ALS-PCI,0.47726790450928375
WGet,solver,2,9,2,Default,0.45268585131894484
WGet,solver,2,9,2,MDAP_MF-DF-ALS-PCI,0.4833333333333333
WGet,solver,2,9,2,MDA_MF-DF-ALS,0.4833333333333333
WGet,solver,2,9,2,MDP_MF-DF-PCI,0.4833333333333333
WGet,solver,2,9,2,MD_MF-DF,0.4833333333333333
WGet,solver,2,9,2,PCI,0.45646766169154224
WGet,solver,2,9,3,ALS,0.2851541850220264
WGet,solver,2,9,3,AP_ALS-PCI,0.28518995929443686
WGet,solver,2,9,3,Default,0.26283510936623655
WGet,solver,2,9,3,MDAP_MF-DF-ALS-PCI,0.2888573456352022
WGet,solver,2,9,3,MDA_MF-DF-ALS,0.2888573456352022
WGet,solver,2,9,3,MDP_MF-DF-PCI,0.2888573456352022
WGet,solver,2,9,3,MD_MF-DF,0.2888573456352022
WGet,solver,2,9,3,PCI,0.26886623416743893
WGet,solver,3,27,1,ALS,0.8424137931034482
WGet,solver,3,27,1,AP_ALS-PCI,0.8424137931034482
WGet,solver,3,27,1,Default,0.8476666666666667
WGet,solver,3,27,1,MDAP_MF-DF-ALS-PCI,0.8367857142857144
WGet,solver,3,27,1,MDA_MF-DF-ALS,0.8367857142857144
WGet,solver,3,27,1,MDP_MF-DF-PCI,0.8367857142857144
WGet,solver,3,27,1,MD_MF-DF,0.8367857142857144
WGet,solver,3,27,1,PCI,0.8476666666666667
WGet,solver,3,27,2,ALS,0.6771649484536083
WGet,solver,3,27,2,AP_ALS-PCI,0.6691246684350132
WGet,solver,3,27,2,Default,0.6853956834532374
WGet,solver,3,27,2,MDAP_MF-DF-ALS-PCI,0.6680277777777778
WGet,solver,3,27,2,MDA_MF-DF-ALS,0.6680277777777778
WGet,solver,3,27,2,MDP_MF-DF-PCI,0.6680277777777778
WGet,solver,3,27,2,MD_MF-DF,0.6680277777777778
WGet,solver,3,27,2,PCI,0.6826616915422885
WGet,solver,3,27,3,ALS,0.4883196979232221
WGet,solver,3,27,3,AP_ALS-PCI,0.47725915875169606
WGet,solver,3,27,3,Default,0.49945877734155913
WGet,solver,3,27,3,MDAP_MF-DF-ALS-PCI,0.4786621717530163
WGet,solver,3,27,3,MDA_MF-DF-ALS,0.4786621717530163
WGet,solver,3,27,3,MDP_MF-DF-PCI,0.4786621717530163
WGet,solver,3,27,3,MD_MF-DF,0.4786621717530163
WGet,solver,3,27,3,PCI,0.4995427865307383
clasp,distance,1,12,1,ALS,0.8224528301886792
clasp,distance,1,12,1,AP_ALS-PCI,0.8224528301886792
clasp,distance,1,12,1,Default,0.8512307692307692
clasp,distance,1,12,1,MDAP_MF-DF-ALS-PCI,0.8192307692307692
clasp,distance,1,12,1,MDA_MF-DF-ALS,0.8192307692307692
clasp,distance,1,12,1,MDP_MF-DF-PCI,0.8490625
clasp,distance,1,12,1,MD_MF-DF,0.8490625
clasp,distance,1,12,1,PCI,0.8512307692307692
clasp,distance,1,12,2,ALS,0.6117179487179487
clasp,distance,1,12,2,AP_ALS-PCI,0.614840928632846
clasp,distance,1,12,2,Default,0.6362007168458781
clasp,distance,1,12,2,MDAP_MF-DF-ALS-PCI,0.6177428057553956
clasp,distance,1,12,2,MDA_MF-DF-ALS,0.614427549194991
clasp,distance,1,12,2,MDP_MF-DF-PCI,0.6477215189873416
clasp,distance,1,12,2,MD_MF-DF,0.6399254658385093
clasp,distance,1,12,2,PCI,0.6440133982947625
clasp,distance,1,12,3,ALS,0.43505136654390386
clasp,distance,1,12,3,AP_ALS-PCI,0.43900731930466597
clasp,distance,1,12,3,Default,0.4535611314579599
clasp,distance,1,12,3,MDAP_MF-DF-ALS-PCI,0.44622652128033763
clasp,distance,1,12,3,MDA_MF-DF-ALS,0.44175151472943797
clasp,distance,1,12,3,MDP_MF-DF-PCI,0.4773838126972991
clasp,distance,1,12,3,MD_MF-DF,0.46014840372464244
clasp,distance,1,12,3,PCI,0.4705482663595607
clasp,distance,2,30,1,ALS,0.9101886792452828
clasp,distance,2,30,1,AP_ALS-PCI,0.9101886792452828
clasp,distance,2,30,1,Default,0.9266153846153847
clasp,distance,2,30,1,MDAP_MF-DF-ALS-PCI,0.9084615384615385
clasp,distance,2,30,1,MDA_MF-DF-ALS,0.9084615384615385
clasp,distance,2,30,1,MDP_MF-DF-PCI,0.92546875
clasp,distance,2,30,1,MD_MF-DF,0.92546875
clasp,distance,2,30,1,PCI,0.9266153846153847
clasp,distance,2,30,2,ALS,0.7114615384615384
clasp,distance,2,30,2,AP_ALS-PCI,0.7148925193465177
clasp,distance,2,30,2,Default,0.7285663082437276
clasp,distance,2,30,2,MDAP_MF-DF-ALS-PCI,0.720755395683453
clasp,distance,2,30,2,MDA_MF-DF-ALS,0.7168872987477638
clasp,distance,2,30,2,MDP_MF-DF-PCI,0.7435506329113923
clasp,distance,2,30,2,MD_MF-DF,0.7345900621118012
clasp,distance,2,30,2,PCI,0.7373629719853837
clasp,distance,2,30,3,ALS,0.5250125993409575
clasp,distance,2,30,3,AP_ALS-PCI,0.5294641223369494
clasp,distance,2,30,3,Default,0.5422181095612872
clasp,distance,2,30,3,MDAP_MF-DF-ALS-PCI,0.5408540274358071
clasp,distance,2,30,3,MDA_MF-DF-ALS,0.5354300438749217
clasp,distance,2,30,3,MDP_MF-DF-PCI,0.5722110662925289
clasp,distance,2,30,3,MD_MF-DF,0.5522368639840373
clasp,distance,2,30,3,PCI,0.5615617159544276
clasp,distance,3,89,1,ALS,0.9433962264150944
clasp,distance,3,89,1,AP_ALS-PCI,0.9433962264150944
clasp,distance,3,89,1,Default,0.953846153846154
clasp,distance,3,89,1,MDAP_MF-DF-ALS-PCI,0.9423076923076921
clasp,distance,3,89,1,MDA_MF-DF-ALS,0.9423076923076921
clasp,distance,3,89,1,MDP_MF-DF-PCI,0.953125
clasp,distance,3,89,1,MD_MF-DF,0.953125
clasp,distance,3,89,1,PCI,0.953846153846154
clasp,distance,3,89,2,ALS,0.7665641025641026
clasp,distance,3,89,2,AP_ALS-PCI,0.7703181427343077
clasp,distance,3,89,2,Default,0.7810035842293906
clasp,distance,3,89,2,MDAP_MF-DF-ALS-PCI,0.7786690647482014
clasp,distance,3,89,2,MDA_MF-DF-ALS,0.7744901610017888
clasp,distance,3,89,2,MDP_MF-DF-PCI,0.7983544303797468
clasp,distance,3,89,2,MD_MF-DF,0.7890683229813663
clasp,distance,3,89,2,PCI,0.7901339829476248
clasp,distance,3,89,3,ALS,0.5870478774956386
clasp,distance,3,89,3,AP_ALS-PCI,0.5921931773624363
clasp,distance,3,89,3,Default,0.6046524585054157
clasp,distance,3,89,3,MDAP_MF-DF-ALS-PCI,0.6082827998593036
clasp,distance,3,89,3,MDA_MF-DF-ALS,0.6021826032453513
clasp,distance,3,89,3,MDP_MF-DF-PCI,0.6393787267625394
clasp,distance,3,89,3,MD_MF-DF,0.6187649650814765
clasp,distance,3,89,3,PCI,0.6246431949985604
clasp,random,1,12,1,ALS,0.6918867924528301
clasp,random,1,12,1,AP_ALS-PCI,0.6918867924528301
clasp,random,1,12,1,Default,0.7467692307692307
clasp,random,1,12,1,MDAP_MF-DF-ALS-PCI,0.7042307692307692
clasp,random,1,12,1,MDA_MF-DF-ALS,0.7042307692307692
clasp,random,1,12,1,MDP_MF-DF-PCI,0.75765625
clasp,random,1,12,1,MD_MF-DF,0.75765625
clasp,random,1,12,1,PCI,0.7467692307692307
clasp,random,1,12,2,ALS,0.49214529914529914
clasp,random,1,12,2,AP_ALS-PCI,0.49509028374892516
clasp,random,1,12,2,Default,0.5341457586618876
clasp,random,1,12,2,MDAP_MF-DF-ALS-PCI,0.5166906474820143
clasp,random,1,12,2,MDA_MF-DF-ALS,0.51391771019678
clasp,random,1,12,2,MDP_MF-DF-PCI,0.5592341772151898
clasp,random,1,12,2,MD_MF-DF,0.5544161490683229
clasp,random,1,12,2,PCI,0.5390499390986602
clasp,random,1,12,3,ALS,0.34582606448278086
clasp,random,1,12,3,AP_ALS-PCI,0.34974970592079463
clasp,random,1,12,3,Default,0.3670260266500428
clasp,random,1,12,3,MDAP_MF-DF-ALS-PCI,0.3754752022511431
clasp,random,1,12,3,MDA_MF-DF-ALS,0.3717097290897694
clasp,random,1,12,3,MDP_MF-DF-PCI,0.40011662574535245
clasp,random,1,12,3,MD_MF-DF,0.39063227469238443
clasp,random,1,12,3,PCI,0.37627195327602514
clasp,random,2,30,1,ALS,0.7264150943396226
clasp,random,2,30,1,AP_ALS-PCI,0.7264150943396226
clasp,random,2,30,1,Default,0.7767692307692308
clasp,random,2,30,1,MDAP_MF-DF-ALS-PCI,0.7367307692307692
clasp,random,2,30,1,MDA_MF-DF-ALS,0.7367307692307692
clasp,random,2,30,1,MDP_MF-DF-PCI,0.7859375
clasp,random,2,30,1,MD_MF-DF,0.7859375
clasp,random,2,30,1,PCI,0.7767692307692308
clasp,random,2,30,2,ALS,0.544034188034188
clasp,random,2,30,2,AP_ALS-PCI,0.5472656921754083
clasp,random,2,30,2,Default,0.588500597371565
clasp,random,2,30,2,MDAP_MF-DF-ALS-PCI,0.5681384892086331
clasp,random,2,30,2,MDA_MF-DF-ALS,0.5650894454382825
clasp,random,2,30,2,MDP_MF-DF-PCI,0.613506329113924
clasp,random,2,30,2,MD_MF-DF,0.6082360248447205
clasp,random,2,30,2,PCI,0.5938976857490864
clasp,random,2,30,3,ALS,0.4029941203075531
clasp,random,2,30,3,AP_ALS-PCI,0.4075245066004443
clasp,random,2,30,3,Default,0.43215031559261274
clasp,random,2,30,3,MDAP_MF-DF-ALS-PCI,0.4347717200140696
clasp,random,2,30,3,MDA_MF-DF-ALS,0.4304115885507347
clasp,random,2,30,3,MDP_MF-DF-PCI,0.4678625920729568
clasp,random,2,30,3,MD_MF-DF,0.4574409710675091
clasp,random,2,30,3,PCI,0.44243326615390943
clasp,random,3,89,1,ALS,0.7669811320754717
clasp,random,3,89,1,AP_ALS-PCI,0.7669811320754717
clasp,random,3,89,1,Default,0.81
clasp,random,3,89,1,MDAP_MF-DF-ALS-PCI,0.7732692307692307
clasp,random,3,89,1,MDA_MF-DF-ALS,0.7732692307692307
clasp,random,3,89,1,MDP_MF-DF-PCI,0.81578125
clasp,random,3,89,1,MD_MF-DF,0.81578125
clasp,random,3,89,1,PCI,0.81
clasp,random,3,89,2,ALS,0.5914102564102564
clasp,random,3,89,2,AP_ALS-PCI,0.5948753224419604
clasp,random,3,89,2,Default,0.633853046594982
clasp,random,3,89,2,MDAP_MF-DF-ALS-PCI,0.6121492805755395
clasp,random,3,89,2,MDA_MF-DF-ALS,0.6088640429338102
clasp,random,3,89,2,MDP_MF-DF-PCI,0.6564493670886076
clasp,random,3,89,2,MD_MF-DF,0.6504285714285715
clasp,random,3,89,2,PCI,0.6400487210718636
clasp,random,3,89,3,ALS,0.45098145635459064
clasp,random,3,89,3,AP_ALS-PCI,0.45596654032152656
clasp,random,3,89,3,Default,0.48540481570949884
clasp,random,3,89,3,MDAP_MF-DF-ALS-PCI,0.4813668659866338
clasp,random,3,89,3,MDA_MF-DF-ALS,0.4765394526081203
clasp,random,3,89,3,MDP_MF-DF-PCI,0.5214529989477376
clasp,random,3,89,3,MD_MF-DF,0.5092047721982041
clasp,random,3,89,3,PCI,0.49763377616912763
clasp,solver,1,12,1,ALS,0.6156603773584906
clasp,solver,1,12,1,AP_ALS-PCI,0.6156603773584906
clasp,solver,1,12,1,Default,0.6638461538461538
clasp,solver,1,12,1,MDAP_MF-DF-ALS-PCI,0.6269230769230769
clasp,solver,1,12,1,MDA_MF-DF-ALS,0.6269230769230769
clasp,solver,1,12,1,MDP_MF-DF-PCI,0.67375
clasp,solver,1,12,1,MD_MF-DF,0.67375
clasp,solver,1,12,1,PCI,0.6638461538461538
clasp,solver,1,12,2,ALS,0.4014273504273504
clasp,solver,1,12,2,AP_ALS-PCI,0.4038177128116939
clasp,solver,1,12,2,Default,0.43799880525686974
clasp,solver,1,12,2,MDAP_MF-DF-ALS-PCI,0.42152877697841723
clasp,solver,1,12,2,MDA_MF-DF-ALS,0.4192665474060822
clasp,solver,1,12,2,MDP_MF-DF-PCI,0.4585822784810126
clasp,solver,1,12,2,MD_MF-DF,0.4547204968944099
clasp,solver,1,12,2,PCI,0.4419244823386114
clasp,solver,1,12,3,ALS,0.26408864767073714
clasp,solver,1,12,3,AP_ALS-PCI,0.2670618219840543
clasp,solver,1,12,3,Default,0.2833433335930803
clasp,solver,1,12,3,MDAP_MF-DF-ALS-PCI,0.2866078086528315
clasp,solver,1,12,3,MDA_MF-DF-ALS,0.28373354690438046
clasp,solver,1,12,3,MDP_MF-DF-PCI,0.30853384777271126
clasp,solver,1,12,3,MD_MF-DF,0.3015160458929165
clasp,solver,1,12,3,PCI,0.29018056183934515
clasp,solver,2,30,1,ALS,0.6707547169811321
clasp,solver,2,30,1,AP_ALS-PCI,0.6707547169811321
clasp,solver,2,30,1,Default,0.7275384615384616
clasp,solver,2,30,1,MDAP_MF-DF-ALS-PCI,0.683076923076923
clasp,solver,2,30,1,MDA_MF-DF-ALS,0.683076923076923
clasp,solver,2,30,1,MDP_MF-DF-PCI,0.7384375
clasp,solver,2,30,1,MD_MF-DF,0.7384375
clasp,solver,2,30,1,PCI,0.7275384615384616
clasp,solver,2,30,2,ALS,0.47036752136752136
clasp,solver,2,30,2,AP_ALS-PCI,0.47317282889079965
clasp,solver,2,30,2,Default,0.5178375149342891
clasp,solver,2,30,2,MDAP_MF-DF-ALS-PCI,0.49406474820143875
clasp,solver,2,30,2,MDA_MF-DF-ALS,0.4914132379248658
clasp,solver,2,30,2,MDP_MF-DF-PCI,0.5419683544303797
clasp,solver,2,30,2,MD_MF-DF,0.5377329192546584
clasp,solver,2,30,2,PCI,0.5221619975639463
clasp,solver,2,30,3,ALS,0.32993732635523676
clasp,solver,2,30,3,AP_ALS-PCI,0.3336635733890994
clasp,solver,2,30,3,Default,0.3597171355100132
clasp,solver,2,30,3,MDAP_MF-DF-ALS-PCI,0.35830249736194153
clasp,solver,2,30,3,MDA_MF-DF-ALS,0.35470924159064
clasp,solver,2,30,3,MDP_MF-DF-PCI,0.3910513854787794
clasp,solver,2,30,3,MD_MF-DF,0.38300133022946453
clasp,solver,2,30,3,PCI,0.3675901780940237
clasp,solver,3,89,1,ALS,0.7032075471698112
