system,strategy,sample_size_source_t,sample_size,coverage_t,run,metric,coverage
JavaGC,distance,2,10,1,1,MD_MF-DF,0.671875
JavaGC,distance,2,10,1,1,PCI,0.61971830985915488
JavaGC,distance,2,10,2,1,ALS,0.41624874623871616
JavaGC,distance,2,10,2,1,AP_ALS-PCI,0.41729512317747613
JavaGC,distance,2,10,2,1,Default,0.3626511046269279
JavaGC,distance,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.43005181347150256
JavaGC,distance,2,10,2,1,MDA_MF-DF-ALS,0.43005181347150256
JavaGC,distance,2,10,2,1,MDP_MF-DF-PCI,0.43005181347150256
JavaGC,distance,2,10,2,1,MD_MF-DF,0.43005181347150256
JavaGC,distance,2,10,2,1,PCI,0.36806437950021176
JavaGC,distance,2,10,3,1,ALS,0.25287027897553122
JavaGC,distance,2,10,3,1,AP_ALS-PCI,0.2548562751976543
JavaGC,distance,2,10,3,1,Default,0.2031210525292963
JavaGC,distance,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.26621636403412818
JavaGC,distance,2,10,3,1,MDA_MF-DF-ALS,0.26621636403412818
JavaGC,distance,2,10,3,1,MDP_MF-DF-PCI,0.26621636403412818
JavaGC,distance,2,10,3,1,MD_MF-DF,0.26621636403412818
JavaGC,distance,2,10,3,1,PCI,0.21232443891799335
JavaGC,distance,2,10,1,2,ALS,0.75384615384615383
JavaGC,distance,2,10,1,2,AP_ALS-PCI,0.75384615384615383
JavaGC,distance,2,10,1,2,Default,0.71830985915492962
JavaGC,distance,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.75
JavaGC,distance,2,10,1,2,MDA_MF-DF-ALS,0.75
JavaGC,distance,2,10,1,2,MDP_MF-DF-PCI,0.75
JavaGC,distance,2,10,1,2,MD_MF-DF,0.75
JavaGC,distance,2,10,1,2,PCI,0.71830985915492962
JavaGC,distance,2,10,2,2,ALS,0.49699097291875627
JavaGC,distance,2,10,2,2,AP_ALS-PCI,0.49673202614379086
JavaGC,distance,2,10,2,2,Default,0.44018340975406417
JavaGC,distance,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.49637305699481865
JavaGC,distance,2,10,2,2,MDA_MF-DF-ALS,0.49637305699481865
JavaGC,distance,2,10,2,2,MDP_MF-DF-PCI,0.49637305699481865
JavaGC,distance,2,10,2,2,MD_MF-DF,0.49637305699481865
JavaGC,distance,2,10,2,2,PCI,0.44472681067344344
JavaGC,distance,2,10,3,2,ALS,0.30700296119278925
JavaGC,distance,2,10,3,2,AP_ALS-PCI,0.30697942300644016
JavaGC,distance,2,10,3,2,Default,0.24931496200711273
JavaGC,distance,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.30904069131481077
JavaGC,distance,2,10,3,2,MDA_MF-DF-ALS,0.30904069131481077
JavaGC,distance,2,10,3,2,MDP_MF-DF-PCI,0.30904069131481077
JavaGC,distance,2,10,3,2,MD_MF-DF,0.30904069131481077
JavaGC,distance,2,10,3,2,PCI,0.25776137961962614
JavaGC,solver,2,10,1,1,ALS,0.58461538461538465
JavaGC,solver,2,10,1,1,AP_ALS-PCI,0.58461538461538465
JavaGC,solver,2,10,1,1,Default,0.61971830985915488
JavaGC,solver,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.578125
JavaGC,solver,2,10,1,1,MDA_MF-DF-ALS,0.578125
JavaGC,solver,2,10,1,1,MDP_MF-DF-PCI,0.578125
JavaGC,solver,2,10,1,1,MD_MF-DF,0.578125
JavaGC,solver,2,10,1,1,PCI,0.61971830985915488
JavaGC,solver,2,10,2,1,ALS,0.33801404212637914
JavaGC,solver,2,10,2,1,AP_ALS-PCI,0.33836098541980897
JavaGC,solver,2,10,2,1,Default,0.37640683618174237
JavaGC,solver,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.33160621761658032
JavaGC,solver,2,10,2,1,MDA_MF-DF-ALS,0.33160621761658032
JavaGC,solver,2,10,2,1,MDP_MF-DF-PCI,0.33160621761658032
JavaGC,solver,2,10,2,1,MD_MF-DF,0.33160621761658032
JavaGC,solver,2,10,2,1,PCI,0.37780601440067768
JavaGC,solver,2,10,3,1,ALS,0.19489324120733545
JavaGC,solver,2,10,3,1,AP_ALS-PCI,0.19555997696214461
JavaGC,solver,2,10,3,1,Default,0.2265775307538333
JavaGC,solver,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.190111572959965
JavaGC,solver,2,10,3,1,MDA_MF-DF-ALS,0.190111572959965
JavaGC,solver,2,10,3,1,MDP_MF-DF-PCI,0.190111572959965
JavaGC,solver,2,10,3,1,MD_MF-DF,0.190111572959965
JavaGC,solver,2,10,3,1,PCI,0.22946776199115315
JavaGC,solver,2,10,1,2,ALS,0.58461538461538465
JavaGC,solver,2,10,1,2,AP_ALS-PCI,0.58461538461538465
JavaGC,solver,2,10,1,2,Default,0.61971830985915488
JavaGC,solver,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.578125
JavaGC,solver,2,10,1,2,MDA_MF-DF-ALS,0.578125
JavaGC,solver,2,10,1,2,MDP_MF-DF-PCI,0.578125
JavaGC,solver,2,10,1,2,MD_MF-DF,0.578125
JavaGC,solver,2,10,1,2,PCI,0.61971830985915488
JavaGC,solver,2,10,2,2,ALS,0.33801404212637914
JavaGC,solver,2,10,2,2,AP_ALS-PCI,0.33836098541980897
JavaGC,solver,2,10,2,2,Default,0.37640683618174237
JavaGC,solver,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.33160621761658032
JavaGC,solver,2,10,2,2,MDA_MF-DF-ALS,0.33160621761658032
JavaGC,solver,2,10,2,2,MDP_MF-DF-PCI,0.33160621761658032
JavaGC,solver,2,10,2,2,MD_MF-DF,0.33160621761658032
JavaGC,solver,2,10,2,2,PCI,0.37780601440067768
JavaGC,solver,2,10,3,2,ALS,0.19489324120733545
JavaGC,solver,2,10,3,2,AP_ALS-PCI,0.19555997696214461
JavaGC,solver,2,10,3,2,Default,0.2265775307538333
JavaGC,solver,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.190111572959965
JavaGC,solver,2,10,3,2,MDA_MF-DF-ALS,0.190111572959965
JavaGC,solver,2,10,3,2,MDP_MF-DF-PCI,0.190111572959965
JavaGC,solver,2,10,3,2,MD_MF-DF,0.190111572959965
JavaGC,solver,2,10,3,2,PCI,0.22946776199115315
LLVM,random,1,10,1,1,ALS,1
LLVM,random,1,10,1,1,AP_ALS-PCI,1
LLVM,random,1,10,1,1,Default,1
LLVM,random,1,10,1,1,MDAP_MF-DF-ALS-PCI,1
LLVM,random,1,10,1,1,MDA_MF-DF-ALS,1
LLVM,random,1,10,1,1,MDP_MF-DF-PCI,1
LLVM,random,1,10,1,1,MD_MF-DF,1
LLVM,random,1,10,1,1,PCI,1
LLVM,random,1,10,2,1,ALS,0.93000000000000005
LLVM,random,1,10,2,1,AP_ALS-PCI,0.9263157894736842
LLVM,random,1,10,2,1,Default,0.93665158371040724
LLVM,random,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.92222222222222228
LLVM,random,1,10,2,1,MDA_MF-DF-ALS,0.92222222222222228
LLVM,random,1,10,2,1,MDP_MF-DF-PCI,0.92222222222222228
LLVM,random,1,10,2,1,MD_MF-DF,0.92222222222222228
LLVM,random,1,10,2,1,PCI,0.93333333333333335
LLVM,random,1,10,3,1,ALS,0.75350877192982457
LLVM,random,1,10,3,1,AP_ALS-PCI,0.73233830845771142
LLVM,random,1,10,3,1,Default,0.77985074626865669
LLVM,random,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.72187500000000004
LLVM,random,1,10,3,1,MDA_MF-DF-ALS,0.72187500000000004
LLVM,random,1,10,3,1,MDP_MF-DF-PCI,0.72187500000000004
LLVM,random,1,10,3,1,MD_MF-DF,0.72187500000000004
LLVM,random,1,10,3,1,PCI,0.7611814345991561
LLVM,random,1,10,1,2,ALS,1
LLVM,random,1,10,1,2,AP_ALS-PCI,1
LLVM,random,1,10,1,2,Default,1
LLVM,random,1,10,1,2,MDAP_MF-DF-ALS-PCI,1
LLVM,random,1,10,1,2,MDA_MF-DF-ALS,1
LLVM,random,1,10,1,2,MDP_MF-DF-PCI,1
LLVM,random,1,10,1,2,MD_MF-DF,1
LLVM,random,1,10,1,2,PCI,1
LLVM,random,1,10,2,2,ALS,0.95499999999999996
LLVM,random,1,10,2,2,AP_ALS-PCI,0.95263157894736838
LLVM,random,1,10,2,2,Default,0.95927601809954754
LLVM,random,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.94999999999999996
LLVM,random,1,10,2,2,MDA_MF-DF-ALS,0.94999999999999996
LLVM,random,1,10,2,2,MDP_MF-DF-PCI,0.94999999999999996
LLVM,random,1,10,2,2,MD_MF-DF,0.94999999999999996
LLVM,random,1,10,2,2,PCI,0.95714285714285718
LLVM,random,1,10,3,2,ALS,0.75877192982456143
LLVM,random,1,10,3,2,AP_ALS-PCI,0.73432835820895526
LLVM,random,1,10,3,2,Default,0.78805970149253735
LLVM,random,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.72291666666666665
LLVM,random,1,10,3,2,MDA_MF-DF-ALS,0.72291666666666665
LLVM,random,1,10,3,2,MDP_MF-DF-PCI,0.72291666666666665
LLVM,random,1,10,3,2,MD_MF-DF,0.72291666666666665
LLVM,random,1,10,3,2,PCI,0.76708860759493669
LLVM,distance,1,10,1,1,ALS,0.95238095238095233
LLVM,distance,1,10,1,1,AP_ALS-PCI,0.95238095238095233
LLVM,distance,1,10,1,1,Default,0.90909090909090906
LLVM,distance,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.94999999999999996
LLVM,distance,1,10,1,1,MDA_MF-DF-ALS,0.94999999999999996
LLVM,distance,1,10,1,1,MDP_MF-DF-PCI,0.94999999999999996
LLVM,distance,1,10,1,1,MD_MF-DF,0.94999999999999996
LLVM,distance,1,10,1,1,PCI,0.90909090909090906
LLVM,distance,1,10,2,1,ALS,0.745
LLVM,distance,1,10,2,1,AP_ALS-PCI,0.73684210526315785
LLVM,distance,1,10,2,1,Default,0.67420814479638014
LLVM,distance,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.75
LLVM,distance,1,10,2,1,MDA_MF-DF-ALS,0.75
LLVM,distance,1,10,2,1,MDP_MF-DF-PCI,0.75
LLVM,distance,1,10,2,1,MD_MF-DF,0.75
LLVM,distance,1,10,2,1,PCI,0.66666666666666663
LLVM,distance,1,10,3,1,ALS,0.49912280701754386
LLVM,distance,1,10,3,1,AP_ALS-PCI,0.4955223880597015
LLVM,distance,1,10,3,1,Default,0.42462686567164182
LLVM,distance,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.51145833333333335
LLVM,distance,1,10,3,1,MDA_MF-DF-ALS,0.51145833333333335
LLVM,distance,1,10,3,1,MDP_MF-DF-PCI,0.51145833333333335
LLVM,distance,1,10,3,1,MD_MF-DF,0.51145833333333335
LLVM,distance,1,10,3,1,PCI,0.42025316455696204
LLVM,distance,1,10,1,2,ALS,0.95238095238095233
LLVM,distance,1,10,1,2,AP_ALS-PCI,0.95238095238095233
LLVM,distance,1,10,1,2,Default,0.90909090909090906
LLVM,distance,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.94999999999999996
LLVM,distance,1,10,1,2,MDA_MF-DF-ALS,0.94999999999999996
LLVM,distance,1,10,1,2,MDP_MF-DF-PCI,0.94999999999999996
LLVM,distance,1,10,1,2,MD_MF-DF,0.94999999999999996
LLVM,distance,1,10,1,2,PCI,0.90909090909090906
LLVM,distance,1,10,2,2,ALS,0.70499999999999996
LLVM,distance,1,10,2,2,AP_ALS-PCI,0.69473684210526321
LLVM,distance,1,10,2,2,Default,0.63800904977375561
LLVM,distance,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.72222222222222221
LLVM,distance,1,10,2,2,MDA_MF-DF-ALS,0.72222222222222221
LLVM,distance,1,10,2,2,MDP_MF-DF-PCI,0.72222222222222221
LLVM,distance,1,10,2,2,MD_MF-DF,0.72222222222222221
LLVM,distance,1,10,2,2,PCI,0.62857142857142856
LLVM,distance,1,10,3,2,ALS,0.44912280701754387
LLVM,distance,1,10,3,2,AP_ALS-PCI,0.45671641791044776
LLVM,distance,1,10,3,2,Default,0.38208955223880597
LLVM,distance,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.47708333333333336
LLVM,distance,1,10,3,2,MDA_MF-DF-ALS,0.47708333333333336
LLVM,distance,1,10,3,2,MDP_MF-DF-PCI,0.47708333333333336
LLVM,distance,1,10,3,2,MD_MF-DF,0.47708333333333336
LLVM,distance,1,10,3,2,PCI,0.38734177215189874
LLVM,solver,1,10,1,1,ALS,0.90476190476190477
LLVM,solver,1,10,1,1,AP_ALS-PCI,0.90476190476190477
LLVM,solver,1,10,1,1,Default,0.86363636363636365
LLVM,solver,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.94999999999999996
LLVM,solver,1,10,1,1,MDA_MF-DF-ALS,0.94999999999999996
LLVM,solver,1,10,1,1,MDP_MF-DF-PCI,0.94999999999999996
LLVM,solver,1,10,1,1,MD_MF-DF,0.94999999999999996
LLVM,solver,1,10,1,1,PCI,0.86363636363636365
LLVM,solver,1,10,2,1,ALS,0.63
LLVM,solver,1,10,2,1,AP_ALS-PCI,0.66315789473684206
LLVM,solver,1,10,2,1,Default,0.57013574660633481
LLVM,solver,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.69999999999999996
LLVM,solver,1,10,2,1,MDA_MF-DF-ALS,0.69999999999999996
LLVM,solver,1,10,2,1,MDP_MF-DF-PCI,0.69999999999999996
LLVM,solver,1,10,2,1,MD_MF-DF,0.69999999999999996
LLVM,solver,1,10,2,1,PCI,0.59999999999999998
LLVM,solver,1,10,3,1,ALS,0.38947368421052631
LLVM,solver,1,10,3,1,AP_ALS-PCI,0.44179104477611941
LLVM,solver,1,10,3,1,Default,0.33134328358208953
LLVM,solver,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.46250000000000002
LLVM,solver,1,10,3,1,MDA_MF-DF-ALS,0.46250000000000002
LLVM,solver,1,10,3,1,MDP_MF-DF-PCI,0.46250000000000002
LLVM,solver,1,10,3,1,MD_MF-DF,0.46250000000000002
LLVM,solver,1,10,3,1,PCI,0.37468354430379747
LLVM,solver,1,10,1,2,ALS,0.90476190476190477
LLVM,solver,1,10,1,2,AP_ALS-PCI,0.90476190476190477
LLVM,solver,1,10,1,2,Default,0.86363636363636365
LLVM,solver,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.94999999999999996
LLVM,solver,1,10,1,2,MDA_MF-DF-ALS,0.94999999999999996
LLVM,solver,1,10,1,2,MDP_MF-DF-PCI,0.94999999999999996
LLVM,solver,1,10,1,2,MD_MF-DF,0.94999999999999996
LLVM,solver,1,10,1,2,PCI,0.86363636363636365
LLVM,solver,1,10,2,2,ALS,0.63
LLVM,solver,1,10,2,2,AP_ALS-PCI,0.66315789473684206
LLVM,solver,1,10,2,2,Default,0.57013574660633481
LLVM,solver,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.69999999999999996
LLVM,solver,1,10,2,2,MDA_MF-DF-ALS,0.69999999999999996
LLVM,solver,1,10,2,2,MDP_MF-DF-PCI,0.69999999999999996
LLVM,solver,1,10,2,2,MD_MF-DF,0.69999999999999996
LLVM,solver,1,10,2,2,PCI,0.59999999999999998
LLVM,solver,1,10,3,2,ALS,0.38947368421052631
LLVM,solver,1,10,3,2,AP_ALS-PCI,0.44179104477611941
LLVM,solver,1,10,3,2,Default,0.33134328358208953
LLVM,solver,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.46250000000000002
LLVM,solver,1,10,3,2,MDA_MF-DF-ALS,0.46250000000000002
LLVM,solver,1,10,3,2,MDP_MF-DF-PCI,0.46250000000000002
LLVM,solver,1,10,3,2,MD_MF-DF,0.46250000000000002
LLVM,solver,1,10,3,2,PCI,0.37468354430379747
LLVM,random,2,10,1,1,ALS,1
LLVM,random,2,10,1,1,AP_ALS-PCI,1
LLVM,random,2,10,1,1,Default,1
LLVM,random,2,10,1,1,MDAP_MF-DF-ALS-PCI,1
LLVM,random,2,10,1,1,MDA_MF-DF-ALS,1
LLVM,random,2,10,1,1,MDP_MF-DF-PCI,1
LLVM,random,2,10,1,1,MD_MF-DF,1
LLVM,random,2,10,1,1,PCI,1
LLVM,random,2,10,2,1,ALS,0.97499999999999998
LLVM,random,2,10,2,1,AP_ALS-PCI,0.97368421052631582
LLVM,random,2,10,2,1,Default,0.9773755656108597
LLVM,random,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.97222222222222221
LLVM,random,2,10,2,1,MDA_MF-DF-ALS,0.97222222222222221
LLVM,random,2,10,2,1,MDP_MF-DF-PCI,0.97222222222222221
LLVM,random,2,10,2,1,MD_MF-DF,0.97222222222222221
LLVM,random,2,10,2,1,PCI,0.97619047619047616
LLVM,random,2,10,3,1,ALS,0.78421052631578947
LLVM,random,2,10,3,1,AP_ALS-PCI,0.76019900497512438
LLVM,random,2,10,3,1,Default,0.81268656716417909
LLVM,random,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.74895833333333328
LLVM,random,2,10,3,1,MDA_MF-DF-ALS,0.74895833333333328
LLVM,random,2,10,3,1,MDP_MF-DF-PCI,0.74895833333333328
LLVM,random,2,10,3,1,MD_MF-DF,0.74895833333333328
LLVM,random,2,10,3,1,PCI,0.79240506329113924
LLVM,random,2,10,1,2,ALS,1
LLVM,random,2,10,1,2,AP_ALS-PCI,1
LLVM,random,2,10,1,2,Default,1
LLVM,random,2,10,1,2,MDAP_MF-DF-ALS-PCI,1
LLVM,random,2,10,1,2,MDA_MF-DF-ALS,1
LLVM,random,2,10,1,2,MDP_MF-DF-PCI,1
LLVM,random,2,10,1,2,MD_MF-DF,1
LLVM,random,2,10,1,2,PCI,1
LLVM,random,2,10,2,2,ALS,0.88500000000000001
LLVM,random,2,10,2,2,AP_ALS-PCI,0.87894736842105259
LLVM,random,2,10,2,2,Default,0.89592760180995479
LLVM,random,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.87222222222222223
LLVM,random,2,10,2,2,MDA_MF-DF-ALS,0.87222222222222223
LLVM,random,2,10,2,2,MDP_MF-DF-PCI,0.87222222222222223
LLVM,random,2,10,2,2,MD_MF-DF,0.87222222222222223
LLVM,random,2,10,2,2,PCI,0.89047619047619042
LLVM,random,2,10,3,2,ALS,0.68508771929824563
LLVM,random,2,10,3,2,AP_ALS-PCI,0.66069651741293534
LLVM,random,2,10,3,2,Default,0.71492537313432836
LLVM,random,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.65000000000000002
LLVM,random,2,10,3,2,MDA_MF-DF-ALS,0.65000000000000002
LLVM,random,2,10,3,2,MDP_MF-DF-PCI,0.65000000000000002
LLVM,random,2,10,3,2,MD_MF-DF,0.65000000000000002
LLVM,random,2,10,3,2,PCI,0.69282700421940924
LLVM,distance,2,10,1,1,ALS,0.95238095238095233
LLVM,distance,2,10,1,1,AP_ALS-PCI,0.95238095238095233
LLVM,distance,2,10,1,1,Default,0.90909090909090906
LLVM,distance,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.94999999999999996
LLVM,distance,2,10,1,1,MDA_MF-DF-ALS,0.94999999999999996
LLVM,distance,2,10,1,1,MDP_MF-DF-PCI,0.94999999999999996
LLVM,distance,2,10,1,1,MD_MF-DF,0.94999999999999996
LLVM,distance,2,10,1,1,PCI,0.90909090909090906
LLVM,distance,2,10,2,1,ALS,0.745
LLVM,distance,2,10,2,1,AP_ALS-PCI,0.73684210526315785
LLVM,distance,2,10,2,1,Default,0.67420814479638014
LLVM,distance,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.75
LLVM,distance,2,10,2,1,MDA_MF-DF-ALS,0.75
LLVM,distance,2,10,2,1,MDP_MF-DF-PCI,0.75
LLVM,distance,2,10,2,1,MD_MF-DF,0.75
LLVM,distance,2,10,2,1,PCI,0.66666666666666663
LLVM,distance,2,10,3,1,ALS,0.49912280701754386
LLVM,distance,2,10,3,1,AP_ALS-PCI,0.4955223880597015
LLVM,distance,2,10,3,1,Default,0.42462686567164182
LLVM,distance,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.51145833333333335
LLVM,distance,2,10,3,1,MDA_MF-DF-ALS,0.51145833333333335
LLVM,distance,2,10,3,1,MDP_MF-DF-PCI,0.51145833333333335
LLVM,distance,2,10,3,1,MD_MF-DF,0.51145833333333335
LLVM,distance,2,10,3,1,PCI,0.42025316455696204
LLVM,distance,2,10,1,2,ALS,0.95238095238095233
LLVM,distance,2,10,1,2,AP_ALS-PCI,0.95238095238095233
LLVM,distance,2,10,1,2,Default,0.90909090909090906
LLVM,distance,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.94999999999999996
LLVM,distance,2,10,1,2,MDA_MF-DF-ALS,0.94999999999999996
LLVM,distance,2,10,1,2,MDP_MF-DF-PCI,0.94999999999999996
LLVM,distance,2,10,1,2,MD_MF-DF,0.94999999999999996
LLVM,distance,2,10,1,2,PCI,0.90909090909090906
LLVM,distance,2,10,2,2,ALS,0.70499999999999996
LLVM,distance,2,10,2,2,AP_ALS-PCI,0.69473684210526321
LLVM,distance,2,10,2,2,Default,0.63800904977375561
LLVM,distance,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.72222222222222221
LLVM,distance,2,10,2,2,MDA_MF-DF-ALS,0.72222222222222221
LLVM,distance,2,10,2,2,MDP_MF-DF-PCI,0.72222222222222221
LLVM,distance,2,10,2,2,MD_MF-DF,0.72222222222222221
LLVM,distance,2,10,2,2,PCI,0.62857142857142856
LLVM,distance,2,10,3,2,ALS,0.44912280701754387
LLVM,distance,2,10,3,2,AP_ALS-PCI,0.45671641791044776
LLVM,distance,2,10,3,2,Default,0.38208955223880597
LLVM,distance,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.47708333333333336
LLVM,distance,2,10,3,2,MDA_MF-DF-ALS,0.47708333333333336
LLVM,distance,2,10,3,2,MDP_MF-DF-PCI,0.47708333333333336
LLVM,distance,2,10,3,2,MD_MF-DF,0.47708333333333336
LLVM,distance,2,10,3,2,PCI,0.38734177215189874
LLVM,solver,2,10,1,1,ALS,0.90476190476190477
LLVM,solver,2,10,1,1,AP_ALS-PCI,0.90476190476190477
LLVM,solver,2,10,1,1,Default,0.86363636363636365
LLVM,solver,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.94999999999999996
LLVM,solver,2,10,1,1,MDA_MF-DF-ALS,0.94999999999999996
LLVM,solver,2,10,1,1,MDP_MF-DF-PCI,0.94999999999999996
LLVM,solver,2,10,1,1,MD_MF-DF,0.94999999999999996
LLVM,solver,2,10,1,1,PCI,0.86363636363636365
LLVM,solver,2,10,2,1,ALS,0.63
LLVM,solver,2,10,2,1,AP_ALS-PCI,0.66315789473684206
LLVM,solver,2,10,2,1,Default,0.57013574660633481
LLVM,solver,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.69999999999999996
LLVM,solver,2,10,2,1,MDA_MF-DF-ALS,0.69999999999999996
LLVM,solver,2,10,2,1,MDP_MF-DF-PCI,0.69999999999999996
LLVM,solver,2,10,2,1,MD_MF-DF,0.69999999999999996
LLVM,solver,2,10,2,1,PCI,0.59999999999999998
LLVM,solver,2,10,3,1,ALS,0.38947368421052631
LLVM,solver,2,10,3,1,AP_ALS-PCI,0.44179104477611941
LLVM,solver,2,10,3,1,Default,0.33134328358208953
LLVM,solver,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.46250000000000002
LLVM,solver,2,10,3,1,MDA_MF-DF-ALS,0.46250000000000002
LLVM,solver,2,10,3,1,MDP_MF-DF-PCI,0.46250000000000002
LLVM,solver,2,10,3,1,MD_MF-DF,0.46250000000000002
LLVM,solver,2,10,3,1,PCI,0.37468354430379747
LLVM,solver,2,10,1,2,ALS,0.90476190476190477
LLVM,solver,2,10,1,2,AP_ALS-PCI,0.90476190476190477
LLVM,solver,2,10,1,2,Default,0.86363636363636365
LLVM,solver,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.94999999999999996
LLVM,solver,2,10,1,2,MDA_MF-DF-ALS,0.94999999999999996
LLVM,solver,2,10,1,2,MDP_MF-DF-PCI,0.94999999999999996
LLVM,solver,2,10,1,2,MD_MF-DF,0.94999999999999996
LLVM,solver,2,10,1,2,PCI,0.86363636363636365
LLVM,solver,2,10,2,2,ALS,0.63
LLVM,solver,2,10,2,2,AP_ALS-PCI,0.66315789473684206
LLVM,solver,2,10,2,2,Default,0.57013574660633481
LLVM,solver,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.69999999999999996
LLVM,solver,2,10,2,2,MDA_MF-DF-ALS,0.69999999999999996
LLVM,solver,2,10,2,2,MDP_MF-DF-PCI,0.69999999999999996
LLVM,solver,2,10,2,2,MD_MF-DF,0.69999999999999996
LLVM,solver,2,10,2,2,PCI,0.59999999999999998
LLVM,solver,2,10,3,2,ALS,0.38947368421052631
LLVM,solver,2,10,3,2,AP_ALS-PCI,0.44179104477611941
LLVM,solver,2,10,3,2,Default,0.33134328358208953
LLVM,solver,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.46250000000000002
LLVM,solver,2,10,3,2,MDA_MF-DF-ALS,0.46250000000000002
LLVM,solver,2,10,3,2,MDP_MF-DF-PCI,0.46250000000000002
LLVM,solver,2,10,3,2,MD_MF-DF,0.46250000000000002
LLVM,solver,2,10,3,2,PCI,0.37468354430379747
lrzip,random,1,10,1,1,ALS,0.91891891891891897
lrzip,random,1,10,1,1,AP_ALS-PCI,0.91891891891891897
lrzip,random,1,10,1,1,Default,0.92105263157894735
lrzip,random,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.91666666666666663
lrzip,random,1,10,1,1,MDA_MF-DF-ALS,0.91666666666666663
lrzip,random,1,10,1,1,MDP_MF-DF-PCI,0.91666666666666663
lrzip,random,1,10,1,1,MD_MF-DF,0.91666666666666663
lrzip,random,1,10,1,1,PCI,0.92105263157894735
lrzip,random,1,10,2,1,ALS,0.76046901172529313
lrzip,random,1,10,2,1,AP_ALS-PCI,0.75850340136054417
lrzip,random,1,10,2,1,Default,0.7697160883280757
lrzip,random,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.75
lrzip,random,1,10,2,1,MDA_MF-DF-ALS,0.75044563279857401
lrzip,random,1,10,2,1,MDP_MF-DF-PCI,0.75
lrzip,random,1,10,2,1,MD_MF-DF,0.75044563279857401
lrzip,random,1,10,2,1,PCI,0.76747967479674795
lrzip,random,1,10,3,1,ALS,0.61147396293027356
lrzip,random,1,10,3,1,AP_ALS-PCI,0.60759962928637623
lrzip,random,1,10,3,1,Default,0.62567869690194822
lrzip,random,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.59750201450443186
lrzip,random,1,10,3,1,MDA_MF-DF-ALS,0.59619905956112851
lrzip,random,1,10,3,1,MDP_MF-DF-PCI,0.59750201450443186
lrzip,random,1,10,3,1,MD_MF-DF,0.59619905956112851
lrzip,random,1,10,3,1,PCI,0.62410355081336366
lrzip,random,1,10,1,2,ALS,0.91891891891891897
lrzip,random,1,10,1,2,AP_ALS-PCI,0.91891891891891897
lrzip,random,1,10,1,2,Default,0.92105263157894735
lrzip,random,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.91666666666666663
lrzip,random,1,10,1,2,MDA_MF-DF-ALS,0.91666666666666663
lrzip,random,1,10,1,2,MDP_MF-DF-PCI,0.91666666666666663
lrzip,random,1,10,1,2,MD_MF-DF,0.91666666666666663
lrzip,random,1,10,1,2,PCI,0.92105263157894735
lrzip,random,1,10,2,2,ALS,0.76381909547738691
lrzip,random,1,10,2,2,AP_ALS-PCI,0.76360544217687076
lrzip,random,1,10,2,2,Default,0.77287066246056779
