system,strategy,sample_size_source_t,sample_size,coverage_t,run,metric,coverage
Curl,random,2,10,2,2,AP_ALS-PCI,0.92640692640692646
Curl,random,2,10,2,2,Default,0.93511450381679384
Curl,random,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.92165898617511521
Curl,random,2,10,2,2,MDA_MF-DF-ALS,0.92165898617511521
Curl,random,2,10,2,2,MDP_MF-DF-PCI,0.92165898617511521
Curl,random,2,10,2,2,MD_MF-DF,0.92165898617511521
Curl,random,2,10,2,2,PCI,0.93200000000000005
Curl,random,2,10,3,2,ALS,0.76145552560646901
Curl,random,2,10,3,2,AP_ALS-PCI,0.74556213017751483
Curl,random,2,10,3,2,Default,0.78467788740568778
Curl,random,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.73401736385161798
Curl,random,2,10,3,2,MDA_MF-DF-ALS,0.73401736385161798
Curl,random,2,10,3,2,MDP_MF-DF-PCI,0.73401736385161798
Curl,random,2,10,3,2,MD_MF-DF,0.73401736385161798
Curl,random,2,10,3,2,PCI,0.76765676567656771
Curl,distance,2,10,1,1,ALS,0.82608695652173914
Curl,distance,2,10,1,1,AP_ALS-PCI,0.82608695652173914
Curl,distance,2,10,1,1,Default,0.83333333333333337
Curl,distance,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.81818181818181823
Curl,distance,2,10,1,1,MDA_MF-DF-ALS,0.81818181818181823
Curl,distance,2,10,1,1,MDP_MF-DF-PCI,0.81818181818181823
Curl,distance,2,10,1,1,MD_MF-DF,0.81818181818181823
Curl,distance,2,10,1,1,PCI,0.83333333333333337
Curl,distance,2,10,2,1,ALS,0.59832635983263593
Curl,distance,2,10,2,1,AP_ALS-PCI,0.58441558441558439
Curl,distance,2,10,2,1,Default,0.61068702290076338
Curl,distance,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.58525345622119818
Curl,distance,2,10,2,1,MDA_MF-DF-ALS,0.58525345622119818
Curl,distance,2,10,2,1,MDP_MF-DF-PCI,0.58525345622119818
Curl,distance,2,10,2,1,MD_MF-DF,0.58525345622119818
Curl,distance,2,10,2,1,PCI,0.60399999999999998
Curl,distance,2,10,3,1,ALS,0.38140161725067384
Curl,distance,2,10,3,1,AP_ALS-PCI,0.36390532544378701
Curl,distance,2,10,3,1,Default,0.39698200812536272
Curl,distance,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.36621941594317287
Curl,distance,2,10,3,1,MDA_MF-DF-ALS,0.36621941594317287
Curl,distance,2,10,3,1,MDP_MF-DF-PCI,0.36621941594317287
Curl,distance,2,10,3,1,MD_MF-DF,0.36621941594317287
Curl,distance,2,10,3,1,PCI,0.39207920792079209
Curl,distance,2,10,1,2,ALS,0.78260869565217395
Curl,distance,2,10,1,2,AP_ALS-PCI,0.78260869565217395
Curl,distance,2,10,1,2,Default,0.79166666666666663
Curl,distance,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.77272727272727271
Curl,distance,2,10,1,2,MDA_MF-DF-ALS,0.77272727272727271
Curl,distance,2,10,1,2,MDP_MF-DF-PCI,0.77272727272727271
Curl,distance,2,10,1,2,MD_MF-DF,0.77272727272727271
Curl,distance,2,10,1,2,PCI,0.79166666666666663
Curl,distance,2,10,2,2,ALS,0.53556485355648531
Curl,distance,2,10,2,2,AP_ALS-PCI,0.52813852813852813
Curl,distance,2,10,2,2,Default,0.54580152671755722
Curl,distance,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.52534562211981561
Curl,distance,2,10,2,2,MDA_MF-DF-ALS,0.52534562211981561
Curl,distance,2,10,2,2,MDP_MF-DF-PCI,0.52534562211981561
Curl,distance,2,10,2,2,MD_MF-DF,0.52534562211981561
Curl,distance,2,10,2,2,PCI,0.54400000000000004
Curl,distance,2,10,3,2,ALS,0.33557951482479786
Curl,distance,2,10,3,2,AP_ALS-PCI,0.3276627218934911
Curl,distance,2,10,3,2,Default,0.34706906558328499
Curl,distance,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.32754538279400158
Curl,distance,2,10,3,2,MDA_MF-DF-ALS,0.32754538279400158
Curl,distance,2,10,3,2,MDP_MF-DF-PCI,0.32754538279400158
Curl,distance,2,10,3,2,MD_MF-DF,0.32754538279400158
Curl,distance,2,10,3,2,PCI,0.34917491749174917
Curl,solver,2,10,1,1,ALS,0.78260869565217395
Curl,solver,2,10,1,1,AP_ALS-PCI,0.78260869565217395
Curl,solver,2,10,1,1,Default,0.79166666666666663
Curl,solver,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.81818181818181823
Curl,solver,2,10,1,1,MDA_MF-DF-ALS,0.81818181818181823
Curl,solver,2,10,1,1,MDP_MF-DF-PCI,0.81818181818181823
Curl,solver,2,10,1,1,MD_MF-DF,0.81818181818181823
Curl,solver,2,10,1,1,PCI,0.79166666666666663
Curl,solver,2,10,2,1,ALS,0.5104602510460251
Curl,solver,2,10,2,1,AP_ALS-PCI,0.52813852813852813
Curl,solver,2,10,2,1,Default,0.53053435114503822
Curl,solver,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.56221198156682028
Curl,solver,2,10,2,1,MDA_MF-DF-ALS,0.56221198156682028
Curl,solver,2,10,2,1,MDP_MF-DF-PCI,0.56221198156682028
Curl,solver,2,10,2,1,MD_MF-DF,0.56221198156682028
Curl,solver,2,10,2,1,PCI,0.55600000000000005
Curl,solver,2,10,3,1,ALS,0.29514824797843664
Curl,solver,2,10,3,1,AP_ALS-PCI,0.32396449704142011
Curl,solver,2,10,3,1,Default,0.31688914683691238
Curl,solver,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.34569850039463301
Curl,solver,2,10,3,1,MDA_MF-DF-ALS,0.34569850039463301
Curl,solver,2,10,3,1,MDP_MF-DF-PCI,0.34569850039463301
Curl,solver,2,10,3,1,MD_MF-DF,0.34569850039463301
Curl,solver,2,10,3,1,PCI,0.36039603960396038
Curl,solver,2,10,1,2,ALS,0.78260869565217395
Curl,solver,2,10,1,2,AP_ALS-PCI,0.78260869565217395
Curl,solver,2,10,1,2,Default,0.79166666666666663
Curl,solver,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.81818181818181823
Curl,solver,2,10,1,2,MDA_MF-DF-ALS,0.81818181818181823
Curl,solver,2,10,1,2,MDP_MF-DF-PCI,0.81818181818181823
Curl,solver,2,10,1,2,MD_MF-DF,0.81818181818181823
Curl,solver,2,10,1,2,PCI,0.79166666666666663
Curl,solver,2,10,2,2,ALS,0.5104602510460251
Curl,solver,2,10,2,2,AP_ALS-PCI,0.52813852813852813
Curl,solver,2,10,2,2,Default,0.53053435114503822
Curl,solver,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.56221198156682028
Curl,solver,2,10,2,2,MDA_MF-DF-ALS,0.56221198156682028
Curl,solver,2,10,2,2,MDP_MF-DF-PCI,0.56221198156682028
Curl,solver,2,10,2,2,MD_MF-DF,0.56221198156682028
Curl,solver,2,10,2,2,PCI,0.55600000000000005
Curl,solver,2,10,3,2,ALS,0.29514824797843664
Curl,solver,2,10,3,2,AP_ALS-PCI,0.32396449704142011
Curl,solver,2,10,3,2,Default,0.31688914683691238
Curl,solver,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.34569850039463301
Curl,solver,2,10,3,2,MDA_MF-DF-ALS,0.34569850039463301
Curl,solver,2,10,3,2,MDP_MF-DF-PCI,0.34569850039463301
Curl,solver,2,10,3,2,MD_MF-DF,0.34569850039463301
Curl,solver,2,10,3,2,PCI,0.36039603960396038
HSMGP,random,1,10,1,1,ALS,0.94545454545454544
HSMGP,random,1,10,1,1,AP_ALS-PCI,0.94545454545454544
HSMGP,random,1,10,1,1,Default,0.94999999999999996
HSMGP,random,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.94444444444444442
HSMGP,random,1,10,1,1,MDA_MF-DF-ALS,0.94444444444444442
HSMGP,random,1,10,1,1,MDP_MF-DF-PCI,0.94444444444444442
HSMGP,random,1,10,1,1,MD_MF-DF,0.94444444444444442
HSMGP,random,1,10,1,1,PCI,0.94999999999999996
HSMGP,random,1,10,2,1,ALS,0.75629043853342914
HSMGP,random,1,10,2,1,AP_ALS-PCI,0.75629043853342914
HSMGP,random,1,10,2,1,Default,0.78878281622911695
HSMGP,random,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.74869109947643975
HSMGP,random,1,10,2,1,MDA_MF-DF-ALS,0.74869109947643975
HSMGP,random,1,10,2,1,MDP_MF-DF-PCI,0.74869109947643975
HSMGP,random,1,10,2,1,MD_MF-DF,0.74869109947643975
HSMGP,random,1,10,2,1,PCI,0.78649635036496346
HSMGP,random,1,10,3,1,ALS,0.56633314804521029
HSMGP,random,1,10,3,1,AP_ALS-PCI,0.56633314804521029
HSMGP,random,1,10,3,1,Default,0.619042710373501
HSMGP,random,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.55429361513011699
HSMGP,random,1,10,3,1,MDA_MF-DF-ALS,0.55429361513011699
HSMGP,random,1,10,3,1,MDP_MF-DF-PCI,0.55429361513011699
HSMGP,random,1,10,3,1,MD_MF-DF,0.55429361513011699
HSMGP,random,1,10,3,1,PCI,0.61668792129713979
HSMGP,random,1,10,1,2,ALS,0.92727272727272725
HSMGP,random,1,10,1,2,AP_ALS-PCI,0.92727272727272725
HSMGP,random,1,10,1,2,Default,0.93333333333333335
HSMGP,random,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.92592592592592593
HSMGP,random,1,10,1,2,MDA_MF-DF-ALS,0.92592592592592593
HSMGP,random,1,10,1,2,MDP_MF-DF-PCI,0.92592592592592593
HSMGP,random,1,10,1,2,MD_MF-DF,0.92592592592592593
HSMGP,random,1,10,1,2,PCI,0.93333333333333335
HSMGP,random,1,10,2,2,ALS,0.73544212796549246
HSMGP,random,1,10,2,2,AP_ALS-PCI,0.73544212796549246
HSMGP,random,1,10,2,2,Default,0.76849642004773266
HSMGP,random,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.72774869109947649
HSMGP,random,1,10,2,2,MDA_MF-DF-ALS,0.72774869109947649
HSMGP,random,1,10,2,2,MDP_MF-DF-PCI,0.72774869109947649
HSMGP,random,1,10,2,2,MD_MF-DF,0.72774869109947649
HSMGP,random,1,10,2,2,PCI,0.76642335766423353
HSMGP,random,1,10,3,2,ALS,0.54961089494163429
HSMGP,random,1,10,3,2,AP_ALS-PCI,0.54961089494163429
HSMGP,random,1,10,3,2,Default,0.60131257945916228
HSMGP,random,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.53784998271690287
HSMGP,random,1,10,3,2,MDA_MF-DF-ALS,0.53784998271690287
HSMGP,random,1,10,3,2,MDP_MF-DF-PCI,0.53784998271690287
HSMGP,random,1,10,3,2,MD_MF-DF,0.53784998271690287
HSMGP,random,1,10,3,2,PCI,0.59923483330296956
HSMGP,distance,1,10,1,1,ALS,0.58181818181818179
HSMGP,distance,1,10,1,1,AP_ALS-PCI,0.58181818181818179
HSMGP,distance,1,10,1,1,Default,0.56666666666666665
HSMGP,distance,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.57407407407407407
HSMGP,distance,1,10,1,1,MDA_MF-DF-ALS,0.57407407407407407
HSMGP,distance,1,10,1,1,MDP_MF-DF-PCI,0.57407407407407407
HSMGP,distance,1,10,1,1,MD_MF-DF,0.57407407407407407
HSMGP,distance,1,10,1,1,PCI,0.56666666666666665
HSMGP,distance,1,10,2,1,ALS,0.34507548526240117
HSMGP,distance,1,10,2,1,AP_ALS-PCI,0.34507548526240117
HSMGP,distance,1,10,2,1,Default,0.32159904534606204
HSMGP,distance,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.33582647718773373
HSMGP,distance,1,10,2,1,MDA_MF-DF-ALS,0.33582647718773373
HSMGP,distance,1,10,2,1,MDP_MF-DF-PCI,0.33582647718773373
HSMGP,distance,1,10,2,1,MD_MF-DF,0.33582647718773373
HSMGP,distance,1,10,2,1,PCI,0.32603406326034062
HSMGP,distance,1,10,3,1,ALS,0.20872707059477488
HSMGP,distance,1,10,3,1,AP_ALS-PCI,0.20872707059477488
HSMGP,distance,1,10,3,1,Default,0.18321135278150019
HSMGP,distance,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.20033578588711667
HSMGP,distance,1,10,3,1,MDA_MF-DF-ALS,0.20033578588711667
HSMGP,distance,1,10,3,1,MDP_MF-DF-PCI,0.20033578588711667
HSMGP,distance,1,10,3,1,MD_MF-DF,0.20033578588711667
HSMGP,distance,1,10,3,1,PCI,0.19114592822007651
HSMGP,distance,1,10,1,2,ALS,0.58181818181818179
HSMGP,distance,1,10,1,2,AP_ALS-PCI,0.58181818181818179
HSMGP,distance,1,10,1,2,Default,0.56666666666666665
HSMGP,distance,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.57407407407407407
HSMGP,distance,1,10,1,2,MDA_MF-DF-ALS,0.57407407407407407
HSMGP,distance,1,10,1,2,MDP_MF-DF-PCI,0.57407407407407407
HSMGP,distance,1,10,1,2,MD_MF-DF,0.57407407407407407
HSMGP,distance,1,10,1,2,PCI,0.56666666666666665
HSMGP,distance,1,10,2,2,ALS,0.34507548526240117
HSMGP,distance,1,10,2,2,AP_ALS-PCI,0.34507548526240117
HSMGP,distance,1,10,2,2,Default,0.32159904534606204
HSMGP,distance,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.33582647718773373
HSMGP,distance,1,10,2,2,MDA_MF-DF-ALS,0.33582647718773373
HSMGP,distance,1,10,2,2,MDP_MF-DF-PCI,0.33582647718773373
HSMGP,distance,1,10,2,2,MD_MF-DF,0.33582647718773373
HSMGP,distance,1,10,2,2,PCI,0.32603406326034062
HSMGP,distance,1,10,3,2,ALS,0.20872707059477488
HSMGP,distance,1,10,3,2,AP_ALS-PCI,0.20872707059477488
HSMGP,distance,1,10,3,2,Default,0.18321135278150019
HSMGP,distance,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.20033578588711667
HSMGP,distance,1,10,3,2,MDA_MF-DF-ALS,0.20033578588711667
HSMGP,distance,1,10,3,2,MDP_MF-DF-PCI,0.20033578588711667
HSMGP,distance,1,10,3,2,MD_MF-DF,0.20033578588711667
HSMGP,distance,1,10,3,2,PCI,0.19114592822007651
HSMGP,solver,1,10,1,1,ALS,0.67272727272727273
HSMGP,solver,1,10,1,1,AP_ALS-PCI,0.67272727272727273
HSMGP,solver,1,10,1,1,Default,0.68333333333333335
HSMGP,solver,1,10,1,1,MDAP_MF-DF-ALS-PCI,0.66666666666666663
HSMGP,solver,1,10,1,1,MDA_MF-DF-ALS,0.66666666666666663
HSMGP,solver,1,10,1,1,MDP_MF-DF-PCI,0.66666666666666663
HSMGP,solver,1,10,1,1,MD_MF-DF,0.66666666666666663
HSMGP,solver,1,10,1,1,PCI,0.68333333333333335
HSMGP,solver,1,10,2,1,ALS,0.43421998562185476
HSMGP,solver,1,10,2,1,AP_ALS-PCI,0.43421998562185476
HSMGP,solver,1,10,2,1,Default,0.44331742243436756
HSMGP,solver,1,10,2,1,MDAP_MF-DF-ALS-PCI,0.42483171278982795
HSMGP,solver,1,10,2,1,MDA_MF-DF-ALS,0.42483171278982795
HSMGP,solver,1,10,2,1,MDP_MF-DF-PCI,0.42483171278982795
HSMGP,solver,1,10,2,1,MD_MF-DF,0.42483171278982795
HSMGP,solver,1,10,2,1,PCI,0.44768856447688565
HSMGP,solver,1,10,3,1,ALS,0.27700574393181399
HSMGP,solver,1,10,3,1,AP_ALS-PCI,0.27700574393181399
HSMGP,solver,1,10,3,1,Default,0.28175789437515031
HSMGP,solver,1,10,3,1,MDAP_MF-DF-ALS-PCI,0.26724606192286798
HSMGP,solver,1,10,3,1,MDA_MF-DF-ALS,0.26724606192286798
HSMGP,solver,1,10,3,1,MDP_MF-DF-PCI,0.26724606192286798
HSMGP,solver,1,10,3,1,MD_MF-DF,0.26724606192286798
HSMGP,solver,1,10,3,1,PCI,0.29025323374020767
HSMGP,solver,1,10,1,2,ALS,0.67272727272727273
HSMGP,solver,1,10,1,2,AP_ALS-PCI,0.67272727272727273
HSMGP,solver,1,10,1,2,Default,0.68333333333333335
HSMGP,solver,1,10,1,2,MDAP_MF-DF-ALS-PCI,0.66666666666666663
HSMGP,solver,1,10,1,2,MDA_MF-DF-ALS,0.66666666666666663
HSMGP,solver,1,10,1,2,MDP_MF-DF-PCI,0.66666666666666663
HSMGP,solver,1,10,1,2,MD_MF-DF,0.66666666666666663
HSMGP,solver,1,10,1,2,PCI,0.68333333333333335
HSMGP,solver,1,10,2,2,ALS,0.43421998562185476
HSMGP,solver,1,10,2,2,AP_ALS-PCI,0.43421998562185476
HSMGP,solver,1,10,2,2,Default,0.44331742243436756
HSMGP,solver,1,10,2,2,MDAP_MF-DF-ALS-PCI,0.42483171278982795
HSMGP,solver,1,10,2,2,MDA_MF-DF-ALS,0.42483171278982795
HSMGP,solver,1,10,2,2,MDP_MF-DF-PCI,0.42483171278982795
HSMGP,solver,1,10,2,2,MD_MF-DF,0.42483171278982795
HSMGP,solver,1,10,2,2,PCI,0.44768856447688565
HSMGP,solver,1,10,3,2,ALS,0.27700574393181399
HSMGP,solver,1,10,3,2,AP_ALS-PCI,0.27700574393181399
HSMGP,solver,1,10,3,2,Default,0.28175789437515031
HSMGP,solver,1,10,3,2,MDAP_MF-DF-ALS-PCI,0.26724606192286798
HSMGP,solver,1,10,3,2,MDA_MF-DF-ALS,0.26724606192286798
HSMGP,solver,1,10,3,2,MDP_MF-DF-PCI,0.26724606192286798
HSMGP,solver,1,10,3,2,MD_MF-DF,0.26724606192286798
HSMGP,solver,1,10,3,2,PCI,0.29025323374020767
HSMGP,random,2,10,1,1,ALS,0.92727272727272725
HSMGP,random,2,10,1,1,AP_ALS-PCI,0.92727272727272725
HSMGP,random,2,10,1,1,Default,0.93333333333333335
HSMGP,random,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.92592592592592593
HSMGP,random,2,10,1,1,MDA_MF-DF-ALS,0.92592592592592593
HSMGP,random,2,10,1,1,MDP_MF-DF-PCI,0.92592592592592593
HSMGP,random,2,10,1,1,MD_MF-DF,0.92592592592592593
HSMGP,random,2,10,1,1,PCI,0.93333333333333335
HSMGP,random,2,10,2,1,ALS,0.76419841840402591
HSMGP,random,2,10,2,1,AP_ALS-PCI,0.76419841840402591
HSMGP,random,2,10,2,1,Default,0.79236276849642007
HSMGP,random,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.75766641735228124
HSMGP,random,2,10,2,1,MDA_MF-DF-ALS,0.75766641735228124
HSMGP,random,2,10,2,1,MDP_MF-DF-PCI,0.75766641735228124
HSMGP,random,2,10,2,1,MD_MF-DF,0.75766641735228124
HSMGP,random,2,10,2,1,PCI,0.79075425790754261
HSMGP,random,2,10,3,1,ALS,0.58940151936260887
HSMGP,random,2,10,3,1,AP_ALS-PCI,0.58940151936260887
HSMGP,random,2,10,3,1,Default,0.63770058069614821
HSMGP,random,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.57829243000345665
HSMGP,random,2,10,3,1,MDA_MF-DF-ALS,0.57829243000345665
HSMGP,random,2,10,3,1,MDP_MF-DF-PCI,0.57829243000345665
HSMGP,random,2,10,3,1,MD_MF-DF,0.57829243000345665
HSMGP,random,2,10,3,1,PCI,0.63592639825104758
HSMGP,random,2,10,1,2,ALS,0.90909090909090906
HSMGP,random,2,10,1,2,AP_ALS-PCI,0.90909090909090906
HSMGP,random,2,10,1,2,Default,0.91666666666666663
HSMGP,random,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.90740740740740744
HSMGP,random,2,10,1,2,MDA_MF-DF-ALS,0.90740740740740744
HSMGP,random,2,10,1,2,MDP_MF-DF-PCI,0.90740740740740744
HSMGP,random,2,10,1,2,MD_MF-DF,0.90740740740740744
HSMGP,random,2,10,1,2,PCI,0.91666666666666663
HSMGP,random,2,10,2,2,ALS,0.73184759166067581
HSMGP,random,2,10,2,2,AP_ALS-PCI,0.73184759166067581
HSMGP,random,2,10,2,2,Default,0.76252983293556087
HSMGP,random,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.72475691847419599
HSMGP,random,2,10,2,2,MDA_MF-DF-ALS,0.72475691847419599
HSMGP,random,2,10,2,2,MDP_MF-DF-PCI,0.72475691847419599
HSMGP,random,2,10,2,2,MD_MF-DF,0.72475691847419599
HSMGP,random,2,10,2,2,PCI,0.76094890510948909
HSMGP,random,2,10,3,2,ALS,0.55692977580137115
HSMGP,random,2,10,3,2,AP_ALS-PCI,0.55692977580137115
HSMGP,random,2,10,3,2,Default,0.60553894787478957
HSMGP,random,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.54584958767468272
HSMGP,random,2,10,3,2,MDA_MF-DF-ALS,0.54584958767468272
HSMGP,random,2,10,3,2,MDP_MF-DF-PCI,0.54584958767468272
HSMGP,random,2,10,3,2,MD_MF-DF,0.54584958767468272
HSMGP,random,2,10,3,2,PCI,0.60404445254144656
HSMGP,distance,2,10,1,1,ALS,0.58181818181818179
HSMGP,distance,2,10,1,1,AP_ALS-PCI,0.58181818181818179
HSMGP,distance,2,10,1,1,Default,0.56666666666666665
HSMGP,distance,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.57407407407407407
HSMGP,distance,2,10,1,1,MDA_MF-DF-ALS,0.57407407407407407
HSMGP,distance,2,10,1,1,MDP_MF-DF-PCI,0.57407407407407407
HSMGP,distance,2,10,1,1,MD_MF-DF,0.57407407407407407
HSMGP,distance,2,10,1,1,PCI,0.56666666666666665
HSMGP,distance,2,10,2,1,ALS,0.34507548526240117
HSMGP,distance,2,10,2,1,AP_ALS-PCI,0.34507548526240117
HSMGP,distance,2,10,2,1,Default,0.32159904534606204
HSMGP,distance,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.33582647718773373
HSMGP,distance,2,10,2,1,MDA_MF-DF-ALS,0.33582647718773373
HSMGP,distance,2,10,2,1,MDP_MF-DF-PCI,0.33582647718773373
HSMGP,distance,2,10,2,1,MD_MF-DF,0.33582647718773373
HSMGP,distance,2,10,2,1,PCI,0.32603406326034062
HSMGP,distance,2,10,3,1,ALS,0.20872707059477488
HSMGP,distance,2,10,3,1,AP_ALS-PCI,0.20872707059477488
HSMGP,distance,2,10,3,1,Default,0.18321135278150019
HSMGP,distance,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.20033578588711667
HSMGP,distance,2,10,3,1,MDA_MF-DF-ALS,0.20033578588711667
HSMGP,distance,2,10,3,1,MDP_MF-DF-PCI,0.20033578588711667
HSMGP,distance,2,10,3,1,MD_MF-DF,0.20033578588711667
HSMGP,distance,2,10,3,1,PCI,0.19114592822007651
HSMGP,distance,2,10,1,2,ALS,0.58181818181818179
HSMGP,distance,2,10,1,2,AP_ALS-PCI,0.58181818181818179
HSMGP,distance,2,10,1,2,Default,0.56666666666666665
HSMGP,distance,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.57407407407407407
HSMGP,distance,2,10,1,2,MDA_MF-DF-ALS,0.57407407407407407
HSMGP,distance,2,10,1,2,MDP_MF-DF-PCI,0.57407407407407407
HSMGP,distance,2,10,1,2,MD_MF-DF,0.57407407407407407
HSMGP,distance,2,10,1,2,PCI,0.56666666666666665
HSMGP,distance,2,10,2,2,ALS,0.34507548526240117
HSMGP,distance,2,10,2,2,AP_ALS-PCI,0.34507548526240117
HSMGP,distance,2,10,2,2,Default,0.32159904534606204
HSMGP,distance,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.33582647718773373
HSMGP,distance,2,10,2,2,MDA_MF-DF-ALS,0.33582647718773373
HSMGP,distance,2,10,2,2,MDP_MF-DF-PCI,0.33582647718773373
HSMGP,distance,2,10,2,2,MD_MF-DF,0.33582647718773373
HSMGP,distance,2,10,2,2,PCI,0.32603406326034062
HSMGP,distance,2,10,3,2,ALS,0.20872707059477488
HSMGP,distance,2,10,3,2,AP_ALS-PCI,0.20872707059477488
HSMGP,distance,2,10,3,2,Default,0.18321135278150019
HSMGP,distance,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.20033578588711667
HSMGP,distance,2,10,3,2,MDA_MF-DF-ALS,0.20033578588711667
HSMGP,distance,2,10,3,2,MDP_MF-DF-PCI,0.20033578588711667
HSMGP,distance,2,10,3,2,MD_MF-DF,0.20033578588711667
HSMGP,distance,2,10,3,2,PCI,0.19114592822007651
HSMGP,solver,2,10,1,1,ALS,0.67272727272727273
HSMGP,solver,2,10,1,1,AP_ALS-PCI,0.67272727272727273
HSMGP,solver,2,10,1,1,Default,0.68333333333333335
HSMGP,solver,2,10,1,1,MDAP_MF-DF-ALS-PCI,0.66666666666666663
HSMGP,solver,2,10,1,1,MDA_MF-DF-ALS,0.66666666666666663
HSMGP,solver,2,10,1,1,MDP_MF-DF-PCI,0.66666666666666663
HSMGP,solver,2,10,1,1,MD_MF-DF,0.66666666666666663
HSMGP,solver,2,10,1,1,PCI,0.68333333333333335
HSMGP,solver,2,10,2,1,ALS,0.43421998562185476
HSMGP,solver,2,10,2,1,AP_ALS-PCI,0.43421998562185476
HSMGP,solver,2,10,2,1,Default,0.44331742243436756
HSMGP,solver,2,10,2,1,MDAP_MF-DF-ALS-PCI,0.42483171278982795
HSMGP,solver,2,10,2,1,MDA_MF-DF-ALS,0.42483171278982795
HSMGP,solver,2,10,2,1,MDP_MF-DF-PCI,0.42483171278982795
HSMGP,solver,2,10,2,1,MD_MF-DF,0.42483171278982795
HSMGP,solver,2,10,2,1,PCI,0.44768856447688565
HSMGP,solver,2,10,3,1,ALS,0.27700574393181399
HSMGP,solver,2,10,3,1,AP_ALS-PCI,0.27700574393181399
HSMGP,solver,2,10,3,1,Default,0.28175789437515031
HSMGP,solver,2,10,3,1,MDAP_MF-DF-ALS-PCI,0.26724606192286798
HSMGP,solver,2,10,3,1,MDA_MF-DF-ALS,0.26724606192286798
HSMGP,solver,2,10,3,1,MDP_MF-DF-PCI,0.26724606192286798
HSMGP,solver,2,10,3,1,MD_MF-DF,0.26724606192286798
HSMGP,solver,2,10,3,1,PCI,0.29025323374020767
HSMGP,solver,2,10,1,2,ALS,0.67272727272727273
HSMGP,solver,2,10,1,2,AP_ALS-PCI,0.67272727272727273
HSMGP,solver,2,10,1,2,Default,0.68333333333333335
HSMGP,solver,2,10,1,2,MDAP_MF-DF-ALS-PCI,0.66666666666666663
HSMGP,solver,2,10,1,2,MDA_MF-DF-ALS,0.66666666666666663
HSMGP,solver,2,10,1,2,MDP_MF-DF-PCI,0.66666666666666663
HSMGP,solver,2,10,1,2,MD_MF-DF,0.66666666666666663
HSMGP,solver,2,10,1,2,PCI,0.68333333333333335
HSMGP,solver,2,10,2,2,ALS,0.43421998562185476
HSMGP,solver,2,10,2,2,AP_ALS-PCI,0.43421998562185476
HSMGP,solver,2,10,2,2,Default,0.44331742243436756
HSMGP,solver,2,10,2,2,MDAP_MF-DF-ALS-PCI,0.42483171278982795
HSMGP,solver,2,10,2,2,MDA_MF-DF-ALS,0.42483171278982795
HSMGP,solver,2,10,2,2,MDP_MF-DF-PCI,0.42483171278982795
HSMGP,solver,2,10,2,2,MD_MF-DF,0.42483171278982795
HSMGP,solver,2,10,2,2,PCI,0.44768856447688565
HSMGP,solver,2,10,3,2,ALS,0.27700574393181399
HSMGP,solver,2,10,3,2,AP_ALS-PCI,0.27700574393181399
HSMGP,solver,2,10,3,2,Default,0.28175789437515031
HSMGP,solver,2,10,3,2,MDAP_MF-DF-ALS-PCI,0.26724606192286798
HSMGP,solver,2,10,3,2,MDA_MF-DF-ALS,0.26724606192286798
HSMGP,solver,2,10,3,2,MDP_MF-DF-PCI,0.26724606192286798
HSMGP,solver,2,10,3,2,MD_MF-DF,0.26724606192286798
HSMGP,solver,2,10,3,2,PCI,0.29025323374020767
HSQLDB,random,1,10,1,1,ALS,1
